road,chainage,lat,lon,model_type,name,length,condition,id
N1,103.935,23.3486386,91.2599444,bridge,Box culvert,0.6869999999999976,A,1000355
N1,104.248,23.3463608,91.2616944,link,Km post missing,0.3130000000000024,,1000356
N1,104.753,23.342671472,91.264485636,bridge,CHANSIRI BOXCUIVERT,3.8149999999999977,A,1000357
N1,105.248,23.3390552,91.2672216,link,Km post missing,1.0,,1000358
N1,105.692,23.3360274,91.2700549,bridge,Bridge start,0.4439999999999884,A,1000359
N1,105.736,23.3357219,91.2703049,bridge,Bridge end,0.04400000000001114,A,1000360
N1,105.879,23.3347219,91.271166,link,Road to Harishchar (Z1046),0.14300000000000068,,1000361
N1,106.248,23.3321938,91.2734716,link,Km post missing,0.3689999999999998,,1000362
N1,106.519,23.3301462324,91.2748792824,bridge,MIABAZAR BOX CULVERT,1.7660000000000053,A,1000363
N1,107.248,23.3246382,91.278666,link,Km post missing,1.0,,1000364
N1,107.321,23.324166,91.2791104,bridge,Bridge start,0.07299999999999329,A,1000365
N1,107.331,23.3240827,91.279166,bridge,Bridge end,0.010000000000005116,A,1000366
N1,108.125,23.3180696869138,91.2830867321701,bridge,NOYA BAZER BOX CULVERT,1.6059999999999945,A,1000367
N1,108.248,23.3171382,91.2836941,link,Km post missing,0.9170000000000016,,1000368
N1,108.518,23.3149444,91.2844719,bridge,Bridge start,0.269999999999996,A,1000369
N1,108.537,23.31475,91.2845552,bridge,Bridge end,0.019000000000005457,A,1000370
N1,109.135,23.3096389,91.2861386,bridge,Box culvert,0.597999999999999,A,1000371
N1,109.248,23.3086944,91.2864163,link,Km post missing,0.11299999999999955,,1000372
N1,109.289,23.3083612731261,91.2865787034735,bridge,DOLL BARI CULVERT,15.689000000000007,B,1000373
N1,109.795,23.30425,91.288583,bridge,Box culvert,0.546999999999997,A,1000374
N1,109.897,23.3034306450331,91.2889770397351,bridge,DHARMA PUR SLAB CULVERT,0.6080000000000041,B,1000375
N1,110.248,23.3006111,91.290333,link,Km post missing,0.45300000000000296,,1000376
N1,110.551,23.2979675271676,91.2910141369942,bridge,LALGORE BEZER CULVERT,2.426000000000002,A,1000377
N1,110.767,23.296083,91.2914997,bridge,Bridge start,0.5189999999999912,A,1000378
N1,110.781,23.2959719,91.2915274,bridge,Bridge end,0.014000000000010004,A,1000379
N1,111.248,23.2919163,91.2922219,link,Km post missing,0.46699999999999875,,1000380
N1,111.509,23.2897066386454,91.2929584711155,bridge,SUPUYA BOX CULVERT,0.9579999999999984,A,1000381
N1,111.75,23.2876663,91.2936386,bridge,Box culvert,0.5019999999999953,A,1000382
N1,112.248,23.283583,91.2952219,link,Km post missing,0.49800000000000466,,1000383
N1,112.469,23.2821949258397,91.2966655096899,bridge,BOWCHI BAZAR CULVERT,2.5719999999999885,B,1000384
N1,113.022,23.2787216,91.3002778,bridge,Box culvert,0.7740000000000009,A,1000385
N1,113.248,23.2768882,91.3011944,link,Km post missing,0.2259999999999991,,1000386
N1,113.717,23.27301895,91.3029661882,bridge,AMAN GONG SLAB CULVERT,1.2480000000000047,B,1000387
N1,114.248,23.2686382,91.3049722,link,Km post missing,1.0,,1000388
N1,114.364,23.2677493,91.3054722,bridge,Box culvert,0.11599999999999966,A,1000389
N1,114.641,23.2654444,91.3064444,bridge,Box culvert,0.277000000000001,A,1000390
N1,114.844,23.2636667,91.30675,bridge,Box culvert,0.20299999999998875,A,1000391
N1,115.052,23.2618360940594,91.3070217386138,bridge,RANGAMATIA (1) BOX CULVERT,1.335000000000008,B,1000392
N1,115.248,23.2601111,91.3072778,link,Km post missing,0.4040000000000106,,1000393
N1,115.326,23.25941665,91.3073611,bridge,RANGOWATIA 2 CULVERT,0.2739999999999867,B,1000394
N1,115.404,23.2587222,91.3074444,bridge,Box culvert,0.1559999999999917,A,1000395
N1,115.525,23.2576429774881,91.3076156494075,bridge,NOWA PARA BOX CULVERT,0.19900000000001228,B,1000396
N1,116.074,23.2527463398104,91.3083926405213,bridge,HARISHARDE CULVERT,0.5489999999999924,B,1000397
N1,116.248,23.2511944,91.3086389,link,Km post missing,0.8440000000000083,,1000398
N1,116.422,23.249833,91.3091944,bridge,Box culvert,0.17399999999999238,A,1000399
N1,116.608,23.248333,91.3098056,bridge,Bridge start,0.18600000000000705,A,1000400
N1,116.631,23.2481663,91.3098889,bridge,Bridge end,0.022999999999996135,A,1000401
N1,116.978,23.2452774,91.3110556,bridge,Box culvert,0.3469999999999942,A,1000402
N1,117.087,23.2443915125925,91.3114032292592,bridge,SONAGATI BOX CULVERT,1.0130000000000052,B,1000403
N1,117.248,23.243083,91.3119167,link,Km post missing,0.27000000000001023,,1000404
N1,117.269,23.2429040619631,91.3119739539877,bridge,BALUJURI BOX CULVERT,0.18200000000000216,B,1000405
N1,117.411,23.2416941,91.3123611,bridge,Box culvert,0.1629999999999967,A,1000406
N1,117.627,23.2397920309669,91.3125740860465,bridge,BALUZURI 2 CULVERT,6.117999999999995,A,1000407
N1,118.049,23.2360759516523,91.3129901976744,bridge,KALIR BAZAR BOX CULVERT,0.42200000000001125,A,1000408
N1,118.228,23.2344997,91.3131667,bridge,Box culvert,0.8169999999999931,A,1000409
N1,118.248,23.2343052,91.3131667,link,Km post missing,0.020000000000010232,,1000410
N1,118.563,23.2314993,91.3132222,bridge,Box culvert,0.3149999999999977,A,1000411
N1,118.856,23.2289195919642,91.3134220678571,bridge,KALIA BAZER BOC CULVERT,1.586999999999989,B,1000412
N1,119.011,23.2275549,91.3135278,bridge,Box culvert,0.4479999999999933,A,1000413
N1,119.19,23.2259184472573,91.3135697177215,bridge,CHAUDDAGARAM BOX CULVERT,0.3340000000000032,B,1000414
N1,119.248,23.2253882,91.3135833,link,Km post missing,0.23700000000000898,,1000415
N1,119.628,23.2220338977777,91.3137005933333,bridge,CHADDAGRAM BAZAR BOX CULVERT,1.5789999999999935,A,1000416
N1,119.698,23.221416,91.3137222,link,Road to Bangadda (Z1045),0.44999999999998863,,1000417
N1,120.026,23.2184993,91.3143889,bridge,Box culvert,0.32800000000000296,A,1000418
N1,120.248,23.2165556,91.3149167,link,Km post missing,0.2220000000000084,,1000419
N1,120.634,23.2131955721448,91.3153497403899,bridge,HAYDAR POLE BOX CULVERT,1.4440000000000026,B,1000420
N1,120.966,23.2103056,91.3157222,bridge,Box culvert,0.7179999999999893,A,1000421
N1,121.248,23.2078889,91.3159722,link,Km post missing,0.2820000000000107,,1000422
N1,121.567,23.2050386287937,91.3163167282749,bridge,FALGUNCORA CULVERT,1.938999999999993,A,1000423
N1,122.019,23.201,91.3168049,bridge,Box culvert,0.7710000000000008,A,1000424
N1,122.248,23.1990274,91.3170549,link,Km post missing,0.2289999999999992,,1000425
N1,122.603,23.1961887953757,91.3176705069364,bridge,ATTOCK GRAM BOX CULVERT,1.0360000000000014,A,1000426
N1,123.113,23.1921108,91.3185549,bridge,Box culvert,0.8649999999999949,A,1000427
N1,123.248,23.1909997,91.3192493,link,Km post missing,0.13500000000000512,,1000428
N1,123.681,23.1874350254302,91.3209051317399,bridge,BOSONTA PUR BOX CULVERT,20.224999999999994,C,1000429
N1,123.771,23.1866941,91.3212493,bridge,Bridge start,0.5229999999999961,A,1000430
N1,123.783,23.1866108,91.3212771,bridge,Bridge end,0.012000000000000455,A,1000431
N1,124.248,23.1826382,91.3210827,link,Km post missing,0.4650000000000034,,1000432
N1,124.346,23.1817958149837,91.3208787514658,bridge,BASHONTA PUR (2),3.7120000000000033,B,1000433
N1,124.862,23.1773604,91.3198049,bridge,Box culvert,0.6139999999999901,A,1000434
N1,125.377,23.172916,91.3205271,link,Ctg 133 km,0.5150000000000006,,1000435
N1,125.41,23.1726272318681,91.3205774642857,bridge,NANKORA BOX CULVERT,1.063999999999993,B,1000436
N1,125.923,23.1681382,91.3213604,bridge,Bridge start,0.5460000000000065,A,1000437
N1,125.937,23.1680549,91.3213604,bridge,Bridge end,0.013999999999995794,A,1000438
N1,126.377,23.1641389,91.3214993,link,Km post missing,0.4399999999999977,,1000439
N1,126.448,23.1635138669191,91.3215889464646,bridge,ANDAJER BAZER BOX CULVERT,3.844999999999999,A,1000440
N1,127.169,23.1571667,91.3224993,bridge,Box culvert,0.7920000000000016,A,1000441
N1,127.377,23.1554167,91.3232771,link,Km post missing,0.2079999999999984,,1000442
N1,127.673,23.1527364949367,91.3243178772152,bridge,DIMATOLI (1) BOX CULVERT,2.2630000000000052,B,1000443
N1,128.009,23.1496941,91.3254993,link,Road to Nangolhat (Z1048),0.6319999999999908,,1000444
N1,128.278,23.1480274,91.3264993,bridge,Box culvert,0.26900000000000546,A,1000445
N1,128.377,23.1471663,91.3266938,link,Km post missing,0.09900000000001796,,1000446
N1,128.767,23.1436667679334,91.3266680470308,bridge,DIMATOLY (2) BOX CULVERT,1.093999999999994,B,1000447
N1,128.798,23.1433886,91.326666,bridge,Box culvert,0.42099999999999227,A,1000448
N1,129.291,23.1389893200345,91.3263585348877,bridge,JAGARNATHPUR BOX CULVERT,0.5240000000000009,B,1000449
N1,129.377,23.1382219,91.3263049,link,Km post missing,0.5790000000000077,,1000450
N1,129.479,23.1374163,91.3264716,bridge,Box culvert,0.10200000000000387,A,1000451
N1,129.955,23.1332639685968,91.327546416481,bridge,JAGOT PUR BOX CULVERT,0.6640000000000157,B,1000452
N1,130.377,23.1295827,91.3284993,link,Km post missing,0.8979999999999961,,1000453
N1,130.447,23.1290827,91.3287216,bridge,Box culvert,0.06999999999999318,A,1000454
N1,130.912,23.1252363577777,91.3303863688888,bridge,HASO BOTHACH BOX CULVERT,4.464000000000013,A,1000455
N1,131.122,23.1234993,91.3311382,bridge,Box culvert,0.6750000000000114,A,1000456
N1,131.377,23.1213327,91.3320549,link,Km post missing,0.25499999999999545,,1000457
N1,131.577,23.1196973774193,91.3328165129032,bridge,FOKIR BAZAR SLAB CULVERT,1.6219999999999857,B,1000458
N1,131.625,23.1193049,91.3329993,bridge,Box culvert,0.24799999999999045,A,1000459
N1,131.653,23.1191382,91.3330827,link,"Ctg 127 km,Feni 16 km",0.027999999999991587,,1000460
N1,132.079,23.1158251554,91.335094485,bridge,KAKKARA CULVERT,0.5020000000000095,B,1000461
N1,132.653,23.1113611,91.3378052,link,Km post missing,1.0,,1000462
N1,132.728,23.1108056,91.3381386,bridge,Box culvert,0.07500000000001705,A,1000463
N1,133.155,23.1074284451388,91.3400495436111,bridge,Chanara Box Culvert,2.242999999999995,A,1000464
N1,133.448,23.1051111,91.3413608,bridge,Box culvert,0.7199999999999989,A,1000465
N1,133.653,23.1035,91.3422497,link,Km post missing,0.20499999999998408,,1000466
N1,133.873,23.1017563206521,91.343162998913,bridge,CHANGARPULL(II) BOX CULVERT,1.7939999999999827,B,1000467
N1,134.021,23.1005833,91.3437774,bridge,Box culvert,0.367999999999995,A,1000468
N1,134.426,23.0973512527272,91.3454956309091,bridge,ADONCORA,0.5529999999999973,B,1000469
N1,134.571,23.0961941,91.3461108,bridge,Box culvert,0.5500000000000114,A,1000470
N1,134.653,23.095583,91.3464441,link,Km post missing,0.08199999999999363,,1000471
N1,134.974,23.0930298369186,91.3478308386627,bridge,PODOYA BOX CULVERT,1.8189999999999884,A,1000472
N1,135.341,23.0901108,91.3494163,bridge,Box culvert,0.6880000000000166,A,1000473
N1,135.653,23.0876108,91.3508889,link,Km post missing,0.3119999999999834,,1000474
N1,135.723,23.0870753710144,91.3512101492753,bridge,FOEALTPARA BOX CULVERT,1.2970000000000255,B,1000475
N1,135.998,23.0849719,91.3524722,bridge,Box culvertt,0.34499999999999886,A,1000476
N1,136.375,23.0819909531309,91.3541811474383,bridge,UTTOR KAIEATI CULVERT,1.4010000000000105,A,1000477
N1,136.525,23.0808049,91.3548611,bridge,Bridge start,0.5270000000000152,A,1000478
N1,136.542,23.0806938,91.3549444,bridge,Bridge end,0.016999999999995907,A,1000479
N1,136.735,23.0792493,91.3558333,link,Ctg 122 km,0.19300000000001205,,1000480
N1,136.899,23.0779647046997,91.3566005031331,bridge,KOKALI BOX CULVERT,1.1759999999999877,B,1000481
N1,137.501,23.0732493,91.3594167,bridge,Box culvert,0.7659999999999911,A,1000482
N1,137.735,23.0712493,91.3599722,link,Km post missing,0.23400000000000887,,1000483
N1,137.856,23.070198184,91.3603022,bridge,DUTHOSHA BOX CULVERT,0.9569999999999936,B,1000484
N1,138.01,23.0688604,91.3607222,link,Start of Feni road Division / Start of Feni road Division,0.27499999999997726,,1000485
N1,138.621,23.0636944,91.3616389,bridge,Box Culvert,0.6110000000000184,A,1000486
N1,138.639,23.0635278,91.3616389,link,Ctg 103 km,0.018000000000000682,,1000487
N1,138.869,23.0614722,91.3616667,link,Road to Karerhat (Z1031),0.22999999999998977,,1000488
N1,138.953,23.0607473333333,91.3618624619047,bridge,MOHAMMAD ALI MAZAR,1.0970000000000084,B,1000489
N1,139.751,23.0538611,91.3637222,link,Ctg 102 km,0.882000000000005,,1000490
N1,140.251,23.0479441,91.3651389,link,Z1031,0.5,,1000491
N1,140.772,23.0449719,91.3653611,link,Ctg 101 km,0.5209999999999866,,1000492
N1,140.968,23.0427774,91.3654444,bridge,Box culvert,0.19599999999999795,A,1000493
N1,141.304,23.0398052,91.3656111,link,Rail Road Crossing,0.33600000000001273,,1000494
N1,141.531,23.0379728055555,91.3656784724359,bridge,FATAPUR BOX CULVERT,5.156000000000006,A,1000495
N1,141.772,23.0360274,91.36575,link,Km post missing,0.4679999999999893,,1000496
N1,142.507,23.029416,91.3656389,bridge,Box culvert,0.7350000000000136,A,1000497
N1,142.793,23.0269801170731,91.3655004839721,bridge,DEBIPUR SLAB CULVERT,1.2620000000000005,A,1000498
N1,142.794,23.0269716,91.3655,link,"Ctg 99 km,Feni 3 km",0.28700000000000614,,1000499
N1,143.034,23.0248327,91.3655278,link,Road to Biroli (Z1030),0.23999999999998067,,1000500
N1,143.795,23.0193604,91.3697771,link,"Ctg 98 km,Feni 2 km",0.7609999999999957,,1000501
N1,143.946,23.0185271,91.3708327,bridge,Box culvert,0.15100000000001046,A,1000502
N1,144.67,23.0140833,91.3759716,bridge,Box culvert,0.7239999999999895,A,1000503
N1,144.795,23.0132778,91.3769438,link,Km post missing,0.125,,1000504
N1,144.939,23.0124048410423,91.3779796149837,bridge,CHARIPUR CULVERT.,2.1459999999999866,A,1000505
N1,145.409,23.0095556,91.3813604,link,Intersection with N104 / Km post missing,0.6140000000000043,,1000506
N1,146.816,23.0018889,91.3920552,link,Ctg 95 km,1.4070000000000107,,1000507
N1,147.296,22.999248756,91.3957752,bridge,RAMPUR BOX CULVERT,2.3569999999999993,A,1000508
N1,147.816,22.9963886,91.3998052,link,Km post missing,1.0,,1000509
N1,147.901,22.9961941,91.4005,bridge,Bridge start,0.08500000000000796,A,1000510
N1,147.924,22.9960552,91.4006667,bridge,Bridge end,0.022999999999996135,A,1000511
N1,148.151,22.9947280792802,91.4022894900763,bridge,Rampur Bridge(L),9.198000000000008,B,1000512
N1,148.174,22.9945936133042,91.4024539137404,bridge,Rampur Bridge(R),0.022999999999996135,A,1000514
N1,148.495,22.9927169359869,91.4047486961832,bridge,.,0.32099999999999795,A,1000515
N1,148.841,22.9906941,91.4072222,link,"Ctg 93 km,Lalpole 1 km",0.9170000000000016,,1000516
N1,149.289,22.9877774,91.41,link,Road to Feni Town (Z1034),0.4479999999999791,,1000517
N1,149.585,22.9858886,91.4120556,link,Road to Sonagazi (Z1034),0.2960000000000207,,1000518
N1,149.841,22.9842219,91.4137222,link,Ctg 91 km,0.2560000000000002,,1000519
N1,150.892,22.9774438,91.4205827,link,Ctg 91 km,1.0509999999999877,,1000520
N1,151.892,22.9711382,91.4273882,link,Km post missing,1.0,,1000521
N1,152.892,22.9663333,91.4356108,link,Km post missing,1.0,,1000522
N1,153.672,22.9624167,91.4416941,bridge,Bridge start,0.7800000000000011,A,1000523
N1,153.781,22.9618056,91.4424997,bridge,Bridge end,0.10900000000000887,A,1000524
N1,153.843,22.9614487369369,91.4429962027027,bridge,Lemua Bridge(L),30.161999999999992,C,1000525
N1,153.892,22.9611667,91.4433886,link,Km post missing,0.11099999999999,,1000527
N1,154.935,22.9561389,91.4517778,link,Ctg 87 km,1.0430000000000064,,1000528
N1,155.935,22.9514444,91.4600278,link,Km post missing,1.0,,1000529
N1,156.947,22.9479997,91.4689993,link,"Ctg 85 km,Bairyahat 10 km",1.0120000000000005,,1000530
N1,157.685,22.9483608,91.4761382,link,Road to Mounshirhat (Z1081),0.7379999999999995,,1000531
N1,157.947,22.9484997,91.4786938,link,Km post missing,0.26200000000000045,,1000532
N1,158.031,22.9486038666666,91.4794993833333,bridge,FAZAILPUR BOXCULVERT,9.536000000000001,A,1000533
N1,158.955,22.9497497,91.4883608,link,Ctg 83 km,1.0080000000000098,,1000534
N1,159.955,22.9497774,91.4980274,link,Km post missing,1.0,,1000535
N1,160.243,22.9496663,91.5007778,bridge,Bridge start,0.2879999999999825,A,1000536
N1,160.379,22.9496126090047,91.502066899526,bridge,Muhuri Bridge(L),0.0,B,1000537
N1,160.454,22.949583,91.5027778,bridge,Bridge end,0.21100000000001273,A,1000539
N1,160.963,22.9482774,91.50725,link,Ctg 81 kkm,0.5089999999999861,,1000540
N1,161.582,22.9439441,91.5108611,link,Road to Chhagalnaiya (Z1032),0.6189999999999998,,1000541
N1,161.963,22.940833,91.5124444,link,Km post missing,0.3810000000000002,,1000542
N1,162.963,22.9329716,91.5172216,link,Km post missing,1.0,,1000543
N1,163.963,22.9248882,91.5213327,link,Km post missing,1.0,,1000544
N1,164.963,22.9167216,91.5253882,link,Km post missing,1.0,,1000545
N1,165.097,22.9156667,91.5259438,bridge,Bridge start,0.13400000000001455,A,1000546
N1,165.183,22.9149647061403,91.5262895350877,bridge,DumGhat Bridge(L),7.151999999999987,A,1000548
N1,165.325,22.9138056,91.5268604,link,Bridge end/Start of Chittagong Road Division / Bridge end/Start of Chittagong Road Division,0.22799999999998022,,1000549
N1,165.825,22.9097128884012,91.5289285034482,bridge,BUMGAT BOXCULVERT,0.6419999999999959,A,1000550
N1,165.963,22.9085833,91.5294993,link,Km post missing,0.6380000000000052,,1000551
N1,166.427,22.9046667,91.5314438,bridge,Box culvert,0.46399999999999864,A,1000552
N1,166.479,22.9042462955223,91.5316297776119,bridge,BOROYAR PARA SLUB CULVERT,0.6540000000000248,A,1000553
N1,166.963,22.9003333,91.5333608,link,Km post missing,0.5360000000000014,,1000554
N1,167.046,22.8994441,91.5336108,link,End of Bituminous Pavment,0.08299999999999841,,1000555
N1,167.683,22.8939997,91.5346941,link,Road to Karerhat (R151),0.6370000000000005,,1000556
N1,167.796,22.8929719,91.5350274,link,Start of Bituminious Pavement,0.11299999999999955,,1000557
N1,167.9,22.8921663,91.5353052,bridge,Box culvert,0.10400000000001342,A,1000558
N1,167.963,22.8916386,91.5354719,link,Km post missing,0.06299999999998818,,1000559
N1,168.963,22.8829993,91.5381663,link,Km post missing / Box culvert,1.0,,1000561
N1,169.878,22.875166,91.5407219,bridge,Box culvert,0.914999999999992,A,1000562
N1,169.933,22.8746986941176,91.5408836647058,bridge,UTTOR SONAPAR BOX CULVERT,1.9699999999999989,A,1000563
N1,169.963,22.8744438,91.5409719,link,Km post missing,0.08500000000000796,,1000564
N1,170.125,22.8731382,91.5414441,bridge,Box culvert,0.16200000000000614,A,1000565
N1,170.174,22.872722034892,91.5415958766187,bridge,CHAIRMEN BARI BOX CULVERT,0.24100000000001387,A,1000566
N1,170.681,22.868416,91.5431663,bridge,Box culvert,0.5560000000000116,A,1000567
N1,170.725,22.8680563702127,91.5432963340425,bridge,MADDAM SONAPAR(1) BOX CULVERT,0.5509999999999877,A,1000568
N1,170.963,22.8661111,91.5439997,link,Km post missing,0.28199999999998226,,1000569
N1,171.539,22.86111772310757,91.54512584501992,bridge,Box culvert,0.5759999999999934,A,1000570
N1,171.554,22.8609876872509,91.5451551717131,bridge,DHARBAR TILA CULVERT,0.8290000000000077,A,1000571
N1,171.716,22.8595833,91.5454719,bridge,Box culvert,0.17700000000002092,A,1000572
N1,171.728,22.8594847882591,91.5454799987854,bridge,MADDUM SONAPHAR-3,0.1740000000000066,A,1000573
N1,171.963,22.8575556,91.5456386,link,Km post missing,0.24699999999998568,,1000574
N1,172.122,22.8560565672727,91.5457188709091,bridge,MAMAFOUN ASTANA CULVERT,0.39400000000000546,A,1000575
N1,172.128,22.856,91.5457219,bridge,Box culvert,0.16499999999999204,A,1000576
N1,172.23,22.8551475327433,91.5458221849557,bridge,MAMAFAKIR ASTANA SLAB CULVERT,0.10799999999997567,A,1000577
N1,172.241,22.8550556,91.545833,bridge,Box culvert,0.11300000000002797,A,1000578
N1,172.963,22.8486663,91.5463608,link,Km post missing,0.72199999999998,,1000579
N1,172.969,22.8486172764705,91.5463706117647,bridge,MASTANNAGOR BONCUL(1),0.7390000000000043,A,1000580
N1,172.98,22.8485274,91.5463886,bridge,Bridge start,0.016999999999995907,A,1000581
N1,172.99,22.8484441,91.5464163,bridge,Bridge end,0.010000000000019327,A,1000582
N1,173.35,22.8453914894736,91.5474689210526,bridge,MUSTAU NOGAR(2),0.3810000000000002,A,1000583
N1,173.37,22.8452219,91.5475274,bridge,Box culvert,0.37999999999999545,A,1000584
N1,173.585,22.8434551375,91.54814955625,bridge,MASTARI HAGOR 3 CULVERT,0.23500000000001364,A,1000585
N1,173.61,22.8432497,91.5482219,bridge,Box culvert,0.2400000000000091,A,1000586
N1,173.859,22.8410943334277,91.5488096951841,bridge,MUSTAN NAGAR -4,0.2740000000000009,A,1000587
N1,173.963,22.8401941,91.5490552,link,Km post missing,0.3529999999999802,,1000588
N1,174.277,22.8372497,91.5492497,bridge,Pipe culvert,0.31399999999999295,A,1000589
N1,174.804,22.8327467692419,91.5501035014577,bridge,RAIPUR BOX CUL-1,0.9449999999999932,A,1000590
N1,174.963,22.8313882,91.5503611,link,Km post missing,0.686000000000007,,1000591
N1,175.013,22.8309613422018,91.5505028545871,bridge,RAIPUR (2) BOX CULVERT,0.20900000000000318,A,1000592
N1,175.785,22.8243706577981,91.5526915454128,bridge,PURPU DURGAPURE BOX CUL,21.942000000000007,C,1000593
N1,175.835,22.8239438,91.5528333,bridge,Box culvert,0.8720000000000141,A,1000594
N1,175.963,22.8228049,91.5531389,link,Km post missing,0.1279999999999859,,1000595
N1,176.963,22.8141389,91.5555833,link,Km post missing,1.0,,1000596
N1,177.247,22.811563437647,91.5562562129411,bridge,MUCHIPOOL CULVERT,12.064000000000021,B,1000597
N1,177.303,22.8110556,91.5563889,bridge,Box culvert,0.3400000000000034,A,1000598
N1,177.709,22.808,91.5579167,bridge,Box culvert,0.4060000000000059,A,1000599
N1,177.961,22.8059722,91.5589167,bridge,Box culvert,0.25200000000000955,A,1000600
N1,177.963,22.8059444,91.5589167,link,Km post missing,0.001999999999981128,,1000601
N1,178.118,22.8045833,91.5591111,bridge,Box culvert,0.15500000000000114,A,1000602
N1,178.963,22.7974719,91.5613611,link,Km post missing,0.8449999999999989,,1000603
N1,179.363,22.7941813523326,91.5629612622718,bridge,MIRSARAI BOX CUL,4.349999999999994,A,1000604
N1,179.456,22.7934163,91.5633333,bridge,Box Culvert,0.492999999999995,A,1000605
N1,179.928,22.7896108,91.5654444,bridge,Box culvert,0.4720000000000084,A,1000606
N1,179.963,22.7893608,91.5655833,link,Km post missing,0.03499999999999659,,1000607
N1,180.85,22.7821968918511,91.5691025661971,bridge,MIRAISORI BRIDGE,3.60299999999998,B,1000608
N1,180.957,22.7813327,91.5695271,bridge,Bridge start,0.9939999999999998,A,1000609
N1,180.963,22.7812216,91.5695827,link,Km post missing,0.006000000000000227,,1000610
N1,180.978,22.7811382,91.5696382,bridge,Bridge end,0.01500000000001478,A,1000611
N1,181.464,22.7771104,91.5713327,link,Road to Narayanhat (Z1021),0.48599999999999,,1000612
N1,181.825,22.774197092,91.5728737519999,bridge,Mirsorai(2) box culvert,2.461999999999989,A,1000613
N1,181.939,22.7732771,91.5733604,bridge,Box culvert,0.4749999999999943,A,1000614
N1,181.963,22.7730271,91.5734716,link,Km post missing,0.02400000000000091,,1000615
N1,182.318,22.770251666098,91.5750905211087,bridge,IANAINIPOL BOX CULVERT.,0.4930000000000234,A,1000616
N1,182.432,22.7693604,91.5756104,bridge,Box culvert,0.4689999999999941,A,1000617
N1,182.434,22.7661944,91.5779993,bridge,Box culvert,0.0020000000000095497,A,1000618
N1,182.963,22.7654722,91.5785549,link,Km post missing,0.5289999999999964,,1000619
N1,183.296,22.7630626913907,91.5804538821192,bridge,BOKIMTOLA BOX CULVERT,0.9779999999999802,A,1000620
N1,183.416,22.7621944,91.5811382,bridge,Box culvert,0.45300000000000296,A,1000621
N1,183.963,22.7585278,91.5845274,link,Km post missing,0.546999999999997,,1000622
N1,184.654,22.7535653245121,91.5886004236585,bridge,VARTAKA BOX CULVERT,1.358000000000004,A,1000623
N1,184.783,22.7526389,91.5893608,bridge,Bridge start,0.8199999999999932,A,1000624
N1,184.806,22.7525,91.5894719,bridge,Bridge end,0.023000000000024556,A,1000625
N1,184.963,22.7513333,91.5903608,link,Km post missing,0.15699999999998226,,1000626
N1,185.058,22.7506393495689,91.5908840370689,bridge,VARTAGIA BOX CULVERT,0.40399999999999636,A,1000627
N1,185.195,22.7496386,91.5916386,bridge,Box culvert,0.23199999999999932,A,1000628
N1,185.842,22.7445136523437,91.5943998915364,bridge,BOTHAGIA (-3) BOX CULVERT,4.992000000000019,B,1000629
N1,185.963,22.7435552,91.5949163,link,Km post missing,0.7680000000000007,,1000630
N1,185.995,22.7433052,91.5950274,bridge,Box culvert,0.03200000000001069,A,1000631
N1,186.963,22.7349997,91.5979441,link,Km post missing,0.9679999999999893,,1000632
N1,186.975,22.7349163,91.5979719,bridge,Box culvert,0.012000000000000455,A,1000633
N1,187.963,22.7263882,91.6007778,link,Km post missing,0.9879999999999995,,1000634
N1,188.35,22.723316755473,91.6024331404452,bridge,NIAZAMPUR BOX CULVERT,3.2920000000000016,A,1000635
N1,188.502,22.7221104,91.6030833,bridge,Box culvert,0.5390000000000157,A,1000636
N1,188.963,22.7185549,91.6053056,link,Km post missing,0.4609999999999843,,1000637
N1,189.058,22.7178243865384,91.6057623307692,bridge,MIRJAPUR BOX CULVERT,0.7079999999999984,A,1000638
N1,189.13,22.7172707342307,91.6061084846153,bridge,MIRZAPUR (2) BOX CULVERT,0.07200000000000273,A,1000639
N1,189.223,22.7165556,91.6065556,bridge,Box culvert,0.2600000000000193,A,1000640
N1,189.298,22.716,91.6069167,bridge,Box culvert,0.07499999999998863,A,1000641
N1,189.513,22.7143889,91.6079444,link,"Ctg 52 km,Sitakhada 12 km",0.2150000000000034,,1000642
N1,189.58,22.7138727382812,91.6082352218749,bridge,ISAMATI BOX CULVERT,13.795000000000016,C,1000643
N1,189.769,22.7124167,91.6090556,bridge,Box culvert,0.2560000000000002,A,1000644
N1,190.376,22.7076111,91.6118056,bridge,Box Culvert,0.6069999999999993,A,1000645
N1,190.513,22.7065556,91.6123611,link,Km post missing,0.13700000000000045,,1000646
N1,190.581,22.706,91.6126944,bridge,Box culvert,0.06799999999998363,A,1000647
N1,190.923,22.7033056,91.6142222,bridge,Box culvert,0.34200000000001296,A,1000648
N1,191.107,22.701816503937,91.6149734608923,bridge,DUKHIN UTHPAR BOX CULVERT,1.9770000000000039,A,1000649
N1,191.304,22.7002222,91.6157778,bridge,Box culvert,0.3810000000000002,A,1000650
N1,191.524,22.6984997,91.616666,link,"Ctg 50 km,Sitakanda 10 km",0.21999999999999886,,1000651
N1,192.308,22.6919719,91.6198604,bridge,Box culvert,0.7839999999999918,A,1000652
N1,192.408,22.6912517148148,91.6201690574074,bridge,VANGGARPOL BOX CULVERT,1.3009999999999877,A,1000653
