road,chainage,lat,lon,model_type,name,length,condition,id
N1,192.524,22.6904163,91.6205271,link,Km post missing,0.21600000000000819,,1000654
N1,192.622,22.689583,91.6208327,bridge,Box culvert,0.09800000000001319,A,1000655
N1,192.95,22.6868697647058,91.6220385823529,bridge,BORO KAMALDA BOX CULVERT,0.5420000000000016,A,1000656
N1,193.166,22.685083,91.6228327,bridge,Box culvert,0.5439999999999827,A,1000657
N1,193.483,22.6825549,91.6241938,link,"Ctg 48 km,Sitakanda 8 km",0.3170000000000073,,1000658
N1,194.149,22.6769772991044,91.6268169453731,bridge,TARAT BOX CULVERT,1.1990000000000123,A,1000659
N1,194.153,22.6769438,91.6268327,bridge,Box culvert,0.6699999999999875,A,1000660
N1,194.384,22.6751382,91.6274438,bridge,Box culvert,0.23099999999999454,A,1000661
N1,194.483,22.6743049,91.6277493,link,Km post missing,0.09900000000001796,,1000662
N1,194.603,22.6733049,91.6280827,link,Road to Haidchokia (Z1086),0.12000000000000455,,1000663
N1,194.734,22.6722493,91.6285271,bridge,Box culvert,0.13100000000000023,A,1000664
N1,194.998,22.6699594391304,91.6293531695652,bridge,Tarial Bazar Culvert,0.8489999999999895,A,1000665
N1,195.24,22.6678604,91.6301104,bridge,Box culvert,0.5060000000000002,A,1000666
N1,195.501,22.6657838981081,91.6311293581081,bridge,MIRJA PUR (3) BOX CULVERT,0.5030000000000143,A,1000667
N1,195.61,22.6649167,91.6315549,link,"Ctg 46 km,Sitakanda 6 km",0.37000000000000455,,1000668
N1,195.748,22.6638333,91.6321382,bridge,Box culvert,0.1379999999999768,A,1000669
N1,196.038,22.6615956814814,91.6335257425926,bridge,SATU DURUAR HAT BOX CULVERT,0.5370000000000061,A,1000670
N1,196.288,22.6596667,91.6347219,bridge,Box culvert,0.5400000000000205,A,1000671
N1,196.61,22.6571389,91.636333,link,Km post missing,0.32200000000000273,,1000672
N1,196.925,22.6547124294117,91.6379261764705,bridge,RONA SORA CULVERT,0.8870000000000005,A,1000673
N1,196.967,22.6543889,91.6381386,bridge,Box culvert,0.3569999999999993,A,1000674
N1,197.176,22.6527778,91.6391663,bridge,Box culvert,0.20899999999997476,A,1000675
N1,197.39,22.6510709547445,91.6400341194647,bridge,NUNA CHARA BOX CULVERT,0.464999999999975,A,1000676
N1,197.587,22.6494997,91.640833,link,"Ctg 44 km,Sitakanda 4 km",0.41100000000000136,,1000677
N1,197.654,22.6489997,91.6411108,bridge,Box culvert,0.06700000000000728,A,1000678
N1,197.846,22.6474561112311,91.6419171170626,bridge,BOTTOL BOX CULVERT,0.4560000000000173,A,1000679
N1,198.117,22.6452774,91.6430552,bridge,Box culvert,0.46299999999999386,A,1000680
N1,198.587,22.641583,91.6451108,link,Km post missing,0.46999999999999886,,1000681
N1,199.279,22.636096590965,91.648209240657,bridge,KACHAI PATH BOX CULVERT,1.4329999999999927,A,1000682
N1,199.502,22.6343285718685,91.6492077265913,bridge,KACHAI POTTI BOX CULVERT,0.2230000000000132,A,1000683
N1,199.561,22.6338608,91.6494719,bridge,Box culvert,0.974000000000018,A,1000684
N1,199.648,22.6330827,91.649833,link,"Ctg 42 km,Sitakanda 2 km",0.08699999999998909,,1000685
N1,199.783,22.6320271,91.6503889,bridge,Box culvert,0.1349999999999909,A,1000686
N1,200.277,22.6281666352941,91.6527578258312,bridge,EGOL PUR BOX CULVERT,0.7749999999999773,A,1000687
N1,200.565,22.625916,91.6541389,bridge,Box culvert,0.7820000000000107,A,1000688
N1,200.575,22.6258323373493,91.6541857554217,bridge,UTTOR SITAKONDO BAZAR BOX CULVERT,14.732999999999976,B,1000689
N1,200.648,22.6252216,91.6545278,link,Km post missing,0.08299999999999841,,1000690
N1,200.867,22.6234716,91.6553056,bridge,Box culvert,0.2189999999999941,A,1000691
N1,200.918,22.6230461711711,91.6554672531531,bridge,SITAKUNDA SLAB,0.6410000000000196,A,1000692
N1,201.2,22.6206938,91.6563611,bridge,Box culvert,0.3329999999999984,A,1000693
N1,201.363,22.6194993,91.6568889,bridge,Bridge start,0.16300000000001091,A,1000694
N1,201.383,22.6180271,91.6578333,link,Bridge end / Box culvert,0.020000000000010232,,1000695
N1,201.52,22.6177563490118,91.6580589438735,bridge,MOHADAB PUR BOX CULVERT,0.6020000000000039,A,1000696
N1,201.636,22.6175271,91.65825,bridge,Box culvert,0.2529999999999859,A,1000697
N1,201.727,22.6169716,91.65875,link,"Ctg 40 km,Sitakanda 0 km",0.09100000000000819,,1000698
N1,201.743,22.6168604,91.6588611,bridge,Box culvert,0.015999999999991132,A,1000699
N1,201.999,22.6149899686274,91.6602670503268,bridge,PURBOMOHADAB PUR SLAB CULVERT(L),0.478999999999985,A,1000700
N1,202.355,22.6123889,91.6622222,bridge,Box culvert,0.6119999999999948,A,1000702
N1,202.435,22.6117556741935,91.6625686731182,bridge,MADICAL MORE CULVERT,0.43600000000000705,A,1000703
N1,202.727,22.6094444,91.6638333,link,Km post missing,0.3720000000000141,,1000704
N1,202.799,22.6088889,91.6641111,bridge,Box culvert,0.07200000000000273,A,1000705
N1,203.457,22.6038394411764,91.6673745588235,bridge,DOKHIN MOHADEB PUR BOX CULVERT,1.0219999999999914,A,1000706
N1,203.651,22.6023506949579,91.6683367336134,bridge,KALIAVA BOX CULVERT,3.076000000000022,B,1000707
N1,203.751,22.6015833,91.6688327,link,Ctg 38 km,0.9519999999999982,,1000708
N1,203.881,22.601,91.6692771,bridge,Box culvert,0.12999999999999545,A,1000709
N1,203.996,22.6000556,91.6699438,bridge,Box culvert,0.1150000000000091,A,1000710
N1,204.045,22.5994441,91.6703049,bridge,Box culvert,0.04899999999997817,A,1000711
N1,204.342,22.5971665766519,91.671819207489,bridge,SKM BOX CULVERT(1),0.6910000000000025,B,1000712
N1,204.726,22.5942219,91.6737771,bridge,Box culvert,0.6810000000000116,A,1000713
N1,204.751,22.5939997,91.6738327,link,Km post missing,0.025000000000005684,,1000714
N1,204.765,22.5938881803921,91.6738889367647,bridge,HATILOTA BOX CULVERT,1.3079999999999927,A,1000715
N1,205.159,22.5907497,91.6754716,bridge,Box culvert,0.40799999999998704,A,1000716
N1,205.615,22.5870350167767,91.6770444686922,bridge,BAROCONDO BRIDGE,16.034999999999997,C,1000717
N1,205.916,22.584583,91.6780827,link,Info.Missing,0.757000000000005,,1000718
N1,206.033,22.5836663,91.6784716,bridge,Bridge start,0.11699999999999022,A,1000719
N1,206.059,22.5834997,91.6785827,bridge,Bridge end,0.02600000000001046,A,1000720
N1,206.3,22.5815086746355,91.6795390413994,bridge,BAROGINDO CULVERT,1.535000000000025,A,1000721
N1,206.402,22.580666,91.6799438,link,Road to Katirhat (Z1087),0.3429999999999893,,1000722
N1,206.733,22.5779438,91.6811382,bridge,Box culvert,0.3310000000000173,A,1000723
N1,206.866,22.5767930229508,91.68162274153,bridge,BARO-CUNDHOW BOX CULVERT,0.5660000000000025,A,1000724
N1,206.916,22.5763604,91.6818049,link,Km post missing,0.18299999999999272,,1000725
N1,207.293,22.5731938,91.6830827,bridge,Bridge start,0.37700000000000955,A,1000726
N1,207.311,22.5730549,91.6831938,bridge,Bridge end,0.018000000000000682,A,1000727
N1,207.64,22.5702905930578,91.6840096656198,bridge,PHPMORE BON CULVERT,0.7739999999999725,A,1000728
N1,207.913,22.5679968064462,91.6846866604958,bridge,CHARA KANDI BOX CULVERT,0.27300000000002456,A,1000729
N1,207.916,22.5679716,91.6846941,link,Km post missing,0.6049999999999898,,1000730
N1,208.094,22.5664722,91.6851663,bridge,Box culvert,0.17799999999999727,A,1000731
N1,208.1,22.5664212916363,91.6851826636363,bridge,R. R TEXTAIL BOX CULVERT,0.1869999999999834,A,1000732
N1,208.369,22.5641389,91.6859163,bridge,Bridge start,0.2750000000000057,A,1000733
N1,208.383,22.564,91.6859441,bridge,Bridge end,0.014000000000010004,A,1000734
N1,208.6,22.5624722,91.6863608,bridge,Box culvert,0.21699999999998454,A,1000735
N1,208.916,22.5594444,91.6872219,link,Km post missing,0.3160000000000025,,1000736
N1,209.024,22.5585210862619,91.687506242492,bridge,OHIDPUR BOX CULVERT,0.9240000000000066,A,1000737
N1,209.514,22.5543319776357,91.6887963149094,bridge,BARSH BARIA BRIDGE,5.171999999999997,B,1000738
N1,209.855,22.5514167,91.6896941,link,Ctg 32 km,0.938999999999993,,1000739
N1,209.999,22.5503056,91.6902774,bridge,Bridge start,0.14400000000000546,A,1000740
N1,210.03,22.5501667,91.6903886,bridge,Bridge end,0.03100000000000591,A,1000741
N1,210.476,22.5467727210909,91.6926260603636,bridge,SOUTH BALSH KHALI BOX CULVERT,1.4519999999999982,A,1000742
N1,210.776,22.5444897756363,91.6941310785454,bridge,DOKHIN BASH-KHALI BOX CULVERT,0.30000000000001137,A,1000743
N1,210.855,22.5438886,91.6945274,link,Km post missing,0.8249999999999886,,1000744
N1,210.974,22.5428608,91.6950274,bridge,Box culvert,0.11899999999999977,A,1000745
N1,211.433,22.5390300234693,91.6965452744898,bridge,SOTTANA MONDIR CULVERT,0.6569999999999823,A,1000746
N1,211.856,22.5354997,91.6979441,link,Ctg 30 km,0.882000000000005,,1000747
N1,211.946,22.5347774,91.698333,bridge,Box culvert,0.09000000000000341,A,1000748
N1,212.483,22.5303678038461,91.7004641228571,bridge,GULAM JUTE MILE BOX CULVERT,1.0500000000000114,A,1000749
N1,212.856,22.5273049,91.7019444,link,Km post missing,0.9099999999999966,,1000750
N1,213.386,22.5229359167189,91.7038366163009,bridge,KYSTELGATE ARCH,3.8719999999999857,B,1000751
N1,213.813,22.519416,91.7053611,bridge,Bridge start,0.9569999999999936,A,1000752
N1,213.831,22.519265407228914,91.70540328072288,bridge,Bridge end,0.018000000000000682,A,1000753
N1,213.896,22.5187216,91.7055556,link,Ctg 28 km,0.06499999999999773,,1000754
N1,214.172,22.5165556,91.7065833,bridge,Bridge start,0.27600000000001046,A,1000755
N1,214.217,22.5161667,91.70675,bridge,Bridge end,0.045000000000015916,A,1000756
N1,214.399,22.5147222,91.7074444,bridge,Box culvert,0.18199999999998795,A,1000757
N1,214.593,22.5131389,91.7080833,bridge,Bridge start,0.1939999999999884,A,1000758
N1,214.634,22.5127778,91.7082222,bridge,Bridge end,0.04099999999999682,A,1000759
N1,214.807,22.5113471164122,91.7087907889313,bridge,Chotokumir Bridge,2.323999999999984,A,1000760
N1,214.896,22.5106111,91.7090833,link,Km post missing,0.26200000000000045,,1000762
N1,215.04,22.5094444,91.7096389,bridge,Bridge start,0.14400000000000546,A,1000763
N1,215.052,22.5093611,91.7096944,bridge,Bridge end,0.012000000000000455,A,1000764
N1,215.291,22.5074444,91.7105556,bridge,Bridge start,0.23900000000000432,A,1000765
N1,215.309,22.5073056,91.7106389,bridge,Bridge end,0.018000000000000682,A,1000766
N1,215.467,22.5060220437735,91.7112848218867,bridge,ROYL CIMINT GATE CULVETRT,0.660000000000025,A,1000767
N1,215.839,22.503,91.7128056,bridge,Box culvert,0.5300000000000011,A,1000768
N1,215.896,22.5025556,91.7130556,link,Km post missing,0.05699999999998795,,1000769
N1,216.196,22.5000858335766,91.7141504905109,bridge,GORA MARA RCC GIRDER BRIDGE,0.728999999999985,A,1000770
N1,216.581,22.4969163,91.7155556,bridge,Bridge start,0.6850000000000023,A,1000771
N1,216.6,22.4968052,91.7156389,bridge,Bridge end,0.019000000000005457,A,1000772
N1,216.896,22.494583,91.7170827,link,Km post missing,0.29599999999999227,,1000773
N1,217.377,22.4904405976324,91.7182726733934,bridge,GORA MARI BOX CULVERT,3.991000000000014,B,1000774
N1,217.783,22.4869441,91.7192771,bridge,Box culvert,0.8870000000000005,A,1000775
N1,217.942,22.4855480068965,91.7195309517241,bridge,BARAOWLLA BOX CULVERT,1.7460000000000093,A,1000776
N1,217.957,22.4854163,91.7195549,link,Ctg 24 km,0.1740000000000066,,1000777
N1,218.254,22.48280706570156,91.72005100244988,bridge,Box culvert,0.29699999999999704,A,1000778
N1,218.441,22.4811642144766,91.7203633632516,bridge,Baro Aulia,241.672,D,1000779
N1,218.855,22.4775271,91.7210549,bridge,Bridge start,0.6009999999999991,A,1000781
N1,218.88,22.4773049,91.7211104,bridge,Bridge end,0.025000000000005684,A,1000782
N1,218.969,22.4765271,91.7213327,link,Info.Missing,0.08899999999999864,,1000783
N1,219.427,22.4728530893544,91.7232633541336,bridge,HATIBORI BOX CULVERT,1.4849999999999852,A,1000784
N1,219.852,22.4694438,91.7250549,bridge,Box culvert,0.8830000000000098,A,1000785
N1,219.988,22.468416,91.7255827,link,Ctg 22 km,0.13599999999999568,,1000786
N1,220.725,22.4624386352,91.7285307,bridge,SHLAKHAR PAD BRIDGE,2.283999999999992,B,1000787
N1,220.988,22.4603056,91.7295827,link,Km post missing,1.0,,1000789
N1,221.172,22.4588333,91.7303604,bridge,Bridge start,0.1839999999999975,A,1000790
N1,221.198,22.4586389,91.7304716,bridge,Bridge end,0.02600000000001046,A,1000791
N1,222.006,22.45182350044248,91.7331283022124,link,Info.Missing,0.8079999999999927,,1000792
N1,222.357,22.4488628503871,91.7342823894358,bridge,KODOM RASUL BOX CULVERT,2.930000000000007,A,1000793
N1,222.687,22.4460793332411,91.7353674287057,bridge,SALAKHARPAD BRIDGE,236.11199999999997,C,1000794
N1,223.006,22.4433886,91.7364163,link,Km post missing,1.0,,1000795
N1,223.11,22.4424997,91.7366663,bridge,Bridge start,0.10400000000001342,A,1000796
N1,223.141,22.4422219,91.7367497,bridge,Bridge end,0.03099999999997749,A,1000797
N1,223.743,22.4375035216216,91.7386659473513,bridge,HASNA BAD BOX CULVERT,1.3859999999999957,A,1000798
N1,224.053,22.4350737918918,91.7396527192432,bridge,VATERIE BRIDGE,0.3100000000000023,A,1000799
N1,224.066,22.4349719,91.7396941,link,Km post missing,0.9250000000000114,,1000800
N1,224.203,22.4333049,91.7403608,bridge,Box culvert,0.13700000000000045,A,1000801
N1,224.514,22.4307493,91.7415274,bridge,Bridge start,0.31100000000000705,A,1000802
N1,224.557,22.4304438,91.7417219,bridge,Bridge end,0.042999999999977945,A,1000803
N1,225.006,22.4269716,91.7439997,link,Km post missing,0.4490000000000123,,1000804
N1,225.702,22.4220415536,91.7480209792,bridge,DHAMAKHALI BRIDGE,4.977000000000004,B,1000805
N1,226.006,22.4198882,91.7497774,link,Km post missing,1.0,,1000806
N1,226.171,22.4185549,91.7504722,bridge,Bridge start,0.16499999999999204,A,1000807
N1,226.209,22.4182771,91.7506667,bridge,Bridge end,0.038000000000010914,A,1000808
N1,227.006,22.4119167,91.7543611,link,Km post missing,0.796999999999997,,1000809
N1,227.206,22.4101111,91.7544444,link,End of Bituminous Pavement,0.19999999999998863,,1000810
N1,227.412,22.4084167,91.7551389,bridge,Box culvert,0.20600000000001728,A,1000811
N1,227.414,22.40839921010101,91.75514357643098,link,Start of Bituminous Pavement,0.001999999999981128,,1000812
N1,228.006,22.4032222,91.7565278,link,Km post missing,0.592000000000013,,1000813
N1,228.029,22.4030145445,91.75657411625,bridge,VATIARI CULVERT,3.975999999999999,A,1000814
N1,228.406,22.3996108,91.7573333,link,Road to Biman Bandar (Z1016),0.4000000000000057,,1000815
N1,228.51,22.3988608,91.7576667,bridge,Bridge start,0.103999999999985,A,1000816
N1,228.517,22.3988052,91.7576667,bridge,Bridge end,0.007000000000005002,A,1000817
N1,228.797,22.3963398830265,91.7582551580777,bridge,T. B HOSPITAL GATE BOX CULVERT,0.7680000000000007,A,1000818
N1,229.006,22.3944997,91.7586944,link,Km post missing,0.4890000000000043,,1000819
N1,229.065,22.3937774,91.7588056,link,"N111, Port Connecting Road",0.0589999999999975,,1000820
N1,229.203,22.3927175345622,91.7590882138248,bridge,GAMMON BRIDGE,0.4060000000000059,A,1000821
N1,229.282,22.3921108,91.75925,bridge,Box culvert,0.21700000000001296,A,1000822
N1,229.633,22.3892497,91.7605,bridge,Bridge start,0.3509999999999991,A,1000823
N1,229.692,22.3887497,91.7607222,bridge,Bridge end,0.0589999999999975,A,1000824
N1,230.006,22.3861663,91.7618333,link,Km post missing,0.31399999999999295,,1000825
N1,230.13,22.38524588272,91.76250565776,bridge,PAKKA MATA BOX CULVERT,0.9269999999999925,A,1000826
N1,230.631,22.3815271,91.7652222,bridge,Box culvert,0.625,A,1000827
N1,230.921,22.3797011826666,91.7670476533333,bridge,GLAXO BOX CULVERT,0.7909999999999968,A,1000828
N1,231.006,22.379166,91.7675827,link,Km post missing,0.375,,1000829
N1,231.442,22.3764716,91.770416,bridge,Bridge start,0.43600000000000705,A,1000830
N1,231.461,22.3762254893617,91.77054326631206,bridge,Bridge end,0.019000000000005457,A,1000831
N1,231.966,22.3696841276595,91.7739258709219,bridge,CORNAIL HAT BOX CULVERT,1.045000000000016,A,1000832
N1,232.006,22.369166,91.7741938,link,Km post missing,0.5449999999999875,,1000833
N1,232.561,22.3691382,91.777666,link,End of Bituminous Road,0.5550000000000068,,1000834
N1,232.754,22.3586667,91.7822771,link,The chittagong city area starts from Alongka cinema Hall,0.19299999999998363,,1000835
N1,241.063,22.3644444,91.8511111,link,Chittagong city area ends and the survey of N1 starts again,8.308999999999997,,1000836
N1,241.456,22.3646111,91.8508333,link,Km post missing,0.3930000000000007,,1000837
N1,241.625,22.3632778,91.8514722,bridge,Box culvert,0.16900000000001114,A,1000838
N1,242.016,22.3599057425992,91.8522694918171,bridge,BOALIA BOX CULVERT,19.32899999999998,C,1000839
N1,242.456,22.3561111,91.8531667,link,Km post missing,0.8309999999999889,,1000840
N1,242.527,22.3555,91.8530833,bridge,Bridge start,0.07099999999999795,A,1000841
N1,242.541,22.3553889,91.8530556,bridge,Bridge end,0.014000000000010004,A,1000842
N1,242.898,22.3522674714754,91.852622049836,bridge,BAKULIA BRIDGE,17.195999999999998,B,1000843
N1,243.456,22.3473886,91.8519444,link,Km post missing,0.914999999999992,,1000845
N1,244.005,22.3427219,91.8531389,bridge,Bridge start,0.5490000000000066,A,1000846
N1,244.049,22.3423608,91.8530833,bridge,Bridge end,0.04400000000001114,A,1000847
N1,244.367,22.3395393508599,91.8533871579852,bridge,5 No hafez bazar Bridge,2.350999999999999,C,1000848
N1,244.456,22.3387497,91.8534722,link,Km post missing,0.40699999999998226,,1000850
N1,244.508,22.338362487628867,91.853695585567,bridge,Bridge start,0.05200000000002092,A,1000851
N1,244.553,22.3380274,91.8538889,bridge,Bridge end,0.044999999999987494,A,1000852
N1,244.633,22.3373886,91.8542778,bridge,Bridge start,0.0800000000000125,A,1000853
N1,244.68,22.3370274,91.8545278,bridge,Bridge end,0.046999999999997044,A,1000854
N1,244.856,22.3357673216494,91.8538536927835,bridge,RAZAKATI BRIDGE,0.4890000000000043,B,1000855
N1,244.975,22.3349153368556,91.8533979043814,bridge,Rajakhali Bridge,0.11899999999999977,C,1000857
N1,245.456,22.3314716,91.8515556,link,Km post missing,0.775999999999982,,1000859
N1,245.665,22.3297493,91.8521111,bridge,Shah Amanath (Karnaphuli) Bridge,0.20900000000000318,A,1000860
N1,246.02,22.3266451369152,91.852759390139,bridge,Sha Amanot Bridge,1.045000000000016,A,1000861
N1,246.456,22.3228327,91.8535556,link,Km post missing,0.7909999999999968,,1000863
N1,246.634,22.3212771,91.8536111,bridge,Bridge end,0.17799999999999727,A,1000864
N1,247.336,22.3153611,91.8553056,bridge,Bridge start,0.7020000000000266,A,1000865
N1,247.352,22.3152222,91.8553333,bridge,Bridge end,0.015999999999991132,A,1000866
N1,247.397,22.3148889,91.8553889,link,"Cox,s Bazar 143 km,Patiya 16 km",0.044999999999987494,,1000867
N1,247.637,22.3129265129032,91.856181916129,bridge,SHIKALBAHA BRIDGE,1.6169999999999902,C,1000868
N1,247.893,22.3108333,91.8570278,link,Road to BFDC Fisharies (Z1804) /Start of Dohazari Road Division. / Road to BFDC Fisharies (Z1804) /Start of Dohazari Road Division.,0.4960000000000093,,1000870
N1,247.923,22.3106111,91.8570833,link,Road to Balakkhati (Z1065),0.030000000000001137,,1000871
N1,248.25,22.30825,91.8589722,bridge,Box culvert,0.3269999999999982,A,1000872
N1,248.397,22.3071944,91.8598611,link,Cox's Bazar 142 km,0.14699999999999136,,1000873
N1,248.499,22.306457756,91.860449028,bridge,SHIKALBAHA,0.8619999999999948,C,1000874
N1,248.797,22.3043056,91.8621667,bridge,Box culvert,0.4000000000000057,A,1000875
N1,249.04,22.3026235524271,91.8635646970873,bridge,SOUTH MITTACHORI,1.4029999999999916,A,1000876
N1,249.106,22.3021667,91.8639444,bridge,Box culvert,0.3089999999999975,A,1000877
N1,249.348,22.3002851293515,91.8652980307167,bridge,SHIKALBAHA BOX CULVERT,4.492000000000019,B,1000878
N1,249.399,22.2998886,91.8655833,link,Cox's Bazar 141km,0.29300000000000637,,1000879
N1,249.674,22.2975350260563,91.866363031514,bridge,KADUMTOLI CULVERT,0.6340000000000146,A,1000880
N1,249.967,22.2950274,91.8671938,bridge,Box culvert,0.568000000000012,A,1000881
N1,250.215,22.2932366309133,91.8684360651053,bridge,ISLAMPUR CULVERT,0.5409999999999968,A,1000882
N1,250.394,22.2919441,91.8693327,link,Cox's Bazar 140km,0.4269999999999925,,1000883
N1,250.445,22.2916663,91.8696382,link,Road to Arowana (Z1018),0.05099999999998772,,1000884
N1,250.519,22.2916421411764,91.8702911411764,bridge,NOLBILA CULVERT,0.30400000000000205,A,1000885
N1,250.615,22.2916108,91.8711382,bridge,Box culvert,0.17000000000001592,A,1000886
N1,250.841,22.2926079302013,91.8730201176733,bridge,SHIKALBAHA MORE,0.32200000000000273,A,1000887
N1,251.062,22.293583,91.8748604,bridge,Box culvert,0.44700000000000273,A,1000888
N1,251.281,22.2944653526717,91.876717971374,bridge,SHIKALBAHA BOX CULVERT,0.4399999999999977,A,1000889
N1,251.324,22.2946386,91.8770827,bridge,Bridge start,0.26200000000000045,A,1000890
N1,251.391,22.2949163,91.877666,link,Cox's Bazar 139 km,0.06699999999997885,,1000891
N1,251.445,22.2951108,91.8781104,bridge,Bridge end,0.054000000000002046,A,1000892
N1,251.538,22.2962698699619,91.8807528022813,bridge,Sikolbaha Bridge-1,0.257000000000005,A,1000893
N1,251.708,22.2983886,91.885583,bridge,Box Culvert,0.26300000000000523,A,1000895
N1,252.397,22.2985552,91.886333,link,Cox's Bazar 138 km,0.688999999999993,,1000896
N1,252.506,22.2988369230769,91.8873512822898,bridge,SHANTERHAT CULVERT,3.157999999999987,B,1000897
N1,252.956,22.3,91.8915552,link,Road to Kaliganj (Z1071),0.5589999999999975,,1000898
N1,253.397,22.3005833,91.892833,link,Cox's Bazar 137 km,0.4410000000000025,,1000899
N1,253.57,22.3015833,91.897333,bridge,Box culvert,0.17300000000000182,A,1000900
N1,253.777,22.3021025781938,91.8992582823788,bridge,SHANTERHAT BOX CULVERT,1.2709999999999866,B,1000901
N1,254.024,22.3027222,91.9015556,link,"Cox,s Bazar 136 km,Patiya 11 km",0.45400000000000773,,1000902
N1,254.127,22.3029722,91.9025,bridge,Box culvert,0.10300000000000864,A,1000903
N1,254.333,22.3035365502293,91.9044227217889,bridge,KUSUMPUR BOX CULVERT,2.7949999999999875,A,1000904
N1,254.999,22.3053611,91.9106389,link,"Cox,s Bazar 135 km,Patiya 10 km",0.8719999999999857,,1000905
N1,255.302,22.3070556,91.9128056,bridge,Box culvert,0.30299999999999727,A,1000906
N1,255.505,22.3083189877358,91.9142153009434,bridge,MUNSHA BOX CULVERT(L),1.7280000000000086,B,1000908
N1,255.726,22.3096944,91.91575,link,Road to Kaliganj (Z1070),0.4240000000000066,,1000909
N1,255.999,22.3114167,91.9176382,link,Box culvert,0.27299999999999613,,1000910
N1,256.167,22.3124722,91.9188327,bridge,Box culvert,0.16799999999997794,A,1000911
N1,256.378,22.3137546831094,91.9203176378118,bridge,MONSHA CULVERT,0.8729999999999905,A,1000912
N1,256.688,22.3156389,91.9224993,bridge,Box culvert,0.521000000000015,A,1000913
N1,256.809,22.3158889,91.9235827,link,Road to Kalurghat (N107),0.12100000000003774,,1000914
N1,256.89,22.3157468089473,91.9243524131578,bridge,UTTOR SONAPUR,0.5120000000000005,A,1000915
N1,256.999,22.3155556,91.9253882,link,Km post missing,0.18999999999999773,,1000916
N1,257.749,22.3137778,91.9322216,bridge,Box culvert,0.75,A,1000917
N1,257.94,22.3137565607999,91.9339832312,bridge,Pirol,1.0500000000000114,A,1000918
N1,257.999,22.31375,91.9345274,link,Km post missing,0.25,,1000919
N1,258.999,22.3136389,91.9438886,link,Km post missing,1.0,,1000920
N1,259.617,22.3098611,91.9477219,bridge,Box culvert,0.617999999999995,A,1000921
N1,259.795,22.3084394099236,91.9483886979643,bridge,UZIRPUR HIGH SCHOOL,1.8550000000000182,A,1000922
N1,260.01,22.3067222,91.9491941,link,Info.Missing,0.39299999999997226,,1000923
N1,261.01,22.3025,91.9553889,link,Km post missing,1.0,,1000924
N1,261.936,22.3010278,91.9641667,bridge,Bridge start,0.9259999999999877,A,1000925
N1,261.988,22.3009444,91.9646667,bridge,Bridge end,0.05200000000002092,A,1000926
N1,262.01,22.3009167,91.9648889,link,Km post missing,0.02199999999999136,,1000927
N1,262.116,22.3006016043999,91.9658457726,bridge,Patiya Bridge,6.61099999999999,B,1000928
N1,263.01,22.2979441,91.973916,link,Km post missing,1.0,,1000930
N1,263.578,22.2956941,91.9787493,bridge,Slab Culvert,0.5679999999999836,A,1000931
N1,263.744,22.295333,91.9803049,link,Road to Boalkhali (Z1059),0.16600000000005366,,1000932
N1,264.01,22.2934997,91.9816382,link,Km post missing,0.2659999999999627,,1000933
N1,264.07,22.2933608,91.9821104,link,Road to Haidgaon (Z1057),0.060000000000002274,,1000934
N1,264.216,22.292083,91.9822493,bridge,Box culvert,0.146000000000015,A,1000935
N1,264.237,22.291833,91.9823327,link,Road to Anowara (R170),0.021000000000015007,,1000936
N1,264.369,22.2911451997412,91.9833668252263,bridge,PALYA BUS STATION,4.574000000000012,A,1000937
N1,265.01,22.2878052,91.9883886,link,Km post missing,0.7729999999999677,,1000938
N1,265.313,22.286583,91.9911108,bridge,Bridge start,0.30299999999999727,A,1000939
N1,265.385,22.2863052,91.991583,bridge,Bridge end,0.07200000000000273,A,1000940
N1,265.41,22.2862497,91.9916941,link,Road to Chandnaisa(Z1039),0.025000000000034106,,1000941
N1,265.483,22.2859320161666,91.992309198,bridge,Srimi Bridge,3.3670000000000186,B,1000942
N1,266.01,22.2836386,91.9967497,link,Km post missing,0.5999999999999659,,1000944
N1,266.28,22.2820549,91.9986663,bridge,Box Culvert,0.2699999999999818,A,1000945
N1,266.424,22.2811424692972,91.9995571696216,bridge,KOMOLMUNSHE HAT BOX CULVERT,0.9409999999999741,B,1000946
N1,267.205,22.2761938,92.0043889,link,Info.Missing,0.9250000000000114,,1000947
N1,267.419,22.2745827,92.0053056,bridge,Box culvert,0.21399999999999864,A,1000948
N1,267.689,22.2722493,92.0055278,bridge,Box culvert,0.27000000000003865,A,1000949
N1,267.818,22.2710895749999,92.00559725,bridge,KHORNA CULVERT,3.4489999999999554,A,1000950
N1,268.205,22.2676104,92.0058056,link,Km post missing,0.5159999999999627,,1000951
N1,268.831,22.2622222,92.0070556,bridge,Bridge start,0.6260000000000332,A,1000952
N1,268.845,22.26210145564516,92.00708382580645,bridge,Bridge end,0.014000000000010004,A,1000953
N1,268.954,22.2611613745967,92.0073035838709,bridge,KHORNA BVS STATION,3.4710000000000036,C,1000954
N1,269.079,22.2600833,92.0075556,bridge,Box Culvert,0.23399999999998045,A,1000956
N1,269.199,22.2590515857142,92.0081111238095,bridge,AJIMPUR CUL,0.24500000000000455,C,1000957
N1,269.205,22.259,92.0081389,link,Km post missing,0.12599999999997635,,1000958
N1,269.608,22.2557222,92.0096111,bridge,Box culvert,0.40300000000002,A,1000959
