link_no,name,length,traffic,criticality,start_node,end_node,start_betweenness,end_betweenness,avg_betweenness,traffic_weight
R586-1,Fulbari Bus Stand-Kumarpara (Int.with Z5025),1.16,8215.0,0.0,LRPS_0,LRPS_1160,0.0,0.0,0.0,0.1189407540394973
Z5554-1,Gaibandha-Int.with Z5558,2.9,0.0,0.0,LRPS_0,LRP003_650,0.0,0.0,0.0,0.0
R601-1,Pabna-Sujanagar (int.with Z6030),18.384,5006.0,2.4859510764496033e-08,LRPS_0,LRP019_204,0.0,6.859755051866608e-07,3.429877525933304e-07,0.072479295766491
R602-1,Nazirganj-Nazirganj Ferry Gaht,1.415,2426.0,0.0,LRPS_0,LRPS_1415,0.0,0.0,0.0,0.035124804540452886
R603-1,Pabna-Paksey (Int.with N704),21.922,4619.0,0.0,LRPS_0,LRP022_769,0.0,0.0,0.0,0.06687612208258528
R604-1,Tebunia-Chatmohor (Int.with Z6021),18.624,3968.0,1.9704861908413956e-08,LRPS_0,LRP019_628,0.0,6.859755051866608e-07,3.429877525933304e-07,0.05745062836624776
R605-1,Sujangar-Lalan Shah Bridge,42.65,3968.0,0.0,LRPS_0,LRPS_42650,0.0,0.0,0.0,0.05745062836624776
R681-1,Bijoynagar-Uzanpara(Matikata),13.23,2555.0,0.0,LRPS_0,LRPS_13230,0.0,0.0,0.0,0.036992529101754795
R685-1,Rajshahi (Bindur More)-Aam Chattar(Int.with N603),3.995,14243.0,1.0609488967800149e-07,LRPS_0,LRP004a_0,0.0,1.0289632577799912e-06,5.144816288899956e-07,0.20621706144669022
R710-1,Ahaladipur-Rajbari (Int.with Z7102),11.045,3968.0,3.940972381682791e-08,LRPS_0,LRP011_155,0.0,1.3719510103733216e-06,6.859755051866608e-07,0.05745062836624776
R711-1,Bagmara(Int.with R710)-Joukura Ferryghat,6.48,4490.0,0.0,LRPS_0,LRPS_6480,0.0,0.0,0.0,0.06500839752128337
R712-1,Tottipur-Machpara,2.22,3268.0,0.0,LRPS_0,LRP001_1965,0.0,0.0,0.0,0.04731568888631493
R713-1,Alauddin Ali more(int.with R710)-Shelaidah,5.435,2920.0,0.0,LRPS_0,LRP004_1435,0.0,0.0,0.0,0.04227717611629119
R720-1,Magura (int.with N7)-Narail(int.with N806),47.01,3095.0,0.0,LRPS_0,LRP046_1005,0.0,0.0,0.0,0.0448109109862744
R745-1,Kushtia (Trimohoni)-Mirpur Bus stand(int.with Z7451),9.906,7013.0,1.7413079204096153e-07,LRPS_0,LRP011_140,0.0,3.429877525933304e-06,1.714938762966652e-06,0.10153761510395552
R746-1,Meherpur(College More) int.with R745- Muaibnagar(int.with R749),13.84,7013.0,0.0,LRPS_0,LRP013_960,0.0,0.0,0.0,0.10153761510395552
R747-1,Bottoli-Halsha Rail Bazar(int.with Z7465),13.374,4364.0,1.0835687672419166e-08,LRPS_0,LRP013_1365,0.0,3.429877525933304e-07,1.714938762966652e-07,0.06318410841489547
R748-1,Chuadanga-Darsana(int.with R749),18.375,7013.0,6.965231681638461e-08,LRPS_0,LRP018_340,0.0,1.3719510103733216e-06,6.859755051866608e-07,0.10153761510395552
R749-1,Darsana-Mujibnagar(kedarganj) Int.with R746),28.445,6274.0,0.0,LRPS_0,LRP023_5440,0.0,0.0,0.0,0.09083801471014073
R755-1,Rajarhat-Sutighata (int.with Z7058),3.22,4765.0,2.3662718496369074e-08,LRPS_0,LRP003_788,0.0,6.859755051866608e-07,3.429877525933304e-07,0.06898998088839983
R760-1,Khulna bus stand - Intersection with N709,4.615,17489.0,4.3424688749527676e-08,LRPS_0,LRP004_884,0.0,3.429877525933304e-07,1.714938762966652e-07,0.25321422366363583
R765-1,Navaran-Kolaroa (Int.with Z7552),25.035,5055.0,0.0,LRPS_0,LRP025_1044,0.0,0.0,0.0,0.0731887415300863
R770-1,Noapara-Khan Jahan Ali (R) Mazar more (Int.with R771),14.24,5427.0,4.042525916467838e-08,LRPS_0,LRP013_1740,0.0,1.0289632577799912e-06,5.144816288899956e-07,0.07857473793942202
R771-1,Rupsha (East)-Fakirhat(Int.with N805),14.585,4400.0,0.0,LRPS_0,LRP013_1215,0.0,0.0,0.0,0.06370533387386344
R772-1,Bus Stand-Basabati,0.63,4536.0,0.0,LRPS_0,LRPS_630,0.0,0.0,0.0,0.06567440782996467
R802-1,Bishwa Road (Kamlapur)-Trimohoni,4.456,15455.0,0.0,LRPS_0,LRPS_4456,0.0,0.0,0.0,0.22376498523194532
R810-1,Postagola-Panchaboti (Int.with R812),8.07,15455.0,0.0,LRPS_0,LRPS_8070,0.0,0.0,0.0,0.22376498523194532
R812-1,Fatulla (Panchaboti)-Muktarpur Bus Stand,10.159,9877.0,4.904861922112013e-08,LRPS_0,LRP011a_0,0.0,6.859755051866608e-07,3.429877525933304e-07,0.1430039960618521
R813-1,Mukterpur Ferryghat-Munshuganj (int.with Z8121),3.378,7586.0,0.0,LRPS_0,LRPS_3378,0.0,0.0,0.0,0.1098337869925291
R821-1,Sreenagar (int.with N8)-Sreenagar Bazar(int.with R820),1.285,5424.0,1.3467637473694214e-08,LRPS_0,LRPS_1285,0.0,3.429877525933304e-07,1.714938762966652e-07,0.07853130248450801
R820-1,Kadamtoli More (int.with N802)-Konakhola(Int.with Z8002),5.973,5424.0,8.080582484216529e-08,LRPS_0,LRP006a_0,0.0,2.0579265155599823e-06,1.0289632577799912e-06,0.07853130248450801
R822-1,Sreenagar Upazilla (int.with R820)-UNO Office,1.924,5424.0,0.0,LRPS_0,LRPS_1924,0.0,0.0,0.0,0.07853130248450801
R850-1,Takerhat-Gaindhasur (int.with Z8412),19.07,3989.0,1.9809146711860702e-08,LRPS_0,LRP019_720,0.0,6.859755051866608e-07,3.429877525933304e-07,0.05775467655064574
R860-1,Mostafapur-Iterpool (Int.with Z8603),6.0,4201.0,5.215481658092681e-08,LRPS_0,LRP005_900,0.0,1.714938762966652e-06,8.57469381483326e-07,0.06082411536456825
R861-1,Monohar Bazar More-Shariatpur (Premtola),6.904,5449.0,0.0,LRPS_0,LRP006_1044,0.0,0.0,0.0,0.07889326460879134
R870-1,Rupatali bus stand - Satpakia (Int.with Z8709),9.671,3693.0,6.418729652147293e-08,LRPS_0,LRP009_964,0.0,2.400914268153313e-06,1.2004571340766564e-06,0.05346904499913129
R880-1,Patuakhali Chourasta-Shakharia (Int with Z8804),11.862,5326.0,5.289722506260722e-08,LRPS_0,LRP012_595,0.0,1.3719510103733216e-06,6.859755051866608e-07,0.07711241095731743
R890-1,Paran Talukderhat-Guingerhat(int.with Z8916),12.872,3713.0,3.6877092875978336e-08,LRPS_0,LRP012_892,0.0,1.3719510103733216e-06,6.859755051866608e-07,0.053758614698557944
R891-1,Illisha Junction-Illisha Ghat,0.615,2634.0,0.0,LRPS_0,LRPS_615,0.0,0.0,0.0,0.03813632941449007
Z1001-1,Ramu-Naikhongchhari,11.165,797.0,0.0,LRPS_0,LRP011_185,0.0,0.0,0.0,0.011539352522152081
Z1002-1,Baraitali-Yancha (Int.with Z1126),3.15,1449.0,0.0,LRPS_0,LRP003_155,0.0,0.0,0.0,0.020979324723460938
Z1004-1,Janabazar-Gorokghata,27.33,2994.0,0.0,LRPS_0,LRPS_27330,0.0,0.0,0.0,0.043348584004169806
Z1005-1,Faishaikhali-Alikadam,39.06,1860.0,0.0,LRPS_0,LRP038_1606,0.0,0.0,0.0,0.026929982046678635
Z1007-1,Aziznagor-Gazalia,18.766,1472.0,0.0,LRPS_0,LRPS_18766,0.0,0.0,0.0,0.021312329877801586
Z1008-1,Chandina-Debidwar,14.458,3249.0,0.0,LRPS_0,LRP013_1351,0.0,0.0,0.0,0.04704059767185962
Z1009-1,Ramu-Maricha,14.216,2421.0,0.0,LRPS_0,LRP015_106,0.0,0.0,0.0,0.035052412115596225
Z1012-1,Katakhali-Int.with R163,10.883,0.0,0.0,LRPS_0,LRP011_586,0.0,0.0,0.0,0.0
Z1013-1,Tonakabati-Bara Aulia,20.045,1280.0,0.0,LRPS_0,LRP019_1022,0.0,0.0,0.0,0.018532460763305728
Z1016-1,Fouzderhat-Neval Academy,19.721,0.0,0.0,LRPS_0,LRPS_19721,0.0,0.0,0.0,0.0
Z1017-1,Madhaya-Companiganj,18.565,1761.0,0.0,LRPS_0,LRP016_2366,0.0,0.0,0.0,0.025496612034516707
Z1018-1,Shikalbaha-Anwara (Hospital),8.078,3678.0,0.0,LRPS_0,LRP008_68,0.0,0.0,0.0,0.0532518677245613
Z1019-1,Keranirhat-Rampur(int.with Z1037),6.905,3062.0,0.0,LRPS_0,LRPS_6905,0.0,0.0,0.0,0.04433312098222042
Z1021-1,Mirersarai-Narayanhat,19.875,0.0,0.0,LRPS_0,LRPS_19875,0.0,0.0,0.0,0.0
Z1022-1,Jhalam-Chandina,14.733,1962.0,0.0,LRPS_0,LRP008_6733,0.0,0.0,0.0,0.02840678751375456
Z1025-1,Kumira-Steamer ghat,1.52,1110.0,5.512196753613783e-09,LRPS_0,LRPS_1520,0.0,6.859755051866608e-07,3.429877525933304e-07,0.016071118318179187
Z1026-1,Khanhat-Dulupar,7.15,1110.0,0.0,LRPS_0,LRPS_7150,0.0,0.0,0.0,0.016071118318179187
Z1028-1,Nimsar-Barura,13.28,1735.0,0.0,LRPS_0,LRP012_1120,0.0,0.0,0.0,0.025120171425262062
Z1029-1,Comilla (Dharmopur Choumohoni)-Int.with N1,2.381,0.0,0.0,LRPS_0,LRP002_449,0.0,3.429877525933304e-07,1.714938762966652e-07,0.0
Z1030-1,Elahiganj-Biroli(Int.with Z1444),9.875,1940.0,4.8169647306354675e-09,LRPS_0,LRPS_9875,0.0,3.429877525933304e-07,1.714938762966652e-07,0.028088260844385243
Z1031-1,Feni (Md. Ali Bazar)-Fathipur (Int.with N1),1.39,0.0,0.0,LRPS_0,LRPS_1390,0.0,2.7439020207466433e-06,1.3719510103733216e-06,0.0
Z1032-1,Chhagalnaiya-Santirhat (Int.with Z1134),4.994,4125.0,1.0242257481376963e-08,LRPS_0,LRP002_2976,0.0,3.429877525933304e-07,1.714938762966652e-07,0.05972375050674698
Z1033-1,Feni (Polytechnic More)-Fulgazi (Munshirhat) int.with Z1081,9.282,5097.0,1.265570578971597e-08,LRPS_0,LRP006_3208,0.0,3.429877525933304e-07,1.714938762966652e-07,0.07379683789888226
Z1034-1,Feni (Shahid Minar)-Int.with N1,2.652,2495.0,1.2390027838077828e-08,LRPS_0,LRPS_2652,0.0,6.859755051866608e-07,3.429877525933304e-07,0.03612382000347484
Z1035-1,Chhagalnaiya-Parshuram,21.655,3275.0,0.0,LRPS_0,LRP022_11,0.0,0.0,0.0,0.047417038281114265
Z1036-1,Hashimpur Rail Station-Int.with N1,0.96,2153.0,0.0,LRPS_0,LRPS_960,0.0,0.0,0.0,0.03117217814327909
Z1037-1,Ghatiadanga-Monufakirhat,12.24,3406.0,0.0,LRPS_0,LRPS_12240,0.0,0.0,0.0,0.04931371981235883
Z1038-1,Parsuram-Guthuma,3.7,0.0,0.0,LRPS_0,LRPS_3700,0.0,0.0,0.0,0.0
Z1039-1,Patiya-(int.with Z1036),13.362,866.0,2.1502533282115026e-09,LRPS_0,LRPS_13362,0.0,3.429877525933304e-07,1.714938762966652e-07,0.01253836798517403
Z1040-1,Gasbaria-Barma (Int.with Z1036),6.69,4544.0,2.2565245088667593e-08,LRPS_0,LRP006c_20,0.0,6.859755051866608e-07,3.429877525933304e-07,0.06579023570973533
Z1041-1,Comilla (Sasongasa)-Burichang(int.with Z1219),10.604,0.0,0.0,LRPS_0,LRP009_1786,0.0,0.0,0.0,0.0
Z1042-1,Eliotganj-Muradnagar(int.with Z1205),23.53,2352.0,5.839948993017845e-09,LRPS_0,LRP024_320,0.0,3.429877525933304e-07,1.714938762966652e-07,0.03405339665257427
Z1043-1,Bancharampur (int.with R203)-Homna,13.684,0.0,0.0,LRPS_0,LRP013_655,0.0,0.0,0.0,0.0
Z1044-1,Gouripur-Kachua(int.with Z1050),28.66,3171.0,0.0,LRPS_0,LRP028_779,0.0,0.0,0.0,0.04591127584409568
Z1045-1,Chouddagram-Bangadda (int.with Z1049),8.39,2327.0,5.777874705251925e-09,LRPS_0,LRP005_4426,0.0,3.429877525933304e-07,1.714938762966652e-07,0.03369143452829096
Z1046-1,Harishchar-Buschi(int.with Z1049),12.556,3849.0,0.0,LRPS_0,LRP012_496,0.0,0.0,0.0,0.05572768865465918
Z1048-1,Daulatganj-Nangalkot(int.with Z1415),12.292,1579.0,0.0,LRPS_0,LRP011_1209,0.0,0.0,0.0,0.022861527769734175
Z1049-1,Mogbari-Bagmara(int.with R141),2.175,1939.0,9.628963518249662e-09,LRPS_0,LRP002_171,0.0,6.859755051866608e-07,3.429877525933304e-07,0.02807378235941391
Z1050-1,Kaliapara-Kachua,13.305,1997.0,0.0,LRPS_0,LRP002_11305,0.0,0.0,0.0,0.0289135344877512
Z1051-1,Kotbari-Int.with N1,1.465,1997.0,9.916988213483535e-09,LRPS_0,LRPS_1465,0.0,6.859755051866608e-07,3.429877525933304e-07,0.0289135344877512
Z1052-1,Chapapur (int.with N120)-Tomsom Bridge(int.with R140),3.49,13812.0,3.429480250491602e-08,LRPS_0,LRP001_2990,0.0,3.429877525933304e-07,1.714938762966652e-07,0.19997683442404587
Z1053-1,Gouripur-Homna,17.95,6243.0,0.0,LRPS_0,LRP017_726,0.0,0.0,0.0,0.09038918167602943
Z1054-1,Barkal Bridge-Barkal Union,1.675,1732.0,0.0,LRPS_0,LRPS_1675,0.0,0.0,0.0,0.02507673597034806
Z8055-1,Sultan khan link,1.3,0.0,0.0,LRPS_0,LRPS_1300,0.0,0.0,0.0,0.0
Z1056-1,Daudkandi Bazar Link,0.4,1221.0,0.0,LRPS_0,LRPS_400,0.0,0.0,0.0,0.017678230149997105
Z1057-1,Patiya-Rangunia,5.44,1221.0,0.0,LRPS_0,LRPS_5440,0.0,0.0,0.0,0.017678230149997105
Z1059-1,Patiya-Int.with Z1802,8.503,1613.0,0.0,LRPS_0,LRPS_8503,0.0,0.0,0.0,0.023353796258759482
Z1060-1,Int with R112 - Shekher Jaiga,1.568,1518.0,0.0,LRPS_0,LRPS_1568,0.0,0.0,0.0,0.021978340186482887
Z1061-1,Minarbari-Langalbandh,3.871,1518.0,0.0,LRPS_0,LRP002_2030,0.0,0.0,0.0,0.021978340186482887
Z1062-1,Daudkandi-Sriraierchar(Int.with Z1069),10.58,3904.0,9.69352077752622e-09,LRPS_0,LRP009_1588,0.0,3.429877525933304e-07,1.714938762966652e-07,0.056524005328082466
Z1063-1,Bhaberchar-Munshiganj,17.004,3951.0,0.0,LRPS_0,LRP008_8973,0.0,0.0,0.0,0.0572044941217351
Z1064-1,Sonargaon Y-Junction at Z1089-Sonargaon Museum,2.132,1921.0,0.0,LRPS_0,LRPS_2132,0.0,0.0,0.0,0.027813169629929923
Z1065-1,Maizzertek-Boalkhali,25.67,2858.0,0.0,LRPS_0,LRP005_20670,0.0,0.0,0.0,0.04137951004806857
Z1066-1,Sonargaon College-Int.with Z1061,4.843,0.0,0.0,LRPS_0,LRP003_2300,0.0,3.0868897733399737e-06,1.5434448866699869e-06,0.0
Z1069-1,Matlab-Dhonagoda,61.699,2991.0,0.0,LRPS_0,LRP045_16507,0.0,0.0,0.0,0.04330514854925581
Z1070-1,Monoshertek-Kaliganj (int.with Z1071),3.822,0.0,0.0,LRPS_0,LRPS_3822,0.0,0.0,0.0,0.0
Z1071-1,Santirhat-Kaliganj,3.225,1701.0,0.0,LRPS_0,LRP003_365,0.0,0.0,0.0,0.02462790293623675
Z1075-1,Steamerghat-Upazilla Chattar,1.912,2619.0,0.0,LRPS_0,LRPS_1912,0.0,0.0,0.0,0.03791915213992008
Z1076-1,Kutubdia(Akbar Ali Ghat)-Tabalchhara,20.27,2619.0,0.0,LRPS_0,LRP012_7420,0.0,0.0,0.0,0.03791915213992008
Z1081-1,Munshirhat-Int.with Z1031,8.933,1317.0,3.2700734795087174e-09,LRPS_0,LRP009_886,0.0,3.429877525933304e-07,1.714938762966652e-07,0.019068164707245035
Z1083-1,Salauddin School More-Sadar Hospital More,2.749,3952.0,0.0,LRPS_0,LRPS_2749,0.0,0.0,0.0,0.057218972606706435
Z1084-1,Muhuriganj-Int.with Z1025,11.0,228.0,0.0,LRPS_0,LRPS_11000,0.0,0.0,0.0,0.003301094573463833
Z1087-1,Barabkunda-Katirhat,12.485,6273.0,0.0,LRPS_0,LRPS_12485,0.0,0.0,0.0,0.0908235362251694
Z1088-1,CUFL Gate-Juidandi Ferryghat,15.008,6273.0,0.0,LRPS_0,LRP004_11008,0.0,0.0,0.0,0.0908235362251694
Z1089-1,Mograpara-Int.with Z1064,0.539,0.0,0.0,LRPS_0,LRPS_539,0.0,0.0,0.0,0.0
Z1095-1,Sarikait-Santoshpur,19.948,2316.0,0.0,LRPS_0,LRP019_2568,0.0,0.0,0.0,0.033532171193606304
Z1098-1,Coxs Bazar (Laboni More)-Shaplapur,22.245,2850.0,0.0,LRPS_0,LRP022_360,0.0,0.0,0.0,0.041263682168297906
Z1099-1,Teknaf-Shaparirdwip,13.7,5347.0,0.0,LRPS_0,LRP008_5420,0.0,0.0,0.0,0.07741645914171541
Z1101-1,Mirdabari-Int.with N1,0.658,1578.0,0.0,LRPS_0,LRPS_658,0.0,0.0,0.0,0.022847049284762843
Z1102-1,Matuail-Shakerjaiga,7.165,6404.0,0.0,LRPS_0,LRP006_1100,0.0,0.0,0.0,0.09272021775641397
Z1121-1,Phultala-Int.with R172,1.873,0.0,0.0,LRPS_0,LRPS_1873,0.0,0.0,0.0,0.0
Z1122-1,Noor Ahmed Ghata-Badarkhali,0.508,0.0,0.0,LRPS_0,LRPS_508,0.0,0.0,0.0,0.0
Z1123-1,Moronguna-Darbeshghata,2.13,0.0,0.0,LRPS_0,LRPS_2130,0.0,0.0,0.0,0.0
Z1124-1,Harbang-Toitong,28.027,0.0,0.0,LRPS_0,LRP025_3027,0.0,0.0,0.0,0.0
Z1125-1,Ekatabazar-Int.with R170,11.813,3629.0,0.0,LRPS_0,LRP011_808,0.0,0.0,0.0,0.05254242196096601
Z1126-1,Yancha-Int.with N1,12.0,1526.0,0.0,LRPS_0,LRP010_2300,0.0,0.0,0.0,0.02209416806625355
Z1127-1,Lakkharchar-Bagguzra,10.87,2260.0,0.0,LRPS_0,LRP010_930,0.0,0.0,0.0,0.03272137603521168
Z1128-1,Illasha Bazar-Bagguzra,7.565,1830.0,0.0,LRPS_0,LRP005_2645,0.0,0.0,0.0,0.026495627497538657
Z1129-1,Pir Malekghat-Azam,4.4,1409.0,0.0,LRPS_0,LRP004_150,0.0,0.0,0.0,0.020400185324607634
Z5463-1,Enayaetpur-(int.with Z5456),5.64,0.0,0.0,LRPS_0,LRPS_5640,0.0,3.429877525933304e-07,1.714938762966652e-07,0.0
Z1131-1,Khutakhali-Maheshkhali,6.681,3242.0,0.0,LRPS_0,LRPS_6681,0.0,0.0,0.0,0.04693924827706029
Z1132-1,Khuruskul Bridge-Eidgah,18.142,3242.0,0.0,LRPS_0,LRP016_2507,0.0,0.0,0.0,0.04693924827706029
Z1133-1,Whykhong-Shaplapur,9.608,621.0,0.0,LRPS_0,LRP008_1538,0.0,0.0,0.0,0.008991139167197544
Z1134-1,Masterpara-Shantirhat,14.061,1460.0,0.0,LRPS_0,LRP014_131,0.0,0.0,0.0,0.021138588058145596
Z1135-1,Konkakhali-Demusian,2.566,1460.0,0.0,LRPS_0,LRPS_2566,0.0,0.0,0.0,0.021138588058145596
Z1136-1,Safaripark-Majirpura,1.822,1460.0,0.0,LRPS_0,LRPS_1822,0.0,0.0,0.0,0.021138588058145596
Z1201-1,Kashba-Kuti (int.with N102),7.01,3251.0,0.0,LRPS_0,LRP006_927,0.0,0.0,0.0,0.047069554641802284
Z1202-1,Darkhar-Akhaura(int.with Z1216),10.78,2581.0,0.0,LRPS_0,LRP007_3679,0.0,0.0,0.0,0.03736896971100944
Z1205-1,Companiganj-Int.with Z1206,0.16,0.0,0.0,LRPS_0,LRPS_160,0.0,3.429877525933304e-07,1.714938762966652e-07,0.0
Z1206-1,Companiganj-Nabinagar,28.86,5926.0,0.0,LRPS_0,LRP028_465,0.0,0.0,0.0,0.08579950194011698
Z1210-1,Brahmanbaria-Lalpur,13.639,6126.0,0.0,LRPS_0,LRPS_13639,0.0,0.0,0.0,0.0886951989343835
Z1216-1,Sultanpur-Akhaura(Int.with Z1202),10.59,4015.0,0.0,LRPS_0,LRP009_1732,0.0,0.0,0.0,0.05813111715990039
Z1219-1,Nimsar-Kongshanagar(int.with N102),8.72,0.0,0.0,LRPS_0,LRP008_690,0.0,0.0,0.0,0.0
Z1220-1,Rajachapitala-Patchkitta,16.554,0.0,0.0,LRPS_0,LRPS_16554,0.0,0.0,0.0,0.0
Z1221-1,Nabipur (Int.with Z1205)-Shalpa(Int.with Z1042),25.67,1061.0,0.0,LRPS_0,LRP016_10000,0.0,0.0,0.0,0.015361672554583889
Z1401-1,Lalmai-Barura(Int.with Z1028),9.499,2862.0,7.106264463442634e-09,LRPS_0,LRP009_1440,0.0,3.429877525933304e-07,1.714938762966652e-07,0.0414374239879539
Z1402-1,Baburhat-Matlab Dakhin (int.with Z1445),13.632,1753.0,4.352649058146379e-09,LRPS_0,LRP010_3425,0.0,3.429877525933304e-07,1.714938762966652e-07,0.025380784154746046
Z1403-1,Nanupur-Harina,10.1,2841.0,0.0,LRPS_0,LRPS_10100,0.0,0.0,0.0,0.041133375803555916
Z1405-1,Lakshmipur (Jamuna Cinema Hall)-South Temohoni(int.with R145),1.552,0.0,0.0,LRPS_0,LRPS_1552,0.0,6.859755051866608e-07,3.429877525933304e-07,0.0
Z1407-1,Mudaffarganj-Chitoshi (int.with Z1430),12.973,1277.0,3.170754619083244e-09,LRPS_0,LRP012_877,0.0,3.429877525933304e-07,1.714938762966652e-07,0.01848902530839173
Z1411-1,Khajura-Barura,19.71,2269.0,0.0,LRPS_0,LRP020_2305,0.0,0.0,0.0,0.03285168239995367
Z1412-1,Chandpur-Nanupur (int.with R140),2.529,0.0,0.0,LRPS_0,LRPS_2529,0.0,0.0,0.0,0.0
Z1413-1,Char Alaxander-Ramgati,13.348,1870.0,0.0,LRPS_0,LRP012_1680,0.0,0.0,0.0,0.02707476689639196
Z1414-1,Sawsan Ghat-Mudaffarganj,8.02,3388.0,0.0,LRPS_0,LRP003_5200,0.0,0.0,0.0,0.04905310708287485
Z1416-1,Kallandi-Chanderhat Chourasta (int.with Z1448),7.465,1611.0,0.0,LRPS_0,LRP005_2511,0.0,0.0,0.0,0.023324839288816818
Z1417-1,Paniwala-Bhatra (Int.with Z1437),2.52,0.0,0.0,LRPS_0,LRPS_2520,0.0,0.0,0.0,0.0
Z1420-1,Chowmohoni-Chatar Paiya,11.7,5610.0,0.0,LRPS_0,LRP012_5,0.0,0.0,0.0,0.08122430068917588
Z1421-1,Sonaimuri-Int.with R141,0.964,0.0,0.0,LRPS_0,LRPS_964,0.0,6.859755051866608e-07,3.429877525933304e-07,0.0
Z1422-1,Haziganj-Ramganj (Int.with R142),17.61,4418.0,0.0,LRPS_0,LRP017_2054,0.0,0.0,0.0,0.06396594660334742
Z1423-1,Pepulia-Magbari,10.189,874.0,0.0,LRPS_0,LRP009_1798,0.0,0.0,0.0,0.012654195864944692
Z1424-1,Mannan Nagar-Steamer Gaht,28.7,3965.0,0.0,LRPS_0,LRP029_360,0.0,0.0,0.0,0.05740719291133376
Z1425-1,Boktarmunshi-Daganbhuiyan,15.39,2439.0,0.0,LRPS_0,LRP001_14375,0.0,0.0,0.0,0.03531302484508021
Z1426-1,Chatkhil-Chandraganj,13.295,2264.0,0.0,LRPS_0,LRP013_1015,0.0,0.0,0.0,0.032779289975097006
Z1429-1,Maijdee-Dasherhat(int.with Z1432),17.254,3189.0,0.0,LRPS_0,LRP018_304,0.0,0.0,0.0,0.04617188857357966
Z1430-1,Chatkhil-Chitoshi(int.with Z1407),14.49,2278.0,5.65620910123072e-09,LRPS_0,LRP009_6739,0.0,3.429877525933304e-07,1.714938762966652e-07,0.032981988764695665
Z1432-1,Daserhat-Mandari,8.721,1584.0,0.0,LRPS_0,LRP009_1011,0.0,0.0,0.0,0.022933920194590836
Z1433-1,Kalar Dokaner More(int.with Z1425)- Bashurhat(int.with Z1441),10.2,1584.0,0.0,LRPS_0,LRP010_6,0.0,0.0,0.0,0.022933920194590836
Z1434-1,Sonagazi-Companiganj,19.803,2272.0,0.0,LRPS_0,LRP019_1018,0.0,0.0,0.0,0.032895117854867664
Z1436-1,Paniwala Bazar-Dasgharia Bazar,8.55,1498.0,0.0,LRPS_0,LRP008_1010,0.0,0.0,0.0,0.021688770487056235
Z1440-1,Int.with Z1405-int.with N104,0.44,2852.0,0.0,LRPS_0,LRPS_440,0.0,0.0,0.0,0.04129263913824058
Z1441-1,Sonapur-Din Monirhat (int.with Z1508),3.146,2852.0,1.4162869496672531e-08,LRPS_0,LRP003_119,0.0,6.859755051866608e-07,3.429877525933304e-07,0.04129263913824058
Z1442-1,Kachua Bypass More-Akania More,2.4,1765.0,0.0,LRPS_0,LRPS_2400,0.0,0.0,0.0,0.02555452597440204
Z1443-1,Selonia-Int.with Z1030,7.628,1765.0,4.382444716274021e-09,LRPS_0,LRP007_537,0.0,3.429877525933304e-07,1.714938762966652e-07,0.02555452597440204
Z1444-1,Feni (Temohoni)-Biroli Bazar(int.with Z1030),5.756,2813.0,6.984598859421429e-09,LRPS_0,LRPS_5756,0.0,3.429877525933304e-07,1.714938762966652e-07,0.040727978224358606
Z1445-1,Kachua-Int.with Z1482,14.422,1554.0,3.858537727529648e-09,LRPS_0,LRP008_6935,0.0,3.429877525933304e-07,1.714938762966652e-07,0.02249956564545086
Z1447-1,Int.with Z1422-int.with Z1422 & R142,0.84,1440.0,0.0,LRPS_0,LRP001_785,0.0,0.0,0.0,0.020849018358718944
Z1448-1,Chanderhat Chourasta-Bashurhat,7.464,1440.0,0.0,LRPS_0,LRP008_891,0.0,0.0,0.0,0.020849018358718944
Z1449-1,Dadpur Bazar-Khalifarhat,1.601,984.0,0.0,LRPS_0,LRPS_1601,0.0,0.0,0.0,0.014246829211791278
Z1450-1,Int.with N104-Int.with N104,1.12,984.0,0.0,LRPS_0,LRPS_1120,0.0,0.0,0.0,0.014246829211791278
Z1452-1,Feni Noakhali Highway- Maijdee Court Station,1.21,984.0,0.0,LRPS_0,LRPS_1210,0.0,0.0,0.0,0.014246829211791278
Z1466-1,Nalgara-Fatehpur,9.23,1411.0,0.0,LRPS_0,LRP007a_1575,0.0,0.0,0.0,0.020429142294550298
Z1472-1,Sardarbari-Raipur,8.845,647.0,0.0,LRPS_0,LRP009_285,0.0,0.0,0.0,0.009367579776452192
Z1482-1,Bakila-Int.with Z1445,12.302,1688.0,0.0,LRPS_0,LRP011_1407,0.0,0.0,0.0,0.02443968263160943
Z1504-1,Ukhia-Gundhum,2.043,1497.0,0.0,LRPS_0,LRP002_19,0.0,0.0,0.0,0.021674292002084903
Z1508-1,Dinmoni Bazar-Little Feni River,38.0,822.0,0.0,LRPS_0,LRP025_13289,0.0,0.0,0.0,0.011901314646435396
Z1510-1,Laxmipur-Chatkhil,28.15,822.0,0.0,LRPS_0,LRP028_1770,0.0,0.0,0.0,0.011901314646435396
Z1601-1,Manikchhari-Lakshmichhari,13.835,1197.0,0.0,LRPS_0,LRP012_1935,0.0,0.0,0.0,0.01733074651068512
Z1602-2,Jaliapara-Mahalchhari College More,22.02,1675.0,0.0,LRPS_0,LRPS_22020,0.0,0.0,0.0,0.024251462326982106
Z1603-1,Khagrachhari-Dighinala (Int.with Z1605),19.961,6862.0,3.4076301011979984e-08,LRPS_0,LRP019_496,0.0,6.859755051866608e-07,3.429877525933304e-07,0.0993513638732843
