Road;Scenario;Seed;Average_driving_time;Total_waiting_time;Average_waiting_time
N1;8;1234567;0;72063;0
N1;8;1234567;0;72235;0
N1;8;1234567;0;72407;0
N1;8;1234567;0;72579;0
N1;8;1234567;0;72750;0
N1;8;1234567;0;72921;0
N1;8;1234567;0;73093;0
N1;8;1234567;0;73263;0
N1;8;1234567;0;73431;0
N1;8;1234567;0;73596;0
N1;8;1234567;0;73761;0
N1;8;1234567;0;73925;0
N1;8;1234567;0;74089;0
N1;8;1234567;0;74255;0
N1;8;1234567;0;74419;0
N1;8;1234567;0;74586;0
N1;8;1234567;0;74754;0
N1;8;1234567;0;74921;0
N1;8;1234567;0;75087;0
N1;8;1234567;0;75254;0
N1;8;1234567;0;75423;0
N1;8;1234567;0;75594;0
N1;8;1234567;0;75768;0
N1;8;1234567;0;75939;0
N1;8;1234567;0;76110;0
N1;8;1234567;0;76280;0
N1;8;1234567;0;76451;0
N1;8;1234567;0;76620;0
N1;8;1234567;0;76789;0
N1;8;1234567;0;76960;0
N1;8;1234567;0;77133;0
N1;8;1234567;0;77305;0
N1;8;1234567;0;77476;0
N1;8;1234567;0;77649;0
N1;8;1234567;0;77825;0
N1;8;1234567;0;78002;0
N1;8;1234567;0;78178;0
N1;8;1234567;0;78356;0
N1;8;1234567;0;78532;0
N1;8;1234567;0;78707;0
N1;8;1234567;0;78883;0
N1;8;1234567;0;79057;0
N1;8;1234567;0;79228;0
N1;8;1234567;0;79398;0
N1;8;1234567;0;79567;0
N1;8;1234567;0;79740;0
N1;8;1234567;0;79913;0
N1;8;1234567;0;80085;0
N1;8;1234567;0;80259;0
N1;8;1234567;0;80433;0
N1;8;1234567;0;80610;0
N1;8;1234567;0;80786;0
N1;8;1234567;0;80961;0
N1;8;1234567;0;81138;0
N1;8;1234567;0;81317;0
N1;8;1234567;0;81497;0
N1;8;1234567;0;81675;0
N1;8;1234567;0;81854;0
N1;8;1234567;0;82034;0
N1;8;1234567;0;82214;0
N1;8;1234567;0;82393;0
N1;8;1234567;0;82569;0
N1;8;1234567;0;82745;0
N1;8;1234567;0;82923;0
N1;8;1234567;0;83102;0
N1;8;1234567;0;83281;0
N1;8;1234567;0;83460;0
N1;8;1234567;0;83639;0
N1;8;1234567;0;83816;0
N1;8;1234567;0;83993;0
N1;8;1234567;0;84168;0
N1;8;1234567;0;84347;0
N1;8;1234567;0;84529;0
N1;8;1234567;0;84712;0
N1;8;1234567;0;84894;0
N1;8;1234567;0;85076;0
N1;8;1234567;0;85260;0
N1;8;1234567;0;85444;0
N1;8;1234567;0;85630;0
N1;8;1234567;0;85817;0
N1;8;1234567;0;86001;0
N1;8;1234567;0;86185;0
N1;8;1234567;0;86365;0
N1;8;1234567;0;86543;0
N1;8;1234567;0;86720;0
N1;8;1234567;0;86898;0
N1;8;1234567;0;87078;0
N1;8;1234567;0;87262;0
N1;8;1234567;0;87446;0
N1;8;1234567;0;87628;0
N1;8;1234567;0;87813;0
N1;8;1234567;0;87999;0
N1;8;1234567;0;88188;0
N1;8;1234567;0;88375;0
N1;8;1234567;0;88561;0
N1;8;1234567;0;88747;0
N1;8;1234567;0;88935;0
N1;8;1234567;0;89124;0
N1;8;1234567;0;89313;0
N1;8;1234567;0;89498;0
N1;8;1234567;0;89685;0
N1;8;1234567;0;89871;0
N1;8;1234567;0;90055;0
N1;8;1234567;0;90240;0
N1;8;1234567;0;90423;0
N1;8;1234567;0;90609;0
N1;8;1234567;0;90796;0
N1;8;1234567;0;90985;0
N1;8;1234567;0;91177;0
N1;8;1234567;0;91369;0
N1;8;1234567;0;91560;0
N1;8;1234567;0;91752;0
N1;8;1234567;0;91942;0
N1;8;1234567;0;92131;0
N1;8;1234567;0;92319;0
N1;8;1234567;0;92505;0
N1;8;1234567;0;92692;0
N1;8;1234567;0;92883;0
N1;8;1234567;0;93074;0
N1;8;1234567;0;93262;0
N1;8;1234567;0;93448;0
N1;8;1234567;0;93635;0
N1;8;1234567;0;93823;0
N1;8;1234567;0;94011;0
N1;8;1234567;0;94196;0
N1;8;1234567;0;94383;0
N1;8;1234567;0;94571;0
N1;8;1234567;0;94760;0
N1;8;1234567;0;94952;0
N1;8;1234567;0;95144;0
N1;8;1234567;0;95338;0
N1;8;1234567;0;95533;0
N1;8;1234567;0;95727;0
N1;8;1234567;0;95922;0
N1;8;1234567;0;96117;0
N1;8;1234567;0;96311;0
N1;8;1234567;0;96506;0
N1;8;1234567;0;96702;0
N1;8;1234567;0;96898;0
N1;8;1234567;0;97095;0
N1;8;1234567;0;97293;0
N1;8;1234567;0;97492;0
N1;8;1234567;0;97691;0
N1;8;1234567;0;97890;0
N1;8;1234567;0;98086;0
N1;8;1234567;0;98278;0
N1;8;1234567;0;98469;0
N1;8;1234567;0;98659;0
N1;8;1234567;0;98847;0
N1;8;1234567;0;99035;0
N1;8;1234567;0;99226;0
N1;8;1234567;0;99421;0
N1;8;1234567;0;99617;0
N1;8;1234567;0;99815;0
N1;8;1234567;0;100011;0
N1;8;1234567;0;100208;0
N1;8;1234567;0;100406;0
N1;8;1234567;0;100599;0
N1;8;1234567;0;100795;0
N1;8;1234567;0;100990;0
N1;8;1234567;0;101182;0
N1;8;1234567;0;101376;0
N1;8;1234567;0;101572;0
N1;8;1234567;0;101765;0
N1;8;1234567;0;101958;0
N1;8;1234567;0;102151;0
N1;8;1234567;0;102348;0
N1;8;1234567;0;102542;0
N1;8;1234567;0;102735;0
N1;8;1234567;0;102931;0
N1;8;1234567;0;103128;0
N1;8;1234567;0;103327;0
N1;8;1234567;0;103528;0
N1;8;1234567;0;103727;0
N1;8;1234567;0;103929;0
N1;8;1234567;0;104131;0
N1;8;1234567;0;104335;0
N1;8;1234567;0;104539;0
N1;8;1234567;0;104741;0
N1;8;1234567;0;104942;0
N1;8;1234567;0;105143;0
N1;8;1234567;0;105345;0
N1;8;1234567;0;105547;0
N1;8;1234567;0;105750;0
N1;8;1234567;0;105952;0
N1;8;1234567;0;106150;0
N1;8;1234567;0;106347;0
N1;8;1234567;0;106543;0
N1;8;1234567;0;106740;0
N1;8;1234567;0;106941;0
N1;8;1234567;0;107142;0
N1;8;1234567;0;107344;0
N1;8;1234567;0;107545;0
N1;8;1234567;0;107748;0
N1;8;1234567;0;107951;0
N1;8;1234567;0;108155;0
N1;8;1234567;0;108361;0
N1;8;1234567;0;108569;0
N1;8;1234567;0;108780;0
N1;8;1234567;0;108992;0
N1;8;1234567;0;109204;0
N1;8;1234567;0;109414;0
N1;8;1234567;0;109623;0
N1;8;1234567;0;109833;0
N1;8;1234567;0;110040;0
N1;8;1234567;0;110248;0
N1;8;1234567;0;110457;0
N1;8;1234567;0;110667;0
N1;8;1234567;0;110878;0
N1;8;1234567;0;111091;0
N1;8;1234567;0;111302;0
N1;8;1234567;0;111511;0
N1;8;1234567;0;111721;0
N1;8;1234567;0;111930;0
N1;8;1234567;0;112137;0
N1;8;1234567;0;112344;0
N1;8;1234567;0;112555;0
N1;8;1234567;0;112766;0
N1;8;1234567;0;112978;0
N1;8;1234567;0;113191;0
N1;8;1234567;0;113404;0
N1;8;1234567;0;113618;0
N1;8;1234567;0;113828;0
N1;8;1234567;0;114037;0
N1;8;1234567;0;114248;0
N1;8;1234567;0;114459;0
N1;8;1234567;0;114669;0
N1;8;1234567;0;114880;0
N1;8;1234567;0;115093;0
N1;8;1234567;0;115306;0
N1;8;1234567;0;115521;0
N1;8;1234567;0;115737;0
N1;8;1234567;0;115951;0
N1;8;1234567;0;116166;0
N1;8;1234567;0;116382;0
N1;8;1234567;0;116597;0
N1;8;1234567;0;116808;0
N1;8;1234567;0;117021;0
N1;8;1234567;0;117235;0
N1;8;1234567;0;117447;0
N1;8;1234567;0;117658;0
N1;8;1234567;0;117872;0
N1;8;1234567;0;118087;0
N1;8;1234567;0;118303;0
N1;8;1234567;0;118516;0
N1;8;1234567;0;118728;0
N1;8;1234567;0;118941;0
N1;8;1234567;0;119155;0
N1;8;1234567;0;119369;0
N1;8;1234567;0;119582;0
N1;8;1234567;0;119798;0
N1;8;1234567;0;120016;0
N1;8;1234567;0;120234;0
N1;8;1234567;0;120450;0
N1;8;1234567;0;120663;0
N1;8;1234567;0;120876;0
N1;8;1234567;0;121091;0
N1;8;1234567;0;121309;0
N1;8;1234567;0;121525;0
N1;8;1234567;0;121740;0
N1;8;1234567;0;121957;0
N1;8;1234567;0;122176;0
N1;8;1234567;0;122391;0
N1;8;1234567;0;122607;0
N1;8;1234567;0;122823;0
N1;8;1234567;0;123040;0
N1;8;1234567;0;123260;0
N1;8;1234567;0;123480;0
N1;8;1234567;0;123703;0
N1;8;1234567;0;123926;0
N1;8;1234567;0;124149;0
N1;8;1234567;0;124371;0
N1;8;1234567;0;124591;0
N1;8;1234567;0;124809;0
N1;8;1234567;0;125025;0
N1;8;1234567;0;125242;0
N1;8;1234567;0;125460;0
N1;8;1234567;0;125681;0
N1;8;1234567;0;125903;0
N1;8;1234567;0;126123;0
N1;8;1234567;0;126343;0
N1;8;1234567;0;126567;0
N1;8;1234567;0;126792;0
N1;8;1234567;0;127017;0
N1;8;1234567;0;127242;0
N1;8;1234567;0;127466;0
N1;8;1234567;0;127690;0
N1;8;1234567;0;127916;0
N1;8;1234567;0;128145;0
N1;8;1234567;0;128374;0
N1;8;1234567;0;128597;0
N1;8;1234567;0;128820;0
N1;8;1234567;0;129042;0
N1;8;1234567;0;129266;0
N1;8;1234567;0;129488;0
N1;8;1234567;0;129711;0
N1;8;1234567;0;129935;0
N1;8;1234567;0;130156;0
N1;8;1234567;0;130378;0
N1;8;1234567;0;130603;0
N1;8;1234567;0;130830;0
N1;8;1234567;0;131056;0
N1;8;1234567;0;131281;0
N1;8;1234567;0;131507;0
N1;8;1234567;0;131732;0
N1;8;1234567;0;131958;0
N1;8;1234567;0;132184;0
N1;8;1234567;0;132410;0
N1;8;1234567;0;132638;0
N1;8;1234567;0;132857;0
N1;8;1234567;0;133077;0
N1;8;1234567;0;133300;0
N1;8;1234567;0;133526;0
N1;8;1234567;0;133752;0
N1;8;1234567;0;133978;0
N1;8;1234567;0;134203;0
N1;8;1234567;0;134429;0
N1;8;1234567;0;134658;0
N1;8;1234567;0;134886;0
N1;8;1234567;0;135115;0
N1;8;1234567;0;135347;0
N1;8;1234567;0;135578;0
N1;8;1234567;0;135810;0
N1;8;1234567;0;136041;0
N1;8;1234567;0;136272;0
N1;8;1234567;0;136503;0
N1;8;1234567;0;136733;0
N1;8;1234567;0;136962;0
N1;8;1234567;0;137193;0
N1;8;1234567;0;137422;0
N1;8;1234567;0;137652;0
N1;8;1234567;0;137885;0
N1;8;1234567;0;138120;0
N1;8;1234567;0;138356;0
N1;8;1234567;0;138590;0
N1;8;1234567;0;138824;0
N1;8;1234567;0;139058;0
N1;8;1234567;0;139292;0
N1;8;1234567;0;139526;0
N1;8;1234567;0;139760;0
N1;8;1234567;0;139994;0
N1;8;1234567;0;140227;0
N1;8;1234567;0;140460;0
N1;8;1234567;0;140694;0
N1;8;1234567;0;140927;0
N1;8;1234567;0;141159;0
N1;8;1234567;0;141391;0
N1;8;1234567;0;141625;0
N1;8;1234567;0;141859;0
N1;8;1234567;0;142093;0
N1;8;1234567;0;142328;0
N1;8;1234567;0;142564;0
N1;8;1234567;0;142791;0
N1;8;1234567;0;143022;0
N1;8;1234567;0;143256;0
N1;8;1234567;0;143489;0
N1;8;1234567;0;143720;0
N1;8;1234567;0;143951;0
N1;8;1234567;0;144183;0
N1;8;1234567;0;144415;0
N1;8;1234567;0;144647;0
N1;8;1234567;0;144884;0
N1;8;1234567;0;145125;0
N1;8;1234567;0;145369;0
N1;8;1234567;0;145611;0
N1;8;1234567;0;145853;0
N1;8;1234567;0;146093;0
N1;8;1234567;0;146333;0
N1;8;1234567;0;146574;0
N1;8;1234567;0;146813;0
N1;8;1234567;0;147053;0
N1;8;1234567;0;147294;0
N1;8;1234567;0;147530;0
N1;8;1234567;0;147764;0
N1;8;1234567;0;148003;0
N1;8;1234567;0;148243;0
N1;8;1234567;0;148487;0
N1;8;1234567;0;148729;0
N1;8;1234567;0;148968;0
N1;8;1234567;0;149205;0
N1;8;1234567;0;149439;0
N1;8;1234567;0;149676;0
N1;8;1234567;0;149913;0
N1;8;1234567;0;150151;0
N1;8;1234567;0;150392;0
N1;8;1234567;0;150634;0
N1;8;1234567;0;150875;0
N1;8;1234567;0;151117;0
N1;8;1234567;0;151360;0
N1;8;1234567;0;151605;0
N1;8;1234567;0;151847;0
N1;8;1234567;0;152090;0
N1;8;1234567;0;152334;0
N1;8;1234567;0;152578;0
N1;8;1234567;0;152826;0
N1;8;1234567;0;153073;0
N1;8;1234567;0;153322;0
N1;8;1234567;0;153571;0
N1;8;1234567;0;153819;0
N1;8;1234567;0;154061;0
N1;8;1234567;0;154303;0
N1;8;1234567;0;154548;0
N1;8;1234567;0;154792;0
N1;8;1234567;0;155035;0
N1;8;1234567;0;155279;0
N1;8;1234567;0;155525;0
N1;8;1234567;0;155771;0
N1;8;1234567;0;156017;0
N1;8;1234567;0;156262;0
N1;8;1234567;0;156507;0
N1;8;1234567;0;156751;0
N1;8;1234567;0;156997;0
N1;8;1234567;0;157245;0
N1;8;1234567;0;157496;0
N1;8;1234567;0;157744;0
N1;8;1234567;0;157990;0
N1;8;1234567;0;158237;0
N1;8;1234567;0;158483;0
N1;8;1234567;0;158733;0
N1;8;1234567;0;158984;0
N1;8;1234567;0;159235;0
N1;8;1234567;0;159485;0
N1;8;1234567;0;159734;0
N1;8;1234567;0;159984;0
N1;8;1234567;0;160233;0
N1;8;1234567;0;160480;0
N1;8;1234567;0;160727;0
N1;8;1234567;0;160975;0
N1;8;1234567;0;161228;0
N1;8;1234567;0;161481;0
N1;8;1234567;0;161732;0
N1;8;1234567;0;161986;0
N1;8;1234567;0;162238;0
N1;8;1234567;0;162493;0
N1;8;1234567;0;162744;0
N1;8;1234567;0;162993;0
N1;8;1234567;0;163241;0
N1;8;1234567;0;163491;0
N1;8;1234567;0;163738;0
N1;8;1234567;0;163988;0
N1;8;1234567;0;164240;0
N1;8;1234567;0;164491;0
N1;8;1234567;0;164743;0
N1;8;1234567;0;164995;0
N1;8;1234567;0;165249;0
N1;8;1234567;0;165504;0
N1;8;1234567;0;165757;0
N1;8;1234567;0;166011;0
N1;8;1234567;0;166266;0
N1;8;1234567;0;166521;0
N1;8;1234567;0;166775;0
N1;8;1234567;0;167032;0
N1;8;1234567;0;167287;0
N1;8;1234567;0;167539;0
N1;8;1234567;0;167791;0
N1;8;1234567;0;168047;0
N1;8;1234567;0;168304;0
N1;8;1234567;0;168559;0
N1;8;1234567;0;168813;0
N1;8;1234567;0;169065;0
N1;8;1234567;0;169321;0
N1;8;1234567;0;169579;0
N1;8;1234567;0;169837;0
N1;8;1234567;0;170095;0
N1;8;1234567;0;170356;0
N1;8;1234567;0;170619;0
N1;8;1234567;0;170885;0
N1;8;1234567;0;171149;0
N1;8;1234567;0;171412;0
N1;8;1234567;0;171672;0
N1;8;1234567;0;171928;0
N1;8;1234567;0;172185;0
N1;8;1234567;0;172444;0
N1;8;1234567;0;172703;0
N1;8;1234567;0;172960;0
N1;8;1234567;0;173218;0
N1;8;1234567;0;173477;0
N1;8;1234567;0;173736;0
N1;8;1234567;0;173998;0
N1;8;1234567;0;174262;0
N1;8;1234567;0;174525;0
N1;8;1234567;0;174788;0
N1;8;1234567;0;175053;0
N1;8;1234567;0;175313;0
N1;8;1234567;0;175573;0
N1;8;1234567;0;175831;0
N1;8;1234567;0;176086;0
N1;8;1234567;0;176342;0
N1;8;1234567;0;176597;0
N1;8;1234567;0;176848;0
N1;8;1234567;0;177105;0
N1;8;1234567;0;177364;0
N1;8;1234567;0;177624;0
N1;8;1234567;0;177887;0
N1;8;1234567;0;178151;0
N1;8;1234567;0;178417;0
N1;8;1234567;0;178681;0
N1;8;1234567;0;178943;0
N1;8;1234567;0;179206;0
N1;8;1234567;0;179471;0
N1;8;1234567;0;179739;0
N1;8;1234567;0;180006;0
N1;8;1234567;0;180275;0
N1;8;1234567;0;180539;0
N1;8;1234567;0;180803;0
N1;8;1234567;0;181069;0
N1;8;1234567;0;181334;0
N1;8;1234567;0;181598;0
N1;8;1234567;0;181861;0
N1;8;1234567;0;182128;0
N1;8;1234567;0;182390;0
N1;8;1234567;0;182651;0
N1;8;1234567;0;182916;0
N1;8;1234567;0;183181;0
N1;8;1234567;0;183447;0
N1;8;1234567;0;183714;0
N1;8;1234567;0;183980;0
N1;8;1234567;0;184246;0
N1;8;1234567;0;184513;0
N1;8;1234567;0;184778;0
N1;8;1234567;0;185041;0
N1;8;1234567;0;185309;0
N1;8;1234567;0;185579;0
N1;8;1234567;0;185852;0
N1;8;1234567;0;186124;0
N1;8;1234567;0;186398;0
N1;8;1234567;0;186673;0
N1;8;1234567;0;186947;0
N1;8;1234567;0;187220;0
N1;8;1234567;0;187491;0
N1;8;1234567;0;187761;0
N1;8;1234567;0;188033;0
N1;8;1234567;0;188305;0
N1;8;1234567;0;188577;0
N1;8;1234567;0;188848;0
N1;8;1234567;0;189122;0
N1;8;1234567;0;189394;0
N1;8;1234567;0;189666;0
N1;8;1234567;0;189937;0
N1;8;1234567;0;190211;0
N1;8;1234567;0;190480;0
N1;8;1234567;0;190752;0
N1;8;1234567;0;191026;0
N1;8;1234567;0;191299;0
N1;8;1234567;0;191573;0
N1;8;1234567;0;191845;0
N1;8;1234567;0;192117;0
N1;8;1234567;0;192388;0
N1;8;1234567;0;192663;0
N1;8;1234567;0;192938;0
N1;8;1234567;0;193212;0
N1;8;1234567;0;193492;0
N1;8;1234567;0;193768;0
N1;8;1234567;0;194041;0
N1;8;1234567;0;194312;0
N1;8;1234567;0;194581;0
N1;8;1234567;0;194852;0
N1;8;1234567;0;195125;0
N1;8;1234567;0;195401;0
N1;8;1234567;0;195680;0
N1;8;1234567;0;195957;0
N1;8;1234567;0;196233;0
N1;8;1234567;0;196510;0
N1;8;1234567;0;196783;0
N1;8;1234567;0;197053;0
N1;8;1234567;0;197326;0
N1;8;1234567;0;197600;0
N1;8;1234567;0;197875;0
N1;8;1234567;0;198144;0
N1;8;1234567;0;198417;0
N1;8;1234567;0;198695;0
N1;8;1234567;0;198971;0
N1;8;1234567;0;199250;0
N1;8;1234567;0;199532;0
N1;8;1234567;0;199813;0
N1;8;1234567;0;200093;0
N1;8;1234567;0;200373;0
N1;8;1234567;0;200650;0
N1;8;1234567;0;200923;0
N1;8;1234567;0;201199;0
N1;8;1234567;0;201477;0
N1;8;1234567;0;201754;0
N1;8;1234567;0;202028;0
N1;8;1234567;0;202302;0
N1;8;1234567;0;202580;0
N1;8;1234567;0;202855;0
N1;8;1234567;0;203130;0
N1;8;1234567;0;203408;0
N1;8;1234567;0;203689;0
N1;8;1234567;0;203968;0
N1;8;1234567;0;204248;0
N1;8;1234567;0;204531;0
N1;8;1234567;0;204810;0
N1;8;1234567;0;205087;0
N1;8;1234567;0;205362;0
N1;8;1234567;0;205639;0
N1;8;1234567;0;205920;0
N1;8;1234567;0;206200;0
N1;8;1234567;0;206481;0
N1;8;1234567;0;206766;0
N1;8;1234567;0;207051;0
N1;8;1234567;0;207336;0
N1;8;1234567;0;207620;0
N1;8;1234567;0;207904;0
N1;8;1234567;0;208190;0
N1;8;1234567;0;208475;0
N1;8;1234567;0;208761;0
N1;8;1234567;0;209048;0
N1;8;1234567;0;209333;0
N1;8;1234567;0;209617;0
N1;8;1234567;0;209904;0
N1;8;1234567;0;210194;0
N1;8;1234567;0;210483;0
N1;8;1234567;0;210773;0
N1;8;1234567;0;211061;0
N1;8;1234567;0;211347;0
N1;8;1234567;0;211631;0
N1;8;1234567;0;211916;0
N1;8;1234567;0;212202;0
N1;8;1234567;0;212487;0
N1;8;1234567;0;212772;0
N1;8;1234567;0;213057;0
N1;8;1234567;0;213345;0
N1;8;1234567;0;213633;0
N1;8;1234567;0;213918;0
N1;8;1234567;0;214203;0
N1;8;1234567;0;214485;0
N1;8;1234567;0;214765;0
N1;8;1234567;0;215049;0
N1;8;1234567;0;215334;0
N1;8;1234567;0;215618;0
N1;8;1234567;0;215904;0
N1;8;1234567;0;216190;0
N1;8;1234567;0;216480;0
N1;8;1234567;0;216769;0
N1;8;1234567;0;217057;0
N1;8;1234567;0;217346;0
N1;8;1234567;0;217636;0
N1;8;1234567;0;217928;0
N1;8;1234567;0;218217;0
N1;8;1234567;0;218506;0
N1;8;1234567;0;218795;0
N1;8;1234567;0;219085;0
N1;8;1234567;0;219374;0
N1;8;1234567;0;219660;0
N1;8;1234567;0;219944;0
N1;8;1234567;0;220229;0
N1;8;1234567;0;220516;0
N1;8;1234567;0;220805;0
N1;8;1234567;0;221095;0
N1;8;1234567;0;221383;0
N1;8;1234567;0;221673;0
N1;8;1234567;0;221964;0
N1;8;1234567;0;222255;0
N1;8;1234567;0;222545;0
N1;8;1234567;0;222838;0
N1;8;1234567;0;223132;0
N1;8;1234567;0;223427;0
N1;8;1234567;0;223724;0
N1;8;1234567;0;224021;0
N1;8;1234567;0;224316;0
N1;8;1234567;0;224610;0
N1;8;1234567;0;224903;0
N1;8;1234567;0;225199;0
N1;8;1234567;0;225496;0
N1;8;1234567;0;225793;0
N1;8;1234567;0;226089;0
N1;8;1234567;0;226389;0
N1;8;1234567;0;226689;0
N1;8;1234567;0;226983;0
N1;8;1234567;0;227271;0
N1;8;1234567;0;227560;0
N1;8;1234567;0;227850;0
N1;8;1234567;0;228143;0
N1;8;1234567;0;228440;0
N1;8;1234567;0;228740;0
N1;8;1234567;0;229043;0
N1;8;1234567;0;229343;0
N1;8;1234567;0;229643;0
N1;8;1234567;0;229944;0
N1;8;1234567;0;230243;0
N1;8;1234567;0;230543;0
N1;8;1234567;0;230845;0
N1;8;1234567;0;231148;0
N1;8;1234567;0;231450;0
N1;8;1234567;0;231753;0
N1;8;1234567;0;232058;0
N1;8;1234567;0;232363;0
N1;8;1234567;0;232667;0
N1;8;1234567;0;232973;0
N1;8;1234567;0;233276;0
N1;8;1234567;0;233574;0
N1;8;1234567;0;233870;0
N1;8;1234567;0;234168;0
N1;8;1234567;0;234466;0
N1;8;1234567;0;234765;0
N1;8;1234567;0;235064;0
N1;8;1234567;0;235363;0
N1;8;1234567;0;235665;0
N1;8;1234567;0;235963;0
N1;8;1234567;0;236261;0
N1;8;1234567;0;236561;0
N1;8;1234567;0;236861;0
N1;8;1234567;0;237163;0
N1;8;1234567;0;237467;0
N1;8;1234567;0;237772;0
N1;8;1234567;0;238076;0
N1;8;1234567;0;238381;0
N1;8;1234567;0;238685;0
N1;8;1234567;0;238990;0
N1;8;1234567;0;239290;0
N1;8;1234567;0;239592;0
N1;8;1234567;0;239893;0
N1;8;1234567;0;240195;0
N1;8;1234567;0;240493;0
N1;8;1234567;0;240792;0
N1;8;1234567;0;241090;0
N1;8;1234567;0;241387;0
N1;8;1234567;0;241688;0
N1;8;1234567;0;241991;0
N1;8;1234567;0;242293;0
N1;8;1234567;0;242596;0
N1;8;1234567;0;242902;0
N1;8;1234567;0;243209;0
N1;8;1234567;0;243518;0
N1;8;1234567;0;243825;0
N1;8;1234567;0;244131;0
N1;8;1234567;0;244436;0
N1;8;1234567;0;244740;0
N1;8;1234567;0;245044;0
N1;8;1234567;0;245350;0
N1;8;1234567;0;245658;0
N1;8;1234567;0;245963;0
N1;8;1234567;0;246269;0
N1;8;1234567;0;246576;0
N1;8;1234567;0;246884;0
N1;8;1234567;0;247194;0
N1;8;1234567;0;247503;0
N1;8;1234567;0;247813;0
N1;8;1234567;0;248122;0
N1;8;1234567;0;248431;0
N1;8;1234567;0;248740;0
N1;8;1234567;0;249052;0
N1;8;1234567;0;249364;0
N1;8;1234567;0;249675;0
N1;8;1234567;0;249983;0
N1;8;1234567;0;250289;0
N1;8;1234567;0;250595;0
N1;8;1234567;0;250902;0
N1;8;1234567;0;251210;0
N1;8;1234567;0;251517;0
N1;8;1234567;0;251824;0
N1;8;1234567;0;252131;0
N1;8;1234567;0;252437;0
N1;8;1234567;0;252745;0
N1;8;1234567;0;253057;0
N1;8;1234567;0;253368;0
N1;8;1234567;0;253673;0
N1;8;1234567;0;253980;0
N1;8;1234567;0;254293;0
N1;8;1234567;0;254608;0
N1;8;1234567;0;254921;0
N1;8;1234567;0;255235;0
N1;8;1234567;0;255549;0
N1;8;1234567;0;255864;0
N1;8;1234567;0;256177;0
N1;8;1234567;0;256488;0
N1;8;1234567;0;256800;0
N1;8;1234567;0;257112;0
N1;8;1234567;0;257423;0
N1;8;1234567;0;257737;0
N1;8;1234567;0;258051;0
N1;8;1234567;0;258364;0
N1;8;1234567;0;258675;0
N1;8;1234567;0;258989;0
N1;8;1234567;0;259304;0
N1;8;1234567;0;259618;0
N1;8;1234567;0;259936;0
N1;8;1234567;0;260255;0
N1;8;1234567;0;260573;0
N1;8;1234567;0;260893;0
N1;8;1234567;0;261212;0
N1;8;1234567;0;261529;0
N1;8;1234567;0;261847;0
N1;8;1234567;0;262164;0
N1;8;1234567;0;262481;0
N1;8;1234567;0;262798;0
N1;8;1234567;0;263112;0
N1;8;1234567;0;263426;0
N1;8;1234567;0;263743;0
N1;8;1234567;0;264060;0
N1;8;1234567;0;264377;0
N1;8;1234567;0;264698;0
N1;8;1234567;0;265017;0
N1;8;1234567;0;265336;0
N1;8;1234567;0;265653;0
N1;8;1234567;0;265969;0
N1;8;1234567;0;266285;0
N1;8;1234567;0;266597;0
N1;8;1234567;0;266913;0
N1;8;1234567;0;267229;0
N1;8;1234567;0;267549;0
N1;8;1234567;0;267867;0
N1;8;1234567;0;268184;0
N1;8;1234567;0;268503;0
N1;8;1234567;0;268822;0
N1;8;1234567;0;269142;0
N1;8;1234567;0;269463;0
N1;8;1234567;0;269784;0
N1;8;1234567;0;270108;0
N1;8;1234567;0;270433;0
N1;8;1234567;0;270760;0
N1;8;1234567;0;271083;0
N1;8;1234567;0;271403;0
N1;8;1234567;0;271727;0
N1;8;1234567;0;272053;0
N1;8;1234567;0;272382;0
N1;8;1234567;0;272709;0
N1;8;1234567;0;273037;0
N1;8;1234567;0;273366;0
N1;8;1234567;0;273695;0
N1;8;1234567;0;274023;0
N1;8;1234567;0;274353;0
N1;8;1234567;0;274684;0
N1;8;1234567;0;275013;0
N1;8;1234567;0;275343;0
N1;8;1234567;0;275670;0
N1;8;1234567;0;275995;0
N1;8;1234567;0;276323;0
N1;8;1234567;0;276652;0
N1;8;1234567;0;276981;0
N1;8;1234567;0;277311;0
N1;8;1234567;0;277640;0
N1;8;1234567;0;277966;0
N1;8;1234567;0;278292;0
N1;8;1234567;0;278618;0
N1;8;1234567;0;278943;0
N1;8;1234567;0;279269;0
N1;8;1234567;0;279596;0
N1;8;1234567;0;279922;0
N1;8;1234567;0;280249;0
N1;8;1234567;0;280575;0
N1;8;1234567;0;280903;0
N1;8;1234567;0;281233;0
N1;8;1234567;0;281563;0
N1;8;1234567;0;281889;0
N1;8;1234567;0;282214;0
N1;8;1234567;0;282538;0
N1;8;1234567;0;282858;0
N1;8;1234567;0;283182;0
N1;8;1234567;0;283509;0
N1;8;1234567;0;283837;0
N1;8;1234567;0;284168;0
N1;8;1234567;0;284500;0
N1;8;1234567;0;284830;0
N1;8;1234567;0;285156;0
N1;8;1234567;0;285480;0
N1;8;1234567;0;285805;0
N1;8;1234567;0;286135;0
N1;8;1234567;0;286472;0
N1;8;1234567;0;286806;0
N1;8;1234567;0;287141;0
N1;8;1234567;0;287476;0
N1;8;1234567;0;287807;0
N1;8;1234567;0;288132;0
N1;8;1234567;0;288460;0
N1;8;1234567;0;288784;0
N1;8;1234567;0;289108;0
N1;8;1234567;0;289435;0
N1;8;1234567;0;289762;0
N1;8;1234567;0;290090;0
N1;8;1234567;0;290421;0
