Scenario,Replication,Average_Driving_Time
0,0,467.7185201693782
0,1,467.7185201693782
0,2,467.7185201693782
0,3,467.7185201693782
0,4,467.7185201693782
0,5,467.7185201693782
0,6,467.7185201693782
0,7,467.7185201693782
0,8,467.7185201693782
0,9,467.7185201693782
