road,name,chainage,condition,model_type,length,lat,lon
N1,PASIYAKALI (2),336.237,A,bridge,0.18300000000004957,21.7309878314917,92.0838156441988
N1,HASIRUGIGI,337.019,A,bridge,0.7819999999999823,21.7240739341074,92.083544148476
N1,CHOHAJANYA (1),338.859,A,bridge,1.839999999999975,21.7092513759013,92.0806750603415
N1,CHOHAJANIYA (2),339.648,A,bridge,0.7890000000000441,21.7028300370967,92.0786456251612
N1,JASJARI BRIDGE,342.77,A,bridge,3.1219999999999573,21.676279289928,92.0768074748201
N1,DULAHAJARA (SAFARI PARK),343.243,A,bridge,0.4730000000000132,21.6721049602836,92.0763992531915
N1,DULAHAJARA CULVERT,344.209,A,bridge,0.9660000000000082,21.6629404415143,92.075071645953
N1,DULAHAJAR BRIDGE,344.531,A,bridge,0.32200000000000273,21.6600543017045,92.0751025664772
N1,PAGOLARIBIL,345.911,A,bridge,1.3799999999999955,21.6480847609561,92.0733292227091
N1,Khutakhali Bazar Bridge,349.759,A,bridge,3.848000000000013,21.618376660401,92.0691713375939
N1,FULCHARI (NEWPARA),350.674,A,bridge,0.9149999999999636,21.6065189670012,92.0623070695106
N1,FULCHARI (NEWPARA),350.99,A,bridge,0.3160000000000309,21.6051753127979,92.0621198087829
N1,FULCHARI CULVERT,351.628,A,bridge,0.6379999999999768,21.5985935301507,92.061801241206
N1,FULCHARI BAZAR,352.064,A,bridge,0.43600000000003547,21.5960736973421,92.0614095408637
N1,NAPITE KHALI CULVERT,352.641,A,bridge,0.5769999999999982,21.5894309740196,92.0630313509804
N1,EAST NAPITL KHAL BOX CULVERT,353.694,A,bridge,1.0529999999999973,21.5830741250341,92.0657158465116
N1,NAEK KHALI BOX CULVERT,354.739,A,bridge,1.044999999999959,21.5744075162901,92.0707446712247
N1,KHODIA BARI PRIMARY BOX CULVERT,356.261,A,bridge,1.5220000000000482,21.5623201688888,92.0698139251851
N1,ISLAMABAD KHODIABARI BOX CULVERT,356.517,A,bridge,0.2559999999999718,21.5603042595174,92.0691476
N1,ISLAMABAD KHODIA BARI BOX CULVERT,356.631,A,bridge,0.1139999999999759,21.5594892512064,92.0689481
N1,Eidgaon Bazar Bridge,357.264,A,bridge,0.6330000000000382,21.5554256122448,92.0679503244898
N1,EIDGAON BAZAR PC GIDER BRIDGE,357.264,A,bridge,0.0,21.5554256122448,92.0679503244898
N1,Goro Bazar Bridge,358.03,A,bridge,0.7659999999999627,21.5470666065573,92.0668953754098
N1,SHAT GOREA PARA BOX CULVERT,360.345,A,bridge,2.3150000000000546,21.5255297395348,92.0653252244186
N1,KALIRCHARA BOX CULVERT,360.551,A,bridge,0.20599999999996044,21.5237332279069,92.0655747598837
N1,KALIRCHARA BAZAR BOX CULVERT,360.89,A,bridge,0.33899999999999864,21.5207709407407,92.0661440629629
N1,KALIRCHAR,361.043,A,bridge,0.15300000000002,21.5195088091891,92.0666746302702
N1,RASHIDNAGAR,361.751,A,bridge,0.70799999999997,21.5137419731132,92.069340890566
N1,ROSHIDNAGAR CULVERT,362.168,A,bridge,0.41700000000003,21.5104396976562,92.0708606554687
N1,DOLERCHARA CULVERT,362.691,A,bridge,0.5229999999999677,21.5065069274647,92.0733026419014
N1,DOLERCHARA CULVERT,362.889,A,bridge,0.19800000000003593,21.5051319429577,92.0744452552816
N1,ROSHIDNAGAR (2),364.056,A,bridge,1.1669999999999732,21.4957534922651,92.0776785856353
N1,"ROSHIDNAGAR U,R CULVERT",364.184,A,bridge,0.12800000000004275,21.4948695143646,92.0783346952486
N1,JOARIANALA CULVERT,366.98,A,bridge,2.7959999999999923,21.4782130684357,92.0947151779329
N1,JOARIANALA,367.362,A,bridge,0.382000000000005,21.4755164496,92.0967866511999
N1,JORIANALA,367.6,A,bridge,0.23799999999999955,21.4738446327586,92.0980125862068
N1,JOARIANALA BAZAR PC GIDER BRIDGE(L),368.129,A,bridge,0.5289999999999964,21.470055530337,92.1006402232209
N1,Joarianala Bazar Bridge,368.129,A,bridge,0.0,21.470055530337,92.1006402232209
N1,JOARIANALA BAZAR(R),368.129,A,bridge,0.0,21.470055530337,92.1006402232209
N1,MITA CHARI BOX CULVERT,370.799,A,bridge,2.669999999999959,21.4505569351351,92.0994681432432
N1,RAMU HOSPITAL GATE,371.64,A,bridge,0.8410000000000082,21.4433865625,92.1012678785714
N1,Mitacmari Ramu Bridge,371.848,A,bridge,0.20800000000002683,21.4418389714285,92.1007083571428
N1,MARULA (WEST),372.43,A,bridge,0.5819999999999936,21.4372009552325,92.0983672723837
N1,MARULA BOX CULVERT,372.782,A,bridge,0.35199999999997544,21.4342084624161,92.0972607067114
N1,RAMU BRAC OFFICE,373.192,A,bridge,0.410000000000025,21.4308087593886,92.0961182921397
N1,RAMU BY PASS MORE,373.424,A,bridge,0.2319999999999709,21.4288400316455,92.0953913860759
N1,RAMU MOUR BOX CULVDERT,373.598,A,bridge,0.17400000000003502,21.4283515971831,92.0940714267605
N1,ROMA CALLAGE BOX CULVERT,374.081,A,bridge,0.4830000000000041,21.427895984,92.089450816
N1,ROMA TECHIPUL,374.655,A,bridge,0.5739999999999554,21.4271063768115,92.0840258231884
N1,SAMBAR PUL CULVERT,375.035,A,bridge,0.3800000000000523,21.4267747132812,92.0804427367187
N1,CHAKMARKOOL,375.416,A,bridge,0.3809999999999718,21.4264716,92.0767771
N1,CHAKMAR KOOL BOX CULVERT,376.062,A,bridge,0.646000000000015,21.4273654498084,92.0708934808429
N1,KHURUTIA BOX CULVERT,376.931,A,bridge,0.8689999999999714,21.4271759977099,92.0634431893129
N1,KHURULIA CULVERT,377.189,A,bridge,0.2580000000000382,21.4273089357414,92.0610656669201
N1,KHURULIA SCHOOL BOX CULVERT,377.519,A,bridge,0.3299999999999841,21.4278354522255,92.0579673860534
N1,KHURULIA SCHOOL BOX CULVERT,377.753,A,bridge,0.23399999999998045,21.4280296848739,92.0557570361344
N1,KHURULIA CHAIRMAN PARA BOX CULVERT,378.02,A,bridge,0.2669999999999959,21.4280584948275,92.0532281715517
N1,Sarkarpara Bridge,378.492,A,bridge,0.47200000000003683,21.4275245,92.0486482172786
N1,SARKAR PARA BRIDGE,378.492,A,bridge,0.0,21.4275245,92.0486482172786
N1,WEST DOVGE BOX CULVERT,379.004,A,bridge,0.5120000000000005,21.4294452102564,92.0443807192307
N1,MUKTAR KUL,379.504,A,bridge,0.5,21.4297884,92.0395945696
N1,BAKKHALI BRIDGE,380.346,A,bridge,0.8419999999999845,21.4294033629834,92.0318887491712
N1,MOHURI RARA BOX,380.615,A,bridge,0.26900000000000546,21.4303257834586,92.0296206984962
N1,RABAR DAM BOX,380.759,A,bridge,0.14400000000000546,21.4301539217391,92.0283434956521
N1,LINK ROAD CULVERT,381.374,A,bridge,0.6150000000000091,21.426498621044,92.0238834076672
N1,KANAR PARA,383.632,A,bridge,2.2579999999999814,21.4142599314893,92.0386736859574
N1,SHORAR COOL,384.001,A,bridge,0.36899999999997135,21.4124968430517,92.0395268517711
N1,SOUTH MITHACHARI,384.978,A,bridge,0.9770000000000323,21.4102981858461,92.0496622239999
N1,SOUTH MITTA CULVERT,385.237,A,bridge,0.25900000000001455,21.4099236838827,92.0518884435897
N1,SOUTH MITHACHARI,385.614,A,bridge,0.3769999999999527,21.4088399161904,92.0550238095238
N1,SOUTH MITHACHARI,385.78,A,bridge,0.16599999999999682,21.4079574071005,92.0560124923076
N1,CHALATOLI,386.494,A,bridge,0.7140000000000555,21.4041499171641,92.0618387037313
N1,CHALIYATOLI,386.968,A,bridge,0.47399999999998954,21.402009374844,92.0647406251559
N1,PANCHORI,387.843,A,bridge,0.875,21.3950144227586,92.0675884137931
N1,PANCHARA SLAB CULVERT,389.282,A,bridge,1.4389999999999645,21.3829076671052,92.0709510842105
N1,PANCHORI,389.538,A,bridge,0.25600000000002865,21.3808422435754,92.0709982664804
N1,DALA-2 SLAB CULVERT,389.724,A,bridge,0.18599999999997863,21.3793128,92.0704913857142
N1,DALA SLAB CULVERT,390.047,A,bridge,0.3230000000000359,21.3768882285714,92.0711223285714
N1,DALA SLAB CULVERT,390.142,A,bridge,0.09499999999997044,21.3762792890109,92.0717458313186
N1,PANAR CHORI SLAB CULVERT,390.506,A,bridge,0.3639999999999759,21.3745372352601,92.0740615132948
N1,PANAR HORA SLAB CULVERT,390.595,A,bridge,0.08900000000005548,21.3743800190751,92.0748617416184
N1,TULA BAGAN BOX CULVERT,391.255,A,bridge,0.6599999999999682,21.3706902708737,92.0790672786407
N1,TELA BAGAN SLAB CULVERT,391.373,A,bridge,0.117999999999995,21.3697436389312,92.0796434824427
N1,TULA BAGAN.,391.521,A,bridge,0.14800000000002456,21.3686452190839,92.0800514992366
N1,TULA BAGAN,392.526,A,bridge,1.0049999999999955,21.3604702002336,92.0801526114486
N1,NORTH-CONIAPARA,392.619,A,bridge,0.09300000000001774,21.3597277864485,92.0798025359813
N1,NORTH CONIA PARA BOX CULVERT,393.038,A,bridge,0.4189999999999827,21.3562553024,92.0790827
N1,WEST CONIARA,393.764,A,bridge,0.7259999999999991,21.3500251952038,92.0784342935251
N1,KHONIA POLONG,394.681,A,bridge,0.9169999999999732,21.3420893171962,92.0788538753271
N1,SHAPUR,401.752,A,bridge,7.071000000000026,21.2887748,92.0999549688796
N1,COURT BAZAR,402.323,A,bridge,0.5709999999999695,21.2837382315436,92.1005546348993
N1,RATNAPALANG,403.495,A,bridge,1.1720000000000255,21.2740057908634,92.1044223449799
N1,CHADIRIKHANA,403.509,A,bridge,0.014000000000010004,21.2738921701807,92.1044785698795
N1,CHADIRIKHANA,403.79,A,bridge,0.2810000000000059,21.271611640763,92.1056070839357
N1,JADI MORA (2) CULVERT,405.969,A,bridge,2.1789999999999736,21.2586242226573,92.1207179843356
N1,JADIMORA (3),406.218,A,bridge,0.24900000000002365,21.2570550964285,92.1224165035714
N1,JADIMORA (1),406.517,A,bridge,0.29899999999997817,21.2552064351464,92.1243872108786
N1,P. F PARA SLAB,411.81,A,bridge,5.293000000000006,21.2308784786138,92.1607571460396
N1,KATU PALLANG SLAB,413.66,A,bridge,1.8500000000000227,21.2160115861386,92.1636641564356
N1,KUTUNG PALANG SLAB,413.901,A,bridge,0.24099999999998545,21.2149359632653,92.1655512030612
N1,KOSUKONA,414.0,A,bridge,0.09899999999998954,21.2144308612244,92.1664067448979
N1,BALAKHALI TV CENTER,415.056,A,bridge,1.0559999999999832,21.2063047283582,92.1700180179104
N1,BALUKHALI-2 SLAB,415.296,A,bridge,0.2400000000000091,21.2043409872865,92.1703567258064
N1,BALUKHALI KASTOM,415.574,A,bridge,0.27800000000002,21.2019671732447,92.1704006677419
N1,BALUKHALI OLD BUS STAND,416.057,A,bridge,0.4830000000000041,21.197632418584,92.1705772646017
N1,BAKUHHALI KASHAMIA,416.354,A,bridge,0.2969999999999686,21.1953155305785,92.1705074661157
N1,Batukhali Bridge,416.966,A,bridge,0.6120000000000232,21.1907730988505,92.1680703199233
N1,GOGU GONA,418.231,A,bridge,1.2649999999999864,21.1839744314735,92.1593026449213
N1,Changkhali Bridge,419.63,A,bridge,1.399000000000001,21.1724828063829,92.1552940329787
N1,Changkhali Boro Bridge,419.88,A,bridge,0.25,21.1703723502057,92.1547387765432
N1,JAM TOLI BOX CULVERT,420.18,A,bridge,0.30000000000001137,21.168232930909,92.1531459818181
N1,DAIM PARA CULVERT,420.606,A,bridge,0.4259999999999877,21.16498780625,92.152190071875
N1,DAIM PARA CULVERT,421.156,A,bridge,0.5500000000000114,21.1602045009259,92.1525257175926
N1,Palong Khali Bridge,422.784,A,bridge,1.627999999999986,21.1477676743494,92.1570426250929
N1,GIVATOLI RCC GIDER BRIDGE,423.804,A,bridge,1.0199999999999818,21.140210455058,92.1615530950248
N1,GIVA TOLI RCC GIDER BRIDGE,424.075,A,bridge,0.271000000000015,21.1388871840796,92.1636379074626
N1,GIVA TOLI BOX CULVERT,424.271,A,bridge,0.19600000000002638,21.1380664956896,92.1651978
N1,ULUBANIA RCC GIDER BRIDGE,425.455,A,bridge,1.183999999999969,21.1360412976525,92.1760569938967
N1,DMONIR GONA RCC GIDER BRIDGE,425.882,A,bridge,0.4270000000000209,21.1342388024291,92.179158717004
N1,W HIME KANG BOX CULVERT,427.041,A,bridge,1.1589999999999918,21.1290060819819,92.187903612012
N1,WHIKE KANG BOX CULVERT,427.154,A,bridge,0.11299999999999955,21.1283226864864,92.1886718423423
N1,wheke kang (1),427.622,A,bridge,0.46800000000001774,21.125103688724,92.1913674700296
N1,WHIKE KANG BRIDGE,427.804,A,bridge,0.18199999999995953,21.1237604940298,92.1921588880597
N1,HOA EX KANG BAZAE,427.969,A,bridge,0.16500000000002046,21.1225347168141,92.1929605601769
N1,AMTULI BOX CULVERT,428.578,A,bridge,0.6089999999999804,21.1184609383419,92.1962922290155
N1,TASSI-PARA BAR,428.89,A,bridge,0.3120000000000118,21.1159743461538,92.1970744923076
N1,LAMBA-BIL PORA,429.491,A,bridge,0.6009999999999991,21.1118930148936,92.2005928021276
N1,LAMBABIL MIDDLE PARA,429.615,A,bridge,0.12400000000002365,21.1108101507936,92.2020956942857
N1,LAMBABIL MIDDLE,429.719,A,bridge,0.103999999999985,21.1098838904761,92.2033796485714
N1,LAMBA - BIL - (1) BOX CULVERT,429.912,A,bridge,0.19299999999998363,21.108771344186,92.2048378697674
N1,LAM BA BIL (2) BOX CULVERT,430.072,A,bridge,0.160000000000025,21.1083165348837,92.2053339813953
N1,LAMBA BIL (3) BOX CULVERT,430.287,A,bridge,0.214999999999975,21.1078333,92.2061073045454
N1,UNCHI - PRANG BRIDGE,430.978,A,bridge,0.6910000000000309,21.1020295703488,92.2079394552325
N1,ON SIFAPAING BOX CULVERT,431.167,A,bridge,0.18899999999996453,21.1005774145454,92.208578050909
N1,UNCHING OPLONG CULVERT (1),431.398,A,bridge,0.2310000000000514,21.0988710315789,92.2096579157894
N1,KUTUB DIA PARA (1) CULVERT,431.877,A,bridge,0.478999999999985,21.0950312659147,92.2114600974937
N1,KUTUB DIA PARA CULVERT,431.946,A,bridge,0.06900000000001683,21.0944452155388,92.2116762629072
N1,KUTUB - DIA PARA (3),432.19,A,bridge,0.24399999999997135,21.0923827310126,92.2123111474683
N1,KANGOR PARA,432.411,A,bridge,0.22100000000000364,21.0905260238297,92.2128845902127
N1,KANGOR PARA MOZGID,432.62,A,bridge,0.20900000000000318,21.088867034104,92.213695567052
N1,KHAN GIOR PARA (1),432.865,A,bridge,0.24500000000000455,21.0869591497109,92.2148363748555
N1,KHANGOR PRAMARY (2),432.924,A,bridge,0.05899999999996908,21.0864997,92.2151111
N1,Khan Gor Para Bridge,433.178,A,bridge,0.2540000000000191,21.0844125039525,92.2159198454545
N1,RHANCHOR PARA BOX CULVERT,433.441,A,bridge,0.2629999999999768,21.0822419459459,92.2166012177177
N1,KHANCHOR PARA (2),433.665,A,bridge,0.22400000000004638,21.0804429857142,92.2174040714285
N1,KHANCHOR PARA- BOX CULVERT,433.826,A,bridge,0.16100000000000136,21.079224345977,92.2181232950191
N1,NOYA PARA (1) BOX CULVERT,434.124,A,bridge,0.2980000000000018,21.077282565,92.2199300692307
N1,NAYAPARA,434.573,A,bridge,0.44899999999995543,21.0741777849315,92.2222489445205
N1,NOYA PARA,434.831,A,bridge,0.2580000000000382,21.0724929467032,92.2235128087912
N1,NINA BAZAR BOX CULVERT,435.748,A,bridge,0.9169999999999732,21.0650398482758,92.2245345498084
N1,ALI AXBAR PARA BOX CULVERT,439.579,A,bridge,3.8310000000000173,21.0376449596296,92.2390520348148
N1,NILLA BOX CULVERT (1),440.724,A,bridge,1.1449999999999818,21.0279544680791,92.2415858245762
N1,NILA. BARAR BOX CULVERT,440.977,A,bridge,0.2529999999999859,21.0256598717703,92.2418041698564
N1,NILA - DORGA- PARA-(1) BOX,441.666,A,bridge,0.6890000000000214,21.0198087471074,92.2428140276859
N1,NILA DOGA PARA BOX CULVERT,441.974,A,bridge,0.3079999999999927,21.0173417560386,92.2438384763284
N1,NAT MURA PARA BOX CULVERT,442.161,A,bridge,0.18700000000001182,21.015929034375,92.2447567
N1,Ladapara Bridge,446.71,A,bridge,4.548999999999978,20.9790279773542,92.2512228468609
N1,NAYAPARA BOX CULVERT,447.084,A,bridge,0.37400000000002365,20.9759372216027,92.2499898655052
N1,NAYA PARA BOX CULVERT,447.893,A,bridge,0.8089999999999691,20.9691570827586,92.2486529011494
N1,NOYA PARA CULVERT,448.391,A,bridge,0.4980000000000473,20.9655685949554,92.2508723928783
N1,NOYA PARA CULVERT,448.481,A,bridge,0.08999999999997499,20.9649678916913,92.2514288706231
N1,NOYA PARA (MUSJID) BOX CULVERT(L),448.581,A,bridge,0.10000000000002274,20.9641892820433,92.2518817702786
N1,NOYA PARA BOX CULVERT(R),448.581,A,bridge,0.0,20.9641892820433,92.2518817702786
N1,Noya Para Bridge,448.926,A,bridge,0.34499999999997044,20.9614231446428,92.2532539928571
N1,NOYA PARA (BRAC SCHOOL),448.926,A,bridge,0.0,20.9614231446428,92.2532539928571
N1,JADIMORH BOX CULVERT,449.439,A,bridge,0.5130000000000337,20.9571000129411,92.2546526588235
N1,Jadimura bridge,449.7,A,bridge,0.26099999999996726,20.9549388422619,92.2555312529762
N1,JADIMURA BRIDGE.,449.7,A,bridge,0.0,20.9549388422619,92.2555312529762
N1,Umor khali Bridge,450.446,A,bridge,0.7460000000000377,20.9491451322709,92.2584208880478
N1,DONDO MIA BOX CULVERT,450.599,A,bridge,0.15299999999996317,20.9481536869565,92.2592633282608
N1,DONDO MIA BOX CULVERT,450.759,A,bridge,0.160000000000025,20.9470947924242,92.2597883075757
N1,DOMMO MIA BOX CULVERT,450.943,A,bridge,0.18399999999996908,20.9458507925133,92.2603333
N1,Domodia Bridge(1),452.561,A,bridge,1.617999999999995,20.9324260319587,92.2636134
N1,Domdomia Bridge(2),452.624,A,bridge,0.06300000000004502,20.9318757724226,92.263712625
N1,DONDOMIA,452.793,A,bridge,0.16899999999998272,20.9303996793814,92.2639787999999
N1,KARUNTON BOX CULVERT,454.219,A,bridge,1.4259999999999877,20.9188881999999,92.26870765
N1,Karumtoli choto(1) Bridge,454.33,A,bridge,0.11099999999999,20.91799614,92.2691008942857
N1,KARUM TOLI SHOTHA (1),454.33,A,bridge,0.0,20.91799614,92.2691008942857
N1,SHOLO BANDOR TAKNAF,454.498,A,bridge,0.16800000000000637,20.9167064980392,92.2698571431372
N1,KARUMTOLI (3)BOX CULVERT,454.769,A,bridge,0.271000000000015,20.9146350810344,92.2712067017241
N1,Karumtoli(1) Bridge,455.062,A,bridge,0.29300000000000637,20.9126751559322,92.2727211220339
N1,KARUM TOLI BOX CULVERT,455.206,A,bridge,0.14400000000000546,20.9116242986547,92.2733424008968
N1,Karumtoli(2) Bridge,455.366,A,bridge,0.15999999999996817,20.9104284959641,92.2741396026905
N1,Karumtoli (3) Bridge,455.447,A,bridge,0.08100000000001728,20.909823120852,92.2745431860986
N1,KARUM TOLI RCC GIDER BRIDGE,455.447,A,bridge,0.0,20.909823120852,92.2745431860986
N1,Polashir Bridge,455.496,A,bridge,0.04899999999997817,20.909456906278,92.2747873291479
N1,KARAN TOLI RCC GIDER BRIDGE,455.496,A,bridge,0.0,20.909456906278,92.2747873291479
N1,BAROY TOLI RCC GIDER BRIDGE,455.688,A,bridge,0.19200000000000728,20.908032127731,92.2756905852941
N1,BORY TOLI SLAB CULVERT,455.765,A,bridge,0.07699999999999818,20.9074479630252,92.2760590529411
N1,BORYTOLI SLAB CULVERT,455.975,A,bridge,0.21000000000003638,20.9059771479674,92.2770855585365
N1,BARITOLI BOX CULVERT,456.064,A,bridge,0.08899999999999864,20.9053051369863,92.2775738958904
N1,Gilatoli (1) Bridge,456.164,A,bridge,0.0999999999999659,20.9045718551546,92.2780768381443
N1,Baroytoli Bridge,456.287,A,bridge,0.12299999999999045,20.9036912639175,92.2786932329896
N1,Baraytoli (3) Bridge,456.359,A,bridge,0.07200000000000273,20.9032027737864,92.2790446582524
N1,Naiton Para(1) Bridge,456.549,A,bridge,0.18999999999999773,20.9018849327974,92.2798735897106
N1,Naitom Para (2) Bridge,457.365,A,bridge,0.8160000000000309,20.8970988542857,92.2850607666666
N1,Naitong Para (3) Bridge,457.751,A,bridge,0.38599999999996726,20.8950896142857,92.2879523785714
N1,NAITANG PARA RCC GIDER BRIDGE,457.751,A,bridge,0.0,20.8950896142857,92.2879523785714
N1,Naitom Para(4) Bridge,458.213,A,bridge,0.46200000000004593,20.892271114035,92.2909840333333
N1,BUS STAND TEKNAF BOX CULVERT,459.681,A,bridge,1.467999999999961,20.8845667240506,92.2987158890295
N2,SHAWGHAT BOX CULVERT,12.18,A,bridge,447.501,23.7889337462616,90.5739290696261
N2,BANTI BOX CULVERT,15.677,A,bridge,3.497,23.8141318216274,90.5946881518201
N2,PUTCHRUCLAI CULVERT,17.966,A,bridge,2.2890000000000015,23.8296726621951,90.6093124878048
N2,FURINGDIA BOX CULVERT,19.895,A,bridge,1.9289999999999985,23.8420215152592,90.6225475748148
N2,PURINDA BAZAR BOX CULVERT,20.514,A,bridge,0.6189999999999998,23.8455601296072,90.6272545388217
N2,PURINDHA BOX CULVERT,21.168,A,bridge,0.6539999999999999,23.8498411622356,90.6315629367069
N2,BAGBARI BOX CULVERT,23.556,A,bridge,2.3880000000000017,23.8551351154798,90.6523555436532
N2,RAINADI BOX CULVERT,24.2,A,bridge,0.6439999999999984,23.85482810625,90.65862330625
N2,KANDA PARA BOX CULVERT,24.708,A,bridge,0.5079999999999991,23.8544541010025,90.6636239691729
N2,NAWPARA BOX CULVERT,25.107,A,bridge,0.3990000000000009,23.8538887225352,90.6674320528169
N2,KURIRPARA BOX CULVERT,28.442,A,bridge,3.335000000000001,23.8777000377733,90.6666340974155
N2,CHAITABOR BOX CULVERT,28.943,A,bridge,0.5010000000000012,23.8821253296774,90.6664902774193
N2,Panchdona Bridge,30.514,A,bridge,1.570999999999998,23.8936715910973,90.6671215770186
N2,UTTAR BAYANDA CULVERT,32.969,A,bridge,2.455000000000002,23.9052630964179,90.68532964
N2,BAGDI BOX CULVERT,35.205,A,bridge,2.235999999999997,23.9219850495049,90.6971526
N2,BAGDI - 2 CULVERT,35.565,A,bridge,0.35999999999999943,23.9240587152317,90.6994088524503
N2,BASAIL BRIDGE OVER ROAD,36.488,A,bridge,0.9230000000000018,23.931131565594,90.7049377079207
N2,Basail Bridge,36.488,A,bridge,0.0,23.931131565594,90.7049377079207
N2,Bala Nagar Bridge,37.61,A,bridge,1.1219999999999999,23.9397914928366,90.7099972916905
N2,KARAR CHAR CULVERT,38.015,A,bridge,0.40500000000000114,23.9433782305555,90.7101259086419
N2,KARAR CHAR CULVERT (2),38.348,A,bridge,0.3329999999999984,23.9461092865168,90.7111084978549
N2,NAGOR BARI CULVERT,39.241,A,bridge,0.8930000000000007,23.9534068022471,90.7151372139938
N2,PATUAR PAR CULVERT,39.589,A,bridge,0.347999999999999,23.9561707439089,90.7166429961178
N2,BARAITULA BUSTANT CULVERT,40.114,A,bridge,0.5249999999999986,23.9603680732262,90.7189657170013
N2,SAYEA NAGAR (2) CULVERT,40.819,A,bridge,0.7050000000000054,23.9659905115234,90.722087436914
N2,SAYED NAGOR CULVERT,41.375,A,bridge,0.5559999999999974,23.970321226799,90.7248602101737
N2,ITAKHOLA CULVERT,42.51,A,bridge,1.134999999999998,23.9781330395061,90.7314758677469
N2,ITAKHOLO CULVERT,42.998,A,bridge,0.48799999999999955,23.9798693555555,90.7330660097222
N2,SHASPUR CULVERT,43.523,A,bridge,0.5250000000000057,23.9820949046511,90.7403769
N2,GASIRDIA CULVERT,44.274,A,bridge,0.7509999999999977,23.9858674793103,90.7463042965517
N2,GASHIRDIA BOX CULVERT,45.151,A,bridge,0.8770000000000024,23.990556033582,90.7532248432835
N2,Simbi Bridge,45.931,A,bridge,0.779999999999994,23.9941083857142,90.7598198171428
N2,KHARAMARA BOX CULVERT,46.33,A,bridge,0.3990000000000009,23.9959048614285,90.7631233928571
N2,KUNDAR PARA (1) BOX CULVERT,46.511,A,bridge,0.1810000000000045,23.9967209346303,90.7646600762645
N2,KUNDARPARA (2) BOX CULVERT,46.765,A,bridge,0.2539999999999978,23.9978465210526,90.7668094552631
N2,HAZI BAGAN CULVERT,47.384,A,bridge,0.6189999999999998,24.0004307077966,90.7721521084745
N2,SHARIPULAIA BOX CULVERT,48.264,A,bridge,0.8800000000000026,24.0029299085714,90.7803512152381
N2,SHRISTIGAR BOX CULVERT,49.335,A,bridge,1.070999999999998,24.0070461755434,90.7897196461956
N2,HAGIBAGAN BOX CULVERT,49.755,A,bridge,0.4200000000000017,24.0092648319672,90.7929978532786
N2,CHITAMNI BOX CULVERT,51.24,A,bridge,1.4849999999999994,24.017088827027,90.8047933831081
N2,CHAITANUE BOX CULVERT,51.976,A,bridge,0.7359999999999971,24.02083753125,90.8106968749999
N2,KAMARTEK BOX CULVERT,53.089,A,bridge,1.1129999999999995,24.0265370705479,90.8196663277397
N2,GABTALI BOX CULVERT,53.591,A,bridge,0.5020000000000024,24.0292368238938,90.8239100752212
N2,MARJAL BOX CULVERT,54.354,A,bridge,0.7629999999999981,24.03293827,90.82998264
N2,MARGAL BOX CULVERT,55.117,A,bridge,0.7629999999999981,24.0367807158088,90.836181023897
N2,BARMANERTEK BOX CULVERT,55.547,A,bridge,0.4299999999999997,24.0388256425837,90.839737291866
N2,Bitimargal Bridge,55.967,A,bridge,0.4200000000000017,24.0402499861386,90.8435872876237
N2,BITIMARGAL BOX CULVERT,56.559,A,bridge,0.5919999999999987,24.0415876141025,90.8492013705128
N2,SHIMELTALA BOX CULVERT,56.722,A,bridge,0.1630000000000038,24.0419424588235,90.8507908529411
N2,SHIBPUR RCC GIDER BRIDGE,58.369,A,bridge,1.6469999999999985,24.0488598266666,90.86466112
N2,BARAICHA CULVERT,58.574,A,bridge,0.2049999999999983,24.0499496980952,90.8662369438095
N2,Khamachor Bridge,59.51,A,bridge,0.9359999999999999,24.0514739136986,90.8748203075342
N2,KHAMACHOR BRIDGE,59.51,A,bridge,0.0,24.0514739136986,90.8748203075342
N2,CURMARA CULVERT,59.982,A,bridge,0.4720000000000013,24.0515123332524,90.8794649810679
N2,DARIKANDI CULVERT,60.726,A,bridge,0.7439999999999998,24.051945936,90.8867556359999
N2,Noya Kandi Bridge,62.036,A,bridge,1.3100000000000023,24.0529865382022,90.8995070612359
N2,NOYA KANDI,62.036,A,bridge,0.0,24.0529865382022,90.8995070612359
N2,Patila Dua Bridge,62.515,A,bridge,0.4789999999999992,24.0533500728089,90.9042270932584
N2,NARAYERPUR CULVERT,63.836,A,bridge,1.320999999999998,24.0543720039603,90.9171551633663
N2,NARAYAN PUR RCC GIDER BRIDGE,64.333,A,bridge,0.4969999999999999,24.0547692461538,90.9219844076923
N2,Narayanpur Bridge,64.333,A,bridge,0.0,24.0547692461538,90.9219844076923
N2,MUNDABAD BOX CULVERT,66.197,A,bridge,1.8640000000000043,24.0560775943396,90.9403576433962
N2,Mahmudabad Bridge,66.846,A,bridge,0.6490000000000009,24.0566190626297,90.9466630574394
N2,MUNDA BUS RCC GIDER BRIDGE,66.846,A,bridge,0.0,24.0566190626297,90.9466630574394
N2,MANDABUS -3 BOX CULVERT,67.151,A,bridge,0.3049999999999926,24.05680001,90.94963869
N2,JAKANNATHPUR,69.212,A,bridge,2.061000000000007,24.0570292230769,90.9696097102564
N2,laxmipur brige,69.285,A,bridge,0.07299999999999329,24.0569370090712,90.9703191637149
N2,LAXMEPUR CULVERT,69.416,A,bridge,0.13100000000000023,24.056740537365,90.9715766505399
N2,KAMOLAPUR CULVERT,69.855,A,bridge,0.43900000000000716,24.0561301760797,90.9758210810631
