road,name,chainage,condition,model_type,length,lat,lon
N2,NEAR BHAIRAB SLAB CULVERT,71.603,A,bridge,1.7479999999999905,24.0510367472222,90.9899559638888
N2,Bhairab Bridge,71.834,A,bridge,0.23100000000000875,24.0487508700361,90.9917788393501
N2,BHAIRAB BRIDGE,71.834,A,bridge,0.0,24.0487508700361,90.9917788393501
N2,BHAIROB SIDE CULVERT,73.429,A,bridge,1.5949999999999989,24.0389204749999,91.002856945
N2,BHAIRAB END SIDE CULVERT,73.439,A,bridge,0.009999999999990905,24.03890138125,91.00294548875
N2,SONARAMPUR,73.982,A,bridge,0.5430000000000064,24.0371713445783,91.0078243349397
N2,SONAROMPUR,74.642,A,bridge,0.6599999999999966,24.0361734756457,91.0141653302583
N2,SUNSRAMPUR CULVERT,76.203,A,bridge,1.561000000000007,24.0387242460365,91.0283545969512
N2,SOHAGPUR 1,76.969,A,bridge,0.7659999999999911,24.0389837051829,91.029738534756
N2,SOHAGPUR 2,77.239,A,bridge,0.27000000000001023,24.0393066780869,91.0313271862608
N2,KAMORA,78.332,A,bridge,1.0929999999999893,24.0413173178723,91.0418025459574
N2,KHARIALA 2,79.33,A,bridge,0.9980000000000047,24.0429516049676,91.0514490347732
N2,KHARIALA -1 BOX CULVERT,79.928,A,bridge,0.597999999999999,24.0436153462203,91.0572613235421
N2,DOLOPARA CULVERT,79.95,A,bridge,0.02200000000000557,24.0436397647948,91.0574751535637
N2,BATHTOLA-2 BOX CULVERT,81.004,A,bridge,1.054000000000002,24.0448417137254,91.0678533509803
N2,BETHTOLA BOX CULVERT,81.413,A,bridge,0.4089999999999918,24.0453431709459,91.0717645204391
N2,MALIHATA BOX CULVERT,83.47,A,bridge,2.057000000000002,24.0477840564013,91.0917317660899
N2,KUTTAPARCA CULVERT,84.419,A,bridge,0.9489999999999981,24.0488999558947,91.101047168
N2,KATIADE RCC GIDER BRIDGE,86.364,A,bridge,1.9450000000000074,24.0569775626666,91.1150526926666
N2,GURAICHARI,87.365,A,bridge,1.0009999999999906,24.0577411621212,91.1240952818181
N2,ISLAMA BOX CULVERT,88.342,A,bridge,0.9770000000000039,24.0564689616685,91.1335655494926
N2,Raboa Bridge,89.1,A,bridge,0.7579999999999956,24.0555222130637,91.1409459727838
N2,ISLAMABAD BRIGE,89.1,A,bridge,0.0,24.0555222130637,91.1409459727838
N2,SHAHA BAZAR PC GIDER BRIDGE,91.246,A,bridge,2.146000000000001,24.0529286690161,91.1618387292217
N2,BARURA BOX CULVERT,91.756,A,bridge,0.5100000000000051,24.0523182005917,91.166790652071
N2,SHAHA BAZAR BOX CULVERT,91.768,A,bridge,0.012000000000000455,24.0523004491124,91.1669109218934
N2,Chatol Bridge,93.299,A,bridge,1.531000000000006,24.0444605850241,91.1772486309178
N2,BOE SHASY BOX CULVERT,95.285,A,bridge,1.98599999999999,24.0429401919598,91.1957517562814
N2,DABISOR BOX CULVERT,95.774,A,bridge,0.4890000000000043,24.0430772680412,91.200538271134
N2,KATAKHALI BRIDGE,96.853,A,bridge,1.0789999999999935,24.0407262413333,91.2101575271111
N2,KHALISHIMA BRIDGE,97.668,A,bridge,0.8150000000000119,24.043172678511,91.2176082783418
N2,CHANDURA BOX CULVERT,97.696,A,bridge,0.027999999999991587,24.0432555888324,91.2178701375634
N2,Lohor Bridge,100.04,A,bridge,2.3440000000000083,24.0498387163339,91.2390337290381
N2,BUDUNTI P C GIRDER BRIDGE,100.04,A,bridge,0.0,24.0498387163339,91.2390337290381
N2,BULUNTI 2 BOX CULVERT,101.004,A,bridge,0.9639999999999986,24.057338552505,91.2438914899799
N2,BURUNDI (3) BOX CULVERT,102.341,A,bridge,1.336999999999989,24.065947923225,91.2530700166065
N2,ISKMPUR BOX CULVERT,103.374,A,bridge,1.0330000000000013,24.072462410775,91.2603098812854
N2,BILPASA CULVERT,104.217,A,bridge,0.8430000000000035,24.0778696446351,91.2661291399141
N2,AMTOLI CULVERT,105.474,A,bridge,1.257000000000005,24.0822501969473,91.2762214315789
N2,ARINAGAR CULVERT,105.983,A,bridge,0.5090000000000003,24.0830965810989,91.2807562536263
N2,KHATABARI CULVERT,106.396,A,bridge,0.4129999999999967,24.0852408324582,91.2840123147971
N2,KODHMADAB PUR,107.981,A,bridge,1.5849999999999937,24.0972482904109,91.2911522986301
N2,Madhabpur Bridge,109.038,A,bridge,1.0570000000000022,24.1042590088531,91.2979448987927
N2,HARIA BOX CULVERT,111.047,A,bridge,2.0090000000000003,24.1178998672727,91.310849880808
N2,Undhiura Bridge,111.979,A,bridge,0.9320000000000022,24.1243593059382,91.3167782581947
N2,Dokhin Bedhosa Bridge,113.087,A,bridge,1.108000000000004,24.1327827852207,91.3222117568138
N2,Begura -2 Bridge,113.846,A,bridge,0.7590000000000003,24.1391103339955,91.3250301847682
N2,BEGURA 2 PC GIRDER BRIDGE,113.846,A,bridge,0.0,24.1391103339955,91.3250301847682
N2,Begurga -1 Bridge,114.909,A,bridge,1.0630000000000024,24.1440329295154,91.3335726396475
N2,BEGURGA 1 PC GIRDER BRIDGE,114.909,A,bridge,0.0,24.1440329295154,91.3335726396475
N2,JAGADISHPUR,116.018,A,bridge,1.1089999999999947,24.1468901205607,91.3440217214953
N2,JAGADISHPUR,116.219,A,bridge,0.2009999999999934,24.1475431932926,91.3458216457317
N2,JAGADISHPUR 2 BOX CULVERT,117.086,A,bridge,0.8670000000000044,24.1545094189265,91.3487842322033
N2,JOGIDISH PUR CULVERT,117.284,A,bridge,0.1980000000000075,24.1562806240113,91.348830879661
N2,BELGOR CULVERT,117.54,A,bridge,0.2560000000000002,24.158845592638,91.3489047233128
N2,BELGOR BOX CULVERT,117.771,A,bridge,0.23099999999999454,24.1607536901023,91.3489536829351
N2,NARONPUR CULVERT,117.99,A,bridge,0.2189999999999941,24.1626046967032,91.3490109626373
N2,NARAONPUR CULVERT,118.335,A,bridge,0.34499999999999886,24.1656872448275,91.3490274
N2,ITAKHOLA BOX CULVERT,118.798,A,bridge,0.46300000000000807,24.1698043993902,91.3490274
N2,ITAKHOLA CULVERT,119.035,A,bridge,0.23699999999999477,24.1720276505154,91.3490552
N2,BANGADOBA,119.505,A,bridge,0.46999999999999886,24.1762611963597,91.3493166873661
N2,BANGADOBA BOX CULVERT,120.199,A,bridge,0.6940000000000026,24.1824936827999,91.3501544568
N2,KAROLA,120.851,A,bridge,0.652000000000001,24.188343818,91.350516708
N2,PATONPUR,121.195,A,bridge,0.3439999999999941,24.1914097549132,91.3505278
N2,RATONPUR BOX CULVERT,121.686,A,bridge,0.49100000000001387,24.1957657783783,91.3507017061425
N2,NOWA PARA BOX CULVERT,122.114,A,bridge,0.42799999999999727,24.1995860414918,91.3511658801864
N2,NOWA PARA,122.326,A,bridge,0.21199999999998909,24.2014256480186,91.3514541310023
N2,NOWAPARA BOX CULVERT,122.788,A,bridge,0.4620000000000033,24.2054472164516,91.3525778725806
N2,NOWA PARA BOX CULVERT,122.934,A,bridge,0.1460000000000008,24.2066638674193,91.3531927209677
N2,Shapur Bridge,123.191,A,bridge,0.257000000000005,24.2085601744827,91.3544752496551
N2,SHAPUR,123.191,A,bridge,0.0,24.2085601744827,91.3544752496551
N2,SAHAPUR BOX CULVERT,123.654,A,bridge,0.46299999999999386,24.2120458313539,91.3569636109263
N2,HORITOLA BOX CULVERT,124.304,A,bridge,0.6500000000000057,24.2166045893846,91.3608968426153
N2,HARITALA 2 BOX CULVERT,124.46,A,bridge,0.1559999999999917,24.2176577813846,91.3618835066153
N2,HORI TOLA BOX CULVERT,124.638,A,bridge,0.17800000000001148,24.2188854253164,91.3629662360759
N2,HORITALA BOX CULVERT,124.856,A,bridge,0.2179999999999893,24.2206161977528,91.3639615960674
N2,SHIBPUR BOX CULVERT,125.141,A,bridge,0.2850000000000108,24.223148515736,91.3647176883248
N2,SHIBPUR BOX CULVERT,125.593,A,bridge,0.4519999999999982,24.2270687986636,91.3652380040089
N2,SHIBPUR BOX CULVERT,125.657,A,bridge,0.06399999999999295,24.227627081069,91.3655151567928
N2,SHIBPUR BOX CULVERT,125.78,A,bridge,0.12300000000000466,24.2287000300668,91.3660478097995
N2,SHIBPUR BOX CULVERT,126.21,A,bridge,0.4299999999999926,24.2324161,91.3672956666666
N2,SOUDURP 2,126.317,A,bridge,0.10699999999999932,24.2333514895104,91.3675381501165
N2,RIAZNAZAR BOX CULVERT,126.772,A,bridge,0.4550000000000125,24.2373891878612,91.3683910708092
N2,RIAZ NAGAR BOX CULVERT,127.076,A,bridge,0.30399999999998784,24.240104416129,91.3690145280397
N2,TAJPUR BOX CULVERT,127.691,A,bridge,0.6150000000000091,24.2453919661129,91.370552332392
N2,JAJPUR BOX CULVERT,128.04,A,bridge,0.34899999999998954,24.2483684288571,91.3715551882857
N2,TAJPUR BOX CULVERT,128.37,A,bridge,0.3300000000000125,24.2510285976119,91.3728521116417
N2,BAKHARNAGAR BOX CULVERT,128.753,A,bridge,0.38299999999998136,24.2539687209876,91.3747529907407
N2,CHARA BOX CULVERT,129.103,A,bridge,0.35000000000002274,24.2565296885386,91.376727700573
N2,CHARA BOX CULVERT,129.405,A,bridge,0.3019999999999925,24.2588610764705,91.3782461
N2,CHARA BOX CULVERT,129.546,A,bridge,0.14099999999999113,24.2599490343137,91.3788860833333
N2,OLIPUR BOX CULVERT,130.641,A,bridge,1.0949999999999989,24.2686782376782,91.3837600983706
N2,LEVEL CROSING BOX CULVERT,131.468,A,bridge,0.8269999999999982,24.2711294189003,91.3898493161512
N2,OLIPUR BOX CULVERT,131.547,A,bridge,0.07900000000000773,24.2710992577319,91.3905732520618
N2,SHARALDI BOX CULVERT,131.767,A,bridge,0.21999999999999886,24.271147972807,91.3925544780701
N2,SHUTAN BAZAR,132.792,A,bridge,1.0250000000000057,24.2751897880083,91.401614395099
N2,Shutan Bazar Bridge,132.792,A,bridge,0.0,24.2751897880083,91.401614395099
N2,SATANKONADI BRIDGE,133.252,A,bridge,0.46000000000000796,24.2773317548387,91.4055143225806
N2,SATANKANADI,133.439,A,bridge,0.1869999999999834,24.2780997618279,91.4070782357526
N2,NURPUR,133.659,A,bridge,0.21999999999999886,24.279101528934,91.4088715715736
N2,NURPUR CULVERT,134.422,A,bridge,0.7630000000000052,24.2814709744868,91.4156858947214
N2,N ASHUTPUR,134.957,A,bridge,0.5349999999999966,24.2821628568181,91.4208976749999
N2,BORCLAR CULVERT,136.247,A,bridge,1.2900000000000205,24.2803280718,91.4334974258
N2,BORCHAR,137.262,A,bridge,1.0149999999999864,24.2775398508474,91.4426206203389
N2,TALUGARAR,137.784,A,bridge,0.5219999999999914,24.2741830466257,91.4462022466257
N2,BISHOROAH BOX CULVERT,138.267,A,bridge,0.4830000000000041,24.2708890745341,91.4493102099378
N2,BISHOROAD CULVERT,138.769,A,bridge,0.5020000000000095,24.2677720459677,91.4528306338709
N2,WORLD ROAD CULVERT,139.271,A,bridge,0.5019999999999811,24.2664690763527,91.4570746332665
N2,BIRMACHAR CULVERT,139.773,A,bridge,0.5020000000000095,24.2666905404809,91.4619911426853
N2,BIRAM CHAR BOX CULVERT,140.402,A,bridge,0.6289999999999907,24.26701275314,91.4681518884058
N2,SHAIS TAGONG CULVEERT,140.804,A,bridge,0.40200000000001523,24.267181867647,91.4721012037433
N2,SAYESTAGONJ BRIDGE,141.382,A,bridge,0.578000000000003,24.2682615092063,91.477247111746
N2,Addipasha Bridge,142.912,A,bridge,1.5300000000000011,24.2788063459787,91.4859254584218
N2,ADDIPASHA R C C BRIDGE,142.912,A,bridge,0.0,24.2788063459787,91.4859254584218
N2,BAINA BOX CULVERT,145.077,A,bridge,2.164999999999992,24.2894247427046,91.5037113124555
N2,JOYPUR BOX CULVERT,146.094,A,bridge,1.016999999999996,24.2957942312101,91.5105355840764
N2,MIRPUR BOX CULVERT,146.376,A,bridge,0.2820000000000107,24.2980267513513,91.5112349405405
N2,MIRPUR BOX CULVERT,146.673,A,bridge,0.29699999999999704,24.3005804944444,91.5120214666666
N2,RUPSANKAR BOX CULVERT,147.167,A,bridge,0.4939999999999998,24.3044037630188,91.5151219766037
N2,KHAMAR GOAN BOX CULVERT,147.428,A,bridge,0.2609999999999957,24.3060840624309,91.5172712955801
N2,CHARGUY BOX CULVEFRT,148.175,A,bridge,0.7470000000000141,24.3110669081545,91.5207181905579
N2,DOWLOTPUR BOX CULVERT,148.983,A,bridge,0.8079999999999927,24.3164647349264,91.5259613753676
N2,Dowlatpur Bridge,149.509,A,bridge,0.525999999999982,24.3203282296367,91.5287664185468
N2,DOWLOTPUR PC BRIDGE,149.509,A,bridge,0.0,24.3203282296367,91.5287664185468
N2,TOLAMPUR BOX CULVERT,150.057,A,bridge,0.5480000000000018,24.3247602855072,91.5311234110144
N2,ISLAMPUR,150.812,A,bridge,0.7550000000000239,24.3312803529771,91.5331031047328
N2,JANJJALIA,151.154,A,bridge,0.34199999999998454,24.3341146691275,91.5335158554809
N2,JANJJALIA,151.287,A,bridge,0.13300000000000978,24.3350321013422,91.5335489120805
N2,JANNJALIA,151.559,A,bridge,0.27199999999999136,24.336938656338,91.533637784507
N2,KABIR PUR,151.86,A,bridge,0.30100000000001614,24.3404050044692,91.5342658385474
N2,ISLAMABAD,152.198,A,bridge,0.33799999999999386,24.3433336647058,91.5348688464705
N2,KABIR PUR CULVERT,152.501,A,bridge,0.30299999999999727,24.3460083301639,91.535338464918
N2,CHALTA BOX CULVERT,153.38,A,bridge,0.8789999999999907,24.353358471229,91.5378453265363
N2,CHALTA BAZAR BOX CULVERT,154.294,A,bridge,0.9140000000000157,24.3603485835164,91.541595982967
N2,Mokkadi Bridge,154.93,A,bridge,0.6359999999999957,24.3658315268722,91.5434295729075
N2,MOKKADI,154.93,A,bridge,0.0,24.3658315268722,91.5434295729075
N2,ADITPUR,155.528,A,bridge,0.5979999999999848,24.3706725638513,91.5458229199324
N2,MOSHIDOLONG,156.065,A,bridge,0.5370000000000061,24.375087492,91.5479881959999
N2,MOGLIE,156.615,A,bridge,0.5500000000000114,24.3795572061594,91.5502040260869
N2,DOVEREL,157.701,A,bridge,1.0859999999999843,24.3880408606965,91.5555251338308
N2,SHOURATUL,158.025,A,bridge,0.3240000000000123,24.3904946851741,91.5572534884577
N2,HASANABAD BOX CULVERT,158.437,A,bridge,0.41200000000000614,24.3935938551312,91.559311695704
N2,HASANABAD,158.639,A,bridge,0.20199999999999818,24.3951472785202,91.5603294575179
N2,MONDUL KAFON,158.959,A,bridge,0.3199999999999932,24.3975406188811,91.5619265475524
N2,PUTI JURRI,159.377,A,bridge,0.41800000000000637,24.4007885722891,91.5637976106024
N2,Putajuri Bridge,159.669,A,bridge,0.2920000000000016,24.4033296759036,91.5644229831325
N2,PUTA JURI PC GIRDER BRIDGE,159.669,A,bridge,0.0,24.4033296759036,91.5644229831325
N2,PUTA JURI SCHOOL,160.123,A,bridge,0.4539999999999793,24.4074136345454,91.5649167
N2,KAZI MADAM,160.867,A,bridge,0.7439999999999998,24.4140835484304,91.5656558636771
N2,RASURAT BOX CULVERT 2,160.982,A,bridge,0.1150000000000091,24.4151244789237,91.5658325408071
N2,RAJSURAT BOX CULVERT,161.178,A,bridge,0.19599999999999795,24.4167952587234,91.5661546906383
N2,SHUKCHAR,161.333,A,bridge,0.15500000000000114,24.4181416810638,91.566530054468
N2,SHUKCHAR,161.492,A,bridge,0.15899999999999181,24.4195228497872,91.5669151051063
N2,SHUKCHAR,161.748,A,bridge,0.2560000000000002,24.4217445923566,91.5674789866242
N2,Shuk Ghar Bridge,161.948,A,bridge,0.20000000000001705,24.4234977390625,91.5678518695312
N2,SUCK CHAR BOX CULVERT,162.123,A,bridge,0.17499999999998295,24.4250990697841,91.5681423769784
N2,COLTANPUR BOX CULVERT,162.266,A,bridge,0.14300000000000068,24.4263984578947,91.5682493
N2,COLYANPUR BOX CULVERT,162.479,A,bridge,0.21300000000002228,24.4281701972602,91.5680705123287
N2,SHAMREPUR BOX CULVERT,162.825,A,bridge,0.3459999999999752,24.4313035135384,91.5682721556923
N2,BROCHAR BOX CULVERT,163.37,A,bridge,0.5450000000000159,24.4361217182481,91.5690115372262
N2,BARO CLAR BRIDGE,163.415,A,bridge,0.044999999999987494,24.4365254536496,91.5690434724452
N2,Boro Char Bridge,163.415,A,bridge,0.0,24.4365254536496,91.5690434724452
N2,BARO CHAR BOX CULVERT,163.759,A,bridge,0.3439999999999941,24.4395974278443,91.5693417170658
N2,ROKAMPUR BOX CULVERT,164.225,A,bridge,0.4660000000000082,24.443696154952,91.570235385623
N2,RAKONPUR BOX CULVERT,164.39,A,bridge,0.16499999999999204,24.445194125,91.5706034625
N2,BURIMA BOX CULVERT,165.008,A,bridge,0.6180000000000234,24.4506177055172,91.5717224827586
N2,VORGOU BOX CULVERT,165.414,A,bridge,0.4059999999999775,24.4541419777777,91.5721536333333
N2,VORGOU BOX CULVERT,165.679,A,bridge,0.2650000000000148,24.45653135,91.5723666335294
N2,VORGOU BOX CULVERT,165.837,A,bridge,0.15799999999998704,24.4579264018518,91.5724525055555
N2,BOROKADI BOX CULVERT,166.183,A,bridge,0.34600000000000364,24.4608792840455,91.5743585863247
N2,BOROKANSI BOX CULVERT,166.28,A,bridge,0.09700000000000841,24.4617237091168,91.5740361649572
N2,PANIDUNDA PCGIRD BRIDGE,166.829,A,bridge,0.5490000000000066,24.466550890595,91.5735381040307
N2,PANIUNDAPC GIRDIR,167.266,A,bridge,0.4369999999999834,24.4704585597122,91.5737849
N2,KORAGU BOX CULVERT,167.503,A,bridge,0.23699999999999477,24.4725347879245,91.5741577301886
N2,KURAGU BOX CULVERT,168.035,A,bridge,0.5320000000000107,24.4770775101123,91.575464475
N2,KURGGUB BOX CULVERT,168.311,A,bridge,0.27600000000001046,24.4794337744444,91.5761610622222
N2,SATAIHUL,168.546,A,bridge,0.23499999999998522,24.4814468338181,91.5767708221818
N2,SATAIHULL,168.664,A,bridge,0.117999999999995,24.4824674932203,91.5770868749999
N2,SATAISUL,168.787,A,bridge,0.12300000000001887,24.4835534372881,91.5774343499999
N2,SATAIHUL BOX CULVERT,168.935,A,bridge,0.14799999999999613,24.4848054,91.5778273568
N2,SATAIHUL,169.015,A,bridge,0.07999999999998408,24.4854467548387,91.5780233379032
N2,SATHAIL CULVERT,169.132,A,bridge,0.11700000000001864,24.486413515,91.5783062725
N2,SATHAIT BRIGE,169.381,A,bridge,0.24899999999999523,24.4885601135135,91.5789598972973
N2,SATHIHAL B CULVERT,169.566,A,bridge,0.18500000000000227,24.4901457801801,91.5795270639639
N2,SATHAI HAT CULVERT,169.623,A,bridge,0.05699999999998795,24.4906343369369,91.5797018126126
N2,SATHAIHAL - 4 CULVERT,169.686,A,bridge,0.0630000000000166,24.4911743207207,91.5798949558558
N2,SATAIHUL,169.762,A,bridge,0.0759999999999934,24.4918345656441,91.5801058527607
N2,SATAIHUL BOX CULVERT,169.81,A,bridge,0.04800000000000182,24.4922435374233,91.580212188957
N2,SATAIHAL BOX CULVERT,169.935,A,bridge,0.125,24.4932941,91.58044936
N2,MARAURA,170.031,A,bridge,0.09600000000000364,24.4941079181818,91.5806043467532
N2,MURAURA BOX CULVERT,170.187,A,bridge,0.1560000000000059,24.4955773499999,91.5809073453125
N2,MURAURA CULVERT,170.231,A,bridge,0.04399999999998272,24.4959619037735,91.5810160981132
N2,MARAURA CULVERT,170.282,A,bridge,0.051000000000016144,24.4963312878787,91.5812105848484
N2,MURAURA CULVERT,170.397,A,bridge,0.11499999999998067,24.497229189051,91.5818527729927
N2,DEWPARA CUVERT,170.68,A,bridge,0.28300000000001546,24.4992986288135,91.5832250576271
N2,DEWPARA CULVERT,171.066,A,bridge,0.3859999999999957,24.502660242236,91.5841392236024
N2,DEWPARA,171.144,A,bridge,0.07800000000000296,24.5033331254658,91.5843007465838
N2,DEWPARA BOX CULVERT,171.278,A,bridge,0.13399999999998613,24.5044876296943,91.5846028043668
N2,GARIPUR,171.414,A,bridge,0.13599999999999568,24.5056572195121,91.5849007902439
N2,KANDIGOAN,172.26,A,bridge,0.8460000000000036,24.5131358463013,91.5854254884931
N2,KANDIGOAN,172.73,A,bridge,0.46999999999999886,24.5168538676595,91.5873842038297
N2,AUGON BOX CULVERT,173.193,A,bridge,0.4630000000000223,24.5206499878787,91.5894264
N2,ANGOAN BOX CULVERT,173.395,A,bridge,0.20199999999999818,24.5223086648648,91.5898953027027
N2,ANGOOM BOX CUL,173.704,A,bridge,0.3089999999999975,24.5247145735294,91.5914764
N2,DEVPARA BOXCULVERT,174.007,A,bridge,0.30299999999999727,24.5267243202572,91.593348681672
N2,DEVPARA BAZAR BOX CULVERT,174.253,A,bridge,0.2459999999999809,24.5284943,91.5949617545454
N2,NORTH VEVPUR,174.574,A,bridge,0.3210000000000264,24.5307071086267,91.5965079154929
N2,NORT DEVPARA 3 CULVERT,174.753,A,bridge,0.17899999999997362,24.532090356338,91.5973920746478
N2,NORTH DEVPARA 2 CULVER,174.889,A,bridge,0.1360000000000241,24.5331413154929,91.5980638380281
N2,NORTH DEVPARA,174.989,A,bridge,0.09999999999999432,24.5339027933333,91.5985786733333
N2,NOLSUZA 2 CULVERT,175.128,A,bridge,0.13899999999998158,24.5349371863636,91.5993538681818
N2,NALSUZA,175.347,A,bridge,0.2190000000000225,24.5364691756944,91.6008813493055
N2,SODORPUR NOTUNBAZAR,175.511,A,bridge,0.16399999999998727,24.5375464945205,91.6019300027397
N2,DHAKA SHAISTAGANG HALIGAN,175.724,A,bridge,0.21299999999999386,24.5389682042168,91.603290539759
N2,SHADUGHAT,175.858,A,bridge,0.13400000000001455,24.5399200168181,91.6040706245454
N2,SHADARGHAT 1,176.024,A,bridge,0.16599999999999682,24.5413243013636,91.604426920909
N2,Kurorpur Bridge,176.411,A,bridge,0.38700000000000045,24.5447663515625,91.60503860625
N2,Bizrapar Bridge,176.818,A,bridge,0.4070000000000107,24.5483984198555,91.6055338144404
N2,BISRAPAR BRIDGE,176.818,A,bridge,0.0,24.5483984198555,91.6055338144404
N2,VHARDEV CULVERT,177.43,A,bridge,0.6119999999999948,24.5538117333333,91.6051327222222
N2,DHAKA KHATENPASS BRIDGE,177.689,A,bridge,0.25899999999998613,24.5563212867469,91.6042349698795
N2,BANAODAB GUPLAR BRIDGE,178.144,A,bridge,0.4550000000000125,24.5599036621621,91.603326676167
N2,Dhaka Katpass Bridge,178.526,A,bridge,0.382000000000005,24.5632233787234,91.6027597478723
N2,DHAKA KATPASS BRIDGE,178.526,A,bridge,0.0,24.5632233787234,91.6027597478723
N2,RATUM PUR (3),179.044,A,bridge,0.5180000000000007,24.5692888569444,91.6028545361111
N2,RATUM PUR (2),179.631,A,bridge,0.5869999999999891,24.5745843558058,91.6013152996533
N2,Rustompur Bridge,180.265,A,bridge,0.6339999999999861,24.5795099869426,91.5983351140127
N2,RUSTOM PUR RCC GIRDER BRIDGE,180.265,A,bridge,0.0,24.5795099869426,91.5983351140127
N2,batapur,180.527,A,bridge,0.26200000000000045,24.5816830692307,91.5985958384615
N2,Batapur Bridge,180.762,A,bridge,0.23500000000001364,24.5836701316872,91.599277664609
N2,BATA PUR,180.762,A,bridge,0.0,24.5836701316872,91.599277664609
N2,anukandi,181.082,A,bridge,0.3199999999999932,24.5863819365079,91.6001921190476
N2,ANUKANDI,181.333,A,bridge,0.2510000000000048,24.5885249897233,91.6009201830039
N2,AUSKANDI,181.705,A,bridge,0.3720000000000141,24.5914193656387,91.6016046612334
N2,AUSKANDI BOX CULVERT,182.073,A,bridge,0.367999999999995,24.5941786179054,91.6034229986486
N2,USUAL NAGER,182.48,A,bridge,0.40699999999998226,24.5955928681481,91.6068250866666
N2,USUF NAGAR,182.768,A,bridge,0.2880000000000109,24.5960083458333,91.6095949041666
N2,Minazpur Bridge,183.481,A,bridge,0.7129999999999939,24.5998860326271,91.6147355582627
N2,MIRAZPUR,183.883,A,bridge,0.40200000000001523,24.6028647873156,91.6165726634218
N2,MIRAZPUR 1,184.004,A,bridge,0.1209999999999809,24.6037571176991,91.6174350115044
N2,JALALPUR,185.04,A,bridge,1.0360000000000014,24.6097583136738,91.6253431018121
N2,SYADPUR,185.178,A,bridge,0.13800000000000523,24.6104969111111,91.6264180296296
N2,SOYECDPUR,185.396,A,bridge,0.2179999999999893,24.6115823221198,91.6281579354838
N2,Umarpur Bridge,185.981,A,bridge,0.585000000000008,24.6134489603305,91.6333000688705
N2,Chaar Nopul,186.959,A,bridge,0.9780000000000086,24.6129601403448,91.6428255248275
N2,Chaar Nopul Bridge,186.959,A,bridge,0.0,24.6129601403448,91.6428255248275
N2,PATUA ADARSHAW BOX CULVERT,187.715,A,bridge,0.7560000000000002,24.6140745760432,91.6500632007727
N2,Aminnagar Bridge,188.64,A,bridge,0.924999999999983,24.6165611634751,91.6587526595744
N2,GRAM SHERPUR BRIDGE,189.984,A,bridge,1.3440000000000225,24.6233028570786,91.6693503512359
N2,Gram Sherpur Bridge,189.984,A,bridge,0.0,24.6233028570786,91.6693503512359
N2,SHERPWR BOX CULVERT,190.384,A,bridge,0.39999999999997726,24.6248020161764,91.6728787911764
N2,Katen Bridge,194.173,A,bridge,3.7890000000000157,24.648407840904,91.6977646660419
N2,KATEN BRIDGE,194.173,A,bridge,0.0,24.648407840904,91.6977646660419
N2,BAGUMPUR,195.516,A,bridge,1.3429999999999893,24.656635385,91.70714688125
N2,FIRUSPUR PC GIDER BRIDGE,196.333,A,bridge,0.8170000000000073,24.662780118644,91.7113457974576
N2,Onish Mill Bridge,197.284,A,bridge,0.9509999999999934,24.6706609685434,91.7150836848225
N2,ONISH MILL,197.284,A,bridge,0.0,24.6706609685434,91.7150836848225
N2,FASTAM BOX CUL,198.215,A,bridge,0.9310000000000116,24.6772225292307,91.7206583672527
N2,Narkila Bridge,198.558,A,bridge,0.3429999999999893,24.6795501243161,91.7225590851063
N2,NARKILA BRIDGE,198.558,A,bridge,0.0,24.6795501243161,91.7225590851063
N2,SASHARGAT BRIDGE,198.883,A,bridge,0.32500000000001705,24.6822022946488,91.7236054080267
N2,BROMMON GRAM,199.288,A,bridge,0.40500000000000114,24.6859501977011,91.7242745666666
N2,Brommon Gram Bridge,199.288,A,bridge,0.0,24.6859501977011,91.7242745666666
N2,BRAMMOR GRANON,199.555,A,bridge,0.2669999999999959,24.6882736330578,91.7246218198347
N2,BRAMMOR GRAME BOX CULVERT,200.162,A,bridge,0.6069999999999993,24.6935754,91.7258301636363
N2,BRAMMONGRAM BOX CULVERT,200.531,A,bridge,0.3689999999999998,24.6967371740875,91.7268997967153
N2,GOYALA BAZAR,201.261,A,bridge,0.7299999999999898,24.7027914109439,91.7295576326949
N2,GOYNAGAT BOXCULVERT,202.412,A,bridge,1.1510000000000105,24.7097024171428,91.738036475238
N2,TAJPUR BAZAR BOX,204.534,A,bridge,2.1219999999999857,24.7227593736585,91.7528962439024
N2,CHANDPUR BOX CULVERT,205.618,A,bridge,1.0840000000000032,24.7285208517241,91.7615312862068
N2,SIMMANPUR BOX CULVERT,206.324,A,bridge,0.7060000000000173,24.732333847826,91.7670452086956
N2,KASIKAPON BOX CULVERT,206.778,A,bridge,0.4539999999999793,24.7351007684575,91.770308831889
N2,MOHAMMAD PUR CULVERT,208.023,A,bridge,1.2450000000000045,24.74391392,91.7769755514285
N2,DAYA MIR BOX CULVERT,209.092,A,bridge,1.0690000000000168,24.7526231378378,91.7814715783783
N2,DAYAMIR BOX CULVERT,210.06,A,bridge,0.9679999999999893,24.7609523557863,91.783856277448
N2,SONARGOUR BOX CULVERT,210.696,A,bridge,0.6359999999999957,24.7666903148672,91.7832041683185
N2,SOWEAGOAN BOX CULVERT,210.966,A,bridge,0.27000000000001023,24.7690868044943,91.7829226220224
