road,id,model_type,condition,name,lat,lon,length
N1,1001438,bridge,A,Sarkarpara Bridge,21.4275245,92.0486482172786,0.4420000000000073
N1,1001439,bridge,A,SARKAR PARA BRIDGE,21.4275245,92.0486482172786,0.0
N1,1001440,link,,Bridge start,21.4274993,92.0484441,0.020999999999958163
N1,1001441,link,,Bridge end,21.4275271,92.0483886,0.018000000000029104
N1,1001442,link,,"Cox,s Bazar 11 km",21.4287771,92.0461941,0.27199999999999136
N1,1001443,bridge,A,WEST DOVGE BOX CULVERT,21.4294452102564,92.0443807192307,0.20100000000002183
N1,1001444,link,,Box culvert,21.4295549,92.044083,0.03299999999995862
N1,1001445,bridge,A,MUKTAR KUL,21.4297884,92.0395945696,0.4670000000000414
N1,1001446,link,,Box culvert,21.4298049,92.0392774,0.03299999999995862
N1,1001447,link,,"Cox,s Bazar 10 km",21.4296938,92.0368608,0.2540000000000191
N1,1001448,link,,Box culvert,21.4289716,92.0348608,0.22399999999998954
N1,1001449,bridge,A,BAKKHALI BRIDGE,21.4294033629834,92.0318887491712,0.3310000000000173
N1,1001450,bridge,C,Bakkhali Bridge,21.4294033629834,92.0318887491712,0.0
N1,1001451,link,,Bridge start,21.4294438,92.0316104,0.03100000000000591
N1,1001452,link,,Bridge end,21.4300827,92.0304716,0.1409999999999627
N1,1001453,bridge,A,MOHURI RARA BOX,21.4303257834586,92.0296206984962,0.09700000000003683
N1,1001454,link,,Box culvert,21.430416,92.0293049,0.036000000000001364
N1,1001455,link,,"Cox,s Bazar 9 km",21.430166,92.0283604,0.10599999999999454
N1,1001456,bridge,A,RABAR DAM BOX,21.4301539217391,92.0283434956521,0.0020000000000095497
N1,1001457,link,,Box culvert,21.4298882,92.0279716,0.04399999999998272
N1,1001458,bridge,A,LINK ROAD CULVERT,21.426498621044,92.0238834076672,0.5710000000000264
N1,1001459,link,,Box culvert,21.4262493,92.0235827,0.04199999999997317
N1,1001460,link,,"N110,Link road-Cox' Bazar, (Labonir more)",21.4258604,92.023166,0.06499999999999773
N1,1001461,link,,Teknaf 79 km,21.4258049,92.0232493,0.013000000000033651
N1,1001462,bridge,C,BESIC AREA,21.423063061512,92.0267879589347,0.49099999999998545
N1,1001463,bridge,C,BASIC ARIA (1),21.4226721680412,92.0272924520618,0.06999999999999318
N1,1001464,link,,Box culvert,21.4225549,92.0274438,0.021000000000015007
N1,1001465,link,,Box culvert,21.4220827,92.0278604,0.07099999999996953
N1,1001466,link,,"Teknaf 78 km,Uttia 24 km",21.4199716,92.0302493,0.32600000000002183
N1,1001467,bridge,C,KAMBIR GONA,21.4194017834586,92.031682906015,0.17599999999998772
N1,1001468,link,,Box culvert,21.4191104,92.032416,0.08999999999997499
N1,1001469,bridge,B,HAMBIR GONA (1),21.4170232427616,92.0347260730512,0.3590000000000373
N1,1001470,link,,Box culvert,21.4165,92.0353052,0.08999999999997499
N1,1001471,bridge,C,HAMBIR GONA-(2),21.4161167631868,92.0359357093406,0.08100000000001728
N1,1001472,link,,Box culvert,21.4156389,92.0367219,0.10099999999999909
N1,1001473,link,,"Teknaf 77 km,Uthia 23 km",21.4150556,92.037833,0.1349999999999909
N1,1001474,bridge,A,KANAR PARA,21.4142599314893,92.0386736859574,0.12700000000000955
N1,1001475,link,,Box culvert,21.4135833,92.0393886,0.10800000000000409
N1,1001476,bridge,A,SHORAR COOL,21.4124968430517,92.0395268517711,0.26099999999996726
N1,1001477,link,,Box culvert,21.4120556,92.039583,0.10600000000005139
N1,1001478,link,,Bridge start,21.4115,92.0438052,0.17199999999996862
N1,1001479,link,,Bridge end,21.4111667,92.0441108,0.04800000000000182
N1,1001480,bridge,B,SOUTH MITTA CHORI,21.4110029325153,92.0443379558282,0.03100000000000591
N1,1001481,link,,Box culvert,21.4103056,92.0453052,0.132000000000005
N1,1001482,link,,"Teknaf 76 km,Uthia 22 km",21.4101111,92.0458052,0.05700000000001637
N1,1001483,bridge,B,SOUTH MITHACHARI,21.4102488567901,92.0480366814814,0.24099999999998545
N1,1001484,link,,Box culvert,21.41025,92.0480552,0.0020000000000095497
N1,1001485,bridge,A,SOUTH MITHACHARI,21.4102981858461,92.0496622239999,0.18799999999998818
N1,1001486,link,,Box culvert,21.4103333,92.0508333,0.13700000000000045
N1,1001487,bridge,A,SOUTH MITTA CULVERT,21.4099236838827,92.0518884435897,0.1220000000000141
N1,1001488,link,,Box culvert,21.4094167,92.0531944,0.15099999999995362
N1,1001489,link,,"Teknaf 75 km,Uthia 21 km",21.4090833,92.05475,0.18000000000000682
N1,1001490,bridge,A,SOUTH MITHACHARI,21.4088399161904,92.0550238095238,0.04599999999999227
N1,1001491,link,,Box culvert,21.4079722,92.056,0.1640000000000441
N1,1001492,bridge,A,SOUTH MITHACHARI,21.4079574071005,92.0560124923076,0.0019999999999527063
N1,1001493,link,,Box culvert,21.4067222,92.0570556,0.16700000000003
N1,1001494,bridge,D,SHAMMOTI PARA,21.4063607143344,92.0580467784983,0.12299999999999045
N1,1001495,link,,Box culvert,21.4058611,92.0594167,0.17000000000001592
N1,1001496,bridge,A,CHALATOLI,21.4041499171641,92.0618387037313,0.2540000000000191
N1,1001497,link,,Km post missing,21.4040556,92.0619722,0.013999999999953161
N1,1001498,link,,Box culvert,21.4039167,92.0628333,0.1570000000000391
N1,1001499,bridge,A,CHALIYATOLI,21.402009374844,92.0647406251559,0.30299999999999727
N1,1001500,link,,Box culvert,21.4008889,92.0658611,0.17799999999999727
N1,1001501,bridge,C,RAKALAN PARA STEEL BEAM AND RCC SLAB,21.4001878992395,92.0660829174905,0.08400000000000318
N1,1001502,bridge,C,CHALIYA TOLI -2 ARCH MASONRY,21.3987858977186,92.0665265524714,0.16800000000000637
N1,1001503,link,,Bridge start,21.3986941,92.0665556,0.010999999999967258
N1,1001504,link,,Bridge end,21.398583,92.0665833,0.014999999999986358
N1,1001505,link,,Box culvert,21.3971663,92.0668882,0.16599999999999682
N1,1001506,link,,"Teknaf 74 km,Uthia 20 km",21.3969719,92.066916,0.019000000000005457
N1,1001507,bridge,A,PANCHORI,21.3950144227586,92.0675884137931,0.2340000000000373
N1,1001508,link,,Box culvert,21.393333,92.068166,0.20099999999996498
N1,1001509,bridge,C,PANCHORA STEEL BEAM AND RCC SLAB,21.3908555107438,92.0684757008264,0.2839999999999918
N1,1001510,link,,Bridge start,21.3891108,92.0686938,0.20000000000004547
N1,1001511,link,,Bridge end,21.3889441,92.0688049,0.01799999999997226
N1,1001512,bridge,C,PANAR CHORH -3 SLAB CULVERT,21.3888052,92.0689623,0.019000000000005457
N1,1001513,link,,"Teknaf 73 km, Ukhia 19km",21.3885274,92.0692771,0.038000000000010914
N1,1001514,bridge,B,PANCHARA SLAB CULVERT,21.3874538459459,92.0697162891891,0.12999999999999545
N1,1001515,link,,Box culvert,21.3873052,92.0697771,0.01799999999997226
N1,1001516,bridge,C,PANCHARA SLAB CULVERT,21.386218603409,92.0702884892045,0.13500000000004775
N1,1001517,link,,Box culvert,21.3858886,92.0704438,0.04099999999999682
N1,1001518,bridge,C,PANCHARA SLAB CULVERT,21.3856411333333,92.0704543196078,0.028999999999996362
N1,1001519,link,,Box culvert,21.384583,92.0704993,0.1239999999999668
N1,1001520,bridge,B,PANAR CHORA SLAB CULVERT,21.3844064618421,92.0705223447368,0.021000000000015007
N1,1001521,link,,Box culvert,21.3839441,92.0705827,0.05500000000000682
N1,1001522,bridge,B,PANCHORI SLAB CULVERT,21.3831050828947,92.0708809157894,0.10199999999997544
N1,1001523,bridge,A,PANCHARA SLAB CULVERT,21.3829076671052,92.0709510842105,0.02400000000000091
N1,1001524,link,,Box culvert,21.3826938,92.0710271,0.02600000000001046
N1,1001525,link,,Box culvert,21.3813049,92.0710827,0.16800000000000637
N1,1001526,link,,Box culvert,21.3811104,92.0710827,0.029999999999972715
N1,1001527,bridge,A,PANCHORI,21.3808422435754,92.0709982664804,0.03200000000003911
N1,1001528,bridge,B,DALA -2 SLAB CULVERT,21.3796187798882,92.0706130385474,0.146000000000015
N1,1001529,link,,"Teknaf 72 km,Uthia 18 km",21.3796104,92.0706104,0.0009999999999763531
N1,1001530,bridge,A,DALA-2 SLAB CULVERT,21.3793128,92.0704913857142,0.03899999999998727
N1,1001531,link,,Box culvert,21.378916,92.0703327,0.05200000000002092
N1,1001532,bridge,C,DALA-3 SLAB CULVERT,21.3778510915584,92.0703548240259,0.12299999999999045
N1,1001533,link,,Box culvert,21.3775827,92.0703604,0.03100000000000591
N1,1001534,link,,Box culvert,21.3773882,92.0706104,0.03899999999998727
N1,1001535,bridge,A,DALA SLAB CULVERT,21.3768882285714,92.0711223285714,0.07800000000003138
N1,1001536,bridge,A,DALA SLAB CULVERT,21.3762792890109,92.0717458313186,0.09499999999997044
N1,1001537,link,,Box culvert,21.3762216,92.0718049,0.009000000000014552
N1,1001538,link,,Box culvert,21.3752493,92.0727771,0.16499999999996362
N1,1001539,bridge,C,DHALLA SLAB CULVERT,21.3750850565217,92.0730282999999,0.040000000000020464
N1,1001540,link,,Box culvert,21.3747771,92.0734993,0.07499999999998863
N1,1001541,link,,Box culvert,21.3745549,92.0739716,0.06499999999999773
N1,1001542,bridge,A,PANAR CHORI SLAB CULVERT,21.3745372352601,92.0740615132948,0.009999999999990905
N1,1001543,bridge,A,PANAR HORA SLAB CULVERT,21.3743800190751,92.0748617416184,0.08900000000005548
N1,1001544,link,,Box culvert,21.3742493,92.0755271,0.07399999999995543
N1,1001545,link,,"Teknaf 71km, Ukhia 17km",21.3742493,92.0756938,0.016000000000019554
N1,1001546,bridge,C,PANCR CHAR SLAB CULVERT,21.3737957588607,92.0766236613924,0.1290000000000191
N1,1001547,link,,Box culvert,21.3736938,92.0768327,0.028999999999996362
N1,1001548,link,,Box culvert,21.3731938,92.0773327,0.08299999999996999
N1,1001549,bridge,C,TULA BAGAN SLAB CULVERT,21.3724168458515,92.0778930973799,0.10500000000001819
N1,1001550,link,,Box culvert,21.3714993,92.0785549,0.1239999999999668
N1,1001551,bridge,A,TULA BAGAN BOX CULVERT,21.3706902708737,92.0790672786407,0.10000000000002274
N1,1001552,link,,Box culvert,21.3698327,92.0796104,0.10599999999999454
N1,1001553,bridge,A,TELA BAGAN SLAB CULVERT,21.3697436389312,92.0796434824427,0.012000000000000455
N1,1001554,bridge,A,TULA BAGAN.,21.3686452190839,92.0800514992366,0.14800000000002456
N1,1001555,link,,Box culvert,21.3678882,92.0803327,0.10199999999997544
N1,1001556,bridge,B,PARARHORA CULVERT,21.367599241791,92.0804686731343,0.04099999999999682
N1,1001557,link,,Box culvert,21.3669438,92.0807771,0.09300000000001774
N1,1001558,link,,"Teknaf 70 km,Uthia 16 km",21.3662778,92.0810549,0.08400000000000318
N1,1001559,link,,Box culvert,21.3657222,92.0812771,0.06399999999996453
N1,1001560,bridge,C,TULA BAGUN,21.3649267960264,92.0813617278145,0.09200000000004138
N1,1001561,link,,Box culvert,21.3644167,92.081416,0.05899999999996908
N1,1001562,bridge,B,TULA BAGAN,21.3641002252199,92.0813316052785,0.03700000000003456
N1,1001563,link,,Box culvert,21.3615,92.0806382,0.3039999999999736
N1,1001564,bridge,B,TOLA BAGAN,21.3613004264018,92.0805440936915,0.025000000000034106
N1,1001565,bridge,A,TULA BAGAN,21.3604702002336,92.0801526114486,0.103999999999985
N1,1001566,bridge,A,NORTH-CONIAPARA,21.3597277864485,92.0798025359813,0.09300000000001774
N1,1001567,bridge,C,NORTH CONIAPARA,21.3587458843457,92.0793395329439,0.12299999999999045
N1,1001568,link,,Box culvert,21.3580833,92.0790271,0.08299999999996999
N1,1001569,link,,"Teknaf 69 km,Uthia 15 km",21.35775,92.0790271,0.04400000000003956
N1,1001570,link,,Box culvert,21.3571944,92.0791104,0.06399999999996453
N1,1001571,link,,Box culvert,21.3563333,92.0790827,0.09600000000000364
N1,1001572,bridge,A,NORTH CONIA PARA BOX CULVERT,21.3562553024,92.0790827,0.009000000000014552
N1,1001573,link,,Box culvert,21.35525,92.0790827,0.11599999999998545
N1,1001574,link,,Box culvert,21.3526667,92.0783327,0.3050000000000068
N1,1001575,bridge,A,WEST CONIARA,21.3500251952038,92.0784342935251,0.3050000000000068
N1,1001576,bridge,C,Modomconiara,21.3500251952038,92.0784342935251,0.0
N1,1001577,link,,"Teknaf 68 km,Uthia 14 km",21.3490552,92.0784716,0.11199999999996635
N1,1001578,link,,Bridge start,21.3463608,92.0790271,0.3120000000000118
N1,1001579,link,,Bridge end,21.3461386,92.0789993,0.02600000000001046
N1,1001580,bridge,C,CONIA PARA,21.3453322117757,92.0789703396261,0.09300000000001774
N1,1001581,bridge,A,KHONIA POLONG,21.3420893171962,92.0788538753271,0.3739999999999668
N1,1001582,link,,Box culvert,21.3414997,92.0788327,0.06800000000004047
N1,1001583,link,,"Teknaf 67 km,Uthia 13 km",21.3404997,92.0784993,0.12299999999999045
N1,1001584,link,,Box culvert,21.3381941,92.078916,0.26799999999997226
N1,1001585,bridge,B,KHONIA POLONG.,21.3365566114155,92.0789637010654,0.18799999999998818
N1,1001586,bridge,C,DOA PATONG,21.3338390771689,92.0790428645357,0.3120000000000118
N1,1001587,link,,Box culvert,21.3324716,92.0790827,0.1570000000000391
N1,1001588,link,,"Teknaf 66 km,Uthia 12 km",21.3311104,92.0788604,0.16399999999998727
N1,1001589,link,,Khulna Plong Bridge,21.3297771,92.0787771,0.15800000000001546
N1,1001590,link,,Bridge end,21.3295271,92.0789438,0.031999999999982265
N1,1001591,bridge,C,JASOYA PALONG,21.3269177037394,92.0819708735826,0.4449999999999932
N1,1001592,link,,"Teknaf 65 km,Uthia 11 km",21.324666,92.084583,0.38400000000001455
N1,1001593,link,,Bridge start,21.3241104,92.085333,0.10599999999999454
N1,1001594,link,,Bridge end,21.3238049,92.0857219,0.05500000000000682
N1,1001595,bridge,C,JASOYA PALONG RCC GIDER BRIDGE,21.3237869258823,92.0857429782352,0.002999999999985903
N1,1001596,bridge,D,MORICHIA,21.3211087823529,92.0888836352941,0.44700000000000273
N1,1001597,link,,Box culvert,21.3207493,92.0893052,0.060000000000002274
N1,1001598,bridge,B,Jasoya check post.,21.3205831278931,92.0894967632047,0.027999999999963165
N1,1001599,link,,Km post broken,21.3187493,92.0916108,0.3090000000000259
N1,1001600,link,,Bridge start,21.3179438,92.0921663,0.1150000000000091
