Road;Scenario;Seed;Average_driving_time;Total_waiting_time;Average_waiting_time
N1;7;1234567;0.0;302077;0.0
N1;7;1234567;0.0;302415;0.0
N1;7;1234567;0.0;302750;0.0
N1;7;1234567;0.0;303085;0.0
N1;7;1234567;0.0;303420;0.0
N1;7;1234567;0.0;303756;0.0
N1;7;1234567;0.0;304089;0.0
N1;7;1234567;0.0;304422;0.0
N1;7;1234567;0.0;304758;0.0
N1;7;1234567;0.0;305095;0.0
N1;7;1234567;0.0;305432;0.0
N1;7;1234567;0.0;305770;0.0
N1;7;1234567;0.0;306105;0.0
N1;7;1234567;0.0;306437;0.0
N1;7;1234567;0.0;306771;0.0
N1;7;1234567;0.0;307104;0.0
N1;7;1234567;0.0;307433;0.0
N1;7;1234567;0.0;307758;0.0
N1;7;1234567;0.0;308083;0.0
N1;7;1234567;0.0;308409;0.0
N1;7;1234567;0.0;308736;0.0
N1;7;1234567;0.0;309066;0.0
N1;7;1234567;0.0;309398;0.0
N1;7;1234567;0.0;309732;0.0
N1;7;1234567;0.0;310068;0.0
N1;7;1234567;0.0;310400;0.0
N1;7;1234567;0.0;310732;0.0
N1;7;1234567;0.0;311063;0.0
N1;7;1234567;0.0;311395;0.0
N1;7;1234567;0.0;311730;0.0
N1;7;1234567;0.0;312065;0.0
N1;7;1234567;0.0;312401;0.0
N1;7;1234567;0.0;312734;0.0
N1;7;1234567;0.0;313069;0.0
N1;7;1234567;0.0;313401;0.0
N1;7;1234567;0.0;313735;0.0
N1;7;1234567;0.0;314070;0.0
N1;7;1234567;0.0;314401;0.0
N1;7;1234567;0.0;314731;0.0
N1;7;1234567;0.0;315065;0.0
N1;7;1234567;0.0;315401;0.0
N1;7;1234567;0.0;315741;0.0
N1;7;1234567;0.0;316078;0.0
N1;7;1234567;0.0;316415;0.0
N1;7;1234567;0.0;316750;0.0
N1;7;1234567;0.0;317088;0.0
N1;7;1234567;0.0;317426;0.0
N1;7;1234567;0.0;317767;0.0
N1;7;1234567;0.0;318109;0.0
N1;7;1234567;0.0;318448;0.0
N1;7;1234567;0.0;318790;0.0
N1;7;1234567;0.0;319129;0.0
N1;7;1234567;0.0;319465;0.0
N1;7;1234567;0.0;319800;0.0
N1;7;1234567;0.0;320134;0.0
N1;7;1234567;0.0;320475;0.0
N1;7;1234567;0.0;320817;0.0
N1;7;1234567;0.0;321161;0.0
N1;7;1234567;0.0;321500;0.0
N1;7;1234567;0.0;321837;0.0
N1;7;1234567;0.0;322172;0.0
N1;7;1234567;0.0;322505;0.0
N1;7;1234567;0.0;322838;0.0
N1;7;1234567;0.0;323170;0.0
N1;7;1234567;0.0;323502;0.0
N1;7;1234567;0.0;323839;0.0
N1;7;1234567;0.0;324175;0.0
N1;7;1234567;0.0;324511;0.0
N1;7;1234567;0.0;324848;0.0
N1;7;1234567;0.0;325187;0.0
N1;7;1234567;0.0;325527;0.0
N1;7;1234567;0.0;325871;0.0
N1;7;1234567;0.0;326219;0.0
N1;7;1234567;0.0;326564;0.0
N1;7;1234567;0.0;326907;0.0
N1;7;1234567;0.0;327254;0.0
N1;7;1234567;0.0;327597;0.0
N1;7;1234567;0.0;327939;0.0
N1;7;1234567;0.0;328281;0.0
N1;7;1234567;0.0;328621;0.0
N1;7;1234567;0.0;328965;0.0
N1;7;1234567;0.0;329310;0.0
N1;7;1234567;0.0;329656;0.0
N1;7;1234567;0.0;329999;0.0
N1;7;1234567;0.0;330340;0.0
N1;7;1234567;0.0;330681;0.0
N1;7;1234567;0.0;331021;0.0
N1;7;1234567;0.0;331362;0.0
N1;7;1234567;0.0;331705;0.0
N1;7;1234567;0.0;332047;0.0
N1;7;1234567;0.0;332389;0.0
N1;7;1234567;0.0;332729;0.0
N1;7;1234567;0.0;333071;0.0
N1;7;1234567;0.0;333409;0.0
N1;7;1234567;0.0;333746;0.0
N1;7;1234567;0.0;334090;0.0
N1;7;1234567;0.0;334437;0.0
N1;7;1234567;0.0;334784;0.0
N1;7;1234567;0.0;335133;0.0
N1;7;1234567;0.0;335480;0.0
N1;7;1234567;0.0;335828;0.0
N1;7;1234567;0.0;336179;0.0
N1;7;1234567;0.0;336528;0.0
N1;7;1234567;0.0;336879;0.0
N1;7;1234567;0.0;337231;0.0
N1;7;1234567;0.0;337585;0.0
N1;7;1234567;0.0;337938;0.0
N1;7;1234567;0.0;338292;0.0
N1;7;1234567;0.0;338646;0.0
N1;7;1234567;0.0;338999;0.0
N1;7;1234567;0.0;339354;0.0
N1;7;1234567;0.0;339710;0.0
N1;7;1234567;0.0;340067;0.0
N1;7;1234567;0.0;340423;0.0
N1;7;1234567;0.0;340777;0.0
N1;7;1234567;0.0;341131;0.0
N1;7;1234567;0.0;341486;0.0
N1;7;1234567;0.0;341842;0.0
N1;7;1234567;0.0;342199;0.0
N1;7;1234567;0.0;342556;0.0
N1;7;1234567;0.0;342913;0.0
N1;7;1234567;0.0;343271;0.0
N1;7;1234567;0.0;343627;0.0
N1;7;1234567;0.0;343982;0.0
N1;7;1234567;0.0;344333;0.0
N1;7;1234567;0.0;344686;0.0
N1;7;1234567;0.0;345034;0.0
N1;7;1234567;0.0;345377;0.0
N1;7;1234567;0.0;345723;0.0
N1;7;1234567;0.0;346067;0.0
N1;7;1234567;0.0;346413;0.0
N1;7;1234567;0.0;346762;0.0
N1;7;1234567;0.0;347113;0.0
N1;7;1234567;0.0;347465;0.0
N1;7;1234567;0.0;347818;0.0
N1;7;1234567;0.0;348170;0.0
N1;7;1234567;0.0;348522;0.0
N1;7;1234567;0.0;348869;0.0
N1;7;1234567;0.0;349214;0.0
N1;7;1234567;0.0;349561;0.0
N1;7;1234567;0.0;349909;0.0
N1;7;1234567;0.0;350257;0.0
N1;7;1234567;0.0;350605;0.0
N1;7;1234567;0.0;350951;0.0
N1;7;1234567;0.0;351294;0.0
N1;7;1234567;0.0;351636;0.0
N1;7;1234567;0.0;351972;0.0
N1;7;1234567;0.0;352310;0.0
N1;7;1234567;0.0;352650;0.0
N1;7;1234567;0.0;352989;0.0
N1;7;1234567;0.0;353330;0.0
N1;7;1234567;0.0;353669;0.0
N1;7;1234567;0.0;354013;0.0
N1;7;1234567;0.0;354347;0.0
N1;7;1234567;0.0;354685;0.0
N1;7;1234567;0.0;355027;0.0
N1;7;1234567;0.0;355367;0.0
N1;7;1234567;0.0;355709;0.0
N1;7;1234567;0.0;356049;0.0
N1;7;1234567;0.0;356391;0.0
N1;7;1234567;0.0;356733;0.0
N1;7;1234567;0.0;357074;0.0
N1;7;1234567;0.0;357416;0.0
N1;7;1234567;0.0;357762;0.0
N1;7;1234567;0.0;358111;0.0
N1;7;1234567;0.0;358465;0.0
N1;7;1234567;0.0;358821;0.0
N1;7;1234567;0.0;359180;0.0
N1;7;1234567;0.0;359537;0.0
N1;7;1234567;0.0;359893;0.0
N1;7;1234567;0.0;360251;0.0
N1;7;1234567;0.0;360608;0.0
N1;7;1234567;0.0;360960;0.0
N1;7;1234567;0.0;361313;0.0
N1;7;1234567;0.0;361665;0.0
N1;7;1234567;0.0;362017;0.0
N1;7;1234567;0.0;362369;0.0
N1;7;1234567;0.0;362722;0.0
N1;7;1234567;0.0;363077;0.0
N1;7;1234567;0.0;363432;0.0
N1;7;1234567;0.0;363791;0.0
N1;7;1234567;0.0;364151;0.0
N1;7;1234567;0.0;364511;0.0
N1;7;1234567;0.0;364871;0.0
N1;7;1234567;0.0;365226;0.0
N1;7;1234567;0.0;365580;0.0
N1;7;1234567;0.0;365935;0.0
N1;7;1234567;0.0;366294;0.0
N1;7;1234567;0.0;366653;0.0
N1;7;1234567;0.0;367012;0.0
N1;7;1234567;0.0;367373;0.0
N1;7;1234567;0.0;367732;0.0
N1;7;1234567;0.0;368089;0.0
N1;7;1234567;0.0;368444;0.0
N1;7;1234567;0.0;368798;0.0
N1;7;1234567;0.0;369155;0.0
N1;7;1234567;0.0;369512;0.0
N1;7;1234567;0.0;369869;0.0
N1;7;1234567;0.0;370229;0.0
N1;7;1234567;0.0;370588;0.0
N1;7;1234567;0.0;370950;0.0
N1;7;1234567;0.0;371309;0.0
N1;7;1234567;0.0;371668;0.0
N1;7;1234567;0.0;372030;0.0
N1;7;1234567;0.0;372393;0.0
N1;7;1234567;0.0;372759;0.0
N1;7;1234567;0.0;373125;0.0
N1;7;1234567;0.0;373494;0.0
N1;7;1234567;0.0;373865;0.0
N1;7;1234567;0.0;374235;0.0
N1;7;1234567;0.0;374603;0.0
N1;7;1234567;0.0;374974;0.0
N1;7;1234567;0.0;375344;0.0
N1;7;1234567;0.0;375717;0.0
N1;7;1234567;0.0;376090;0.0
N1;7;1234567;0.0;376464;0.0
N1;7;1234567;0.0;376837;0.0
N1;7;1234567;0.0;377208;0.0
N1;7;1234567;0.0;377579;0.0
N1;7;1234567;0.0;377951;0.0
N1;7;1234567;0.0;378326;0.0
N1;7;1234567;0.0;378701;0.0
N1;7;1234567;0.0;379076;0.0
N1;7;1234567;0.0;379449;0.0
N1;7;1234567;0.0;379818;0.0
N1;7;1234567;0.0;380190;0.0
N1;7;1234567;0.0;380563;0.0
N1;7;1234567;0.0;380937;0.0
N1;7;1234567;0.0;381308;0.0
N1;7;1234567;0.0;381674;0.0
N1;7;1234567;0.0;382042;0.0
N1;7;1234567;0.0;382410;0.0
N1;7;1234567;0.0;382777;0.0
N1;7;1234567;0.0;383140;0.0
N1;7;1234567;0.0;383504;0.0
N1;7;1234567;0.0;383868;0.0
N1;7;1234567;0.0;384235;0.0
N1;7;1234567;0.0;384603;0.0
N1;7;1234567;0.0;384969;0.0
N1;7;1234567;0.0;385339;0.0
N1;7;1234567;0.0;385713;0.0
N1;7;1234567;0.0;386088;0.0
N1;7;1234567;0.0;386461;0.0
N1;7;1234567;0.0;386831;0.0
N1;7;1234567;0.0;387203;0.0
N1;7;1234567;0.0;387576;0.0
N1;7;1234567;0.0;387949;0.0
N1;7;1234567;0.0;388322;0.0
N1;7;1234567;0.0;388696;0.0
N1;7;1234567;0.0;389069;0.0
N1;7;1234567;0.0;389444;0.0
N1;7;1234567;0.0;389816;0.0
N1;7;1234567;0.0;390188;0.0
N1;7;1234567;0.0;390557;0.0
N1;7;1234567;0.0;390925;0.0
N1;7;1234567;0.0;391294;0.0
N1;7;1234567;0.0;391667;0.0
N1;7;1234567;0.0;392039;0.0
N1;7;1234567;0.0;392407;0.0
N1;7;1234567;0.0;392771;0.0
N1;7;1234567;0.0;393139;0.0
N1;7;1234567;0.0;393508;0.0
N1;7;1234567;0.0;393880;0.0
N1;7;1234567;0.0;394251;0.0
N1;7;1234567;0.0;394628;0.0
N1;7;1234567;0.0;395004;0.0
N1;7;1234567;0.0;395380;0.0
N1;7;1234567;0.0;395759;0.0
N1;7;1234567;0.0;396136;0.0
N1;7;1234567;0.0;396512;0.0
N1;7;1234567;0.0;396889;0.0
N1;7;1234567;0.0;397269;0.0
N1;7;1234567;0.0;397647;0.0
N1;7;1234567;0.0;398023;0.0
N1;7;1234567;0.0;398398;0.0
N1;7;1234567;0.0;398774;0.0
N1;7;1234567;0.0;399150;0.0
N1;7;1234567;0.0;399527;0.0
N1;7;1234567;0.0;399904;0.0
N1;7;1234567;0.0;400282;0.0
N1;7;1234567;0.0;400660;0.0
N1;7;1234567;0.0;401036;0.0
N1;7;1234567;0.0;401414;0.0
N1;7;1234567;0.0;401791;0.0
N1;7;1234567;0.0;402165;0.0
N1;7;1234567;0.0;402545;0.0
N1;7;1234567;0.0;402924;0.0
N1;7;1234567;0.0;403301;0.0
N1;7;1234567;0.0;403680;0.0
N1;7;1234567;0.0;404059;0.0
N1;7;1234567;0.0;404441;0.0
N1;7;1234567;0.0;404819;0.0
N1;7;1234567;0.0;405199;0.0
N1;7;1234567;0.0;405578;0.0
N1;7;1234567;0.0;405954;0.0
N1;7;1234567;0.0;406331;0.0
N1;7;1234567;0.0;406710;0.0
N1;7;1234567;0.0;407085;0.0
N1;7;1234567;0.0;407462;0.0
N1;7;1234567;0.0;407839;0.0
N1;7;1234567;0.0;408217;0.0
N1;7;1234567;0.0;408594;0.0
N1;7;1234567;0.0;408974;0.0
N1;7;1234567;0.0;409354;0.0
N1;7;1234567;0.0;409736;0.0
N1;7;1234567;0.0;410119;0.0
N1;7;1234567;0.0;410501;0.0
N1;7;1234567;0.0;410879;0.0
N1;7;1234567;0.0;411255;0.0
N1;7;1234567;0.0;411627;0.0
N1;7;1234567;0.0;412002;0.0
N1;7;1234567;0.0;412378;0.0
N1;7;1234567;0.0;412753;0.0
N1;7;1234567;0.0;413127;0.0
N1;7;1234567;0.0;413505;0.0
N1;7;1234567;0.0;413887;0.0
N1;7;1234567;0.0;414269;0.0
N1;7;1234567;0.0;414650;0.0
N1;7;1234567;0.0;415033;0.0
N1;7;1234567;0.0;415419;0.0
N1;7;1234567;0.0;415802;0.0
N1;7;1234567;0.0;416188;0.0
N1;7;1234567;0.0;416573;0.0
N1;7;1234567;0.0;416956;0.0
N1;7;1234567;0.0;417342;0.0
N1;7;1234567;0.0;417729;0.0
N1;7;1234567;0.0;418117;0.0
N1;7;1234567;0.0;418507;0.0
N1;7;1234567;0.0;418898;0.0
N1;7;1234567;0.0;419287;0.0
N1;7;1234567;0.0;419680;0.0
N1;7;1234567;0.0;420077;0.0
N1;7;1234567;0.0;420472;0.0
N1;7;1234567;0.0;420866;0.0
N1;7;1234567;0.0;421259;0.0
N1;7;1234567;0.0;421649;0.0
N1;7;1234567;0.0;422039;0.0
N1;7;1234567;0.0;422429;0.0
N1;7;1234567;0.0;422821;0.0
N1;7;1234567;0.0;423214;0.0
N1;7;1234567;0.0;423607;0.0
N1;7;1234567;0.0;424003;0.0
N1;7;1234567;0.0;424398;0.0
N1;7;1234567;0.0;424794;0.0
N1;7;1234567;0.0;425188;0.0
N1;7;1234567;0.0;425581;0.0
N1;7;1234567;0.0;425974;0.0
N1;7;1234567;0.0;426366;0.0
N1;7;1234567;0.0;426755;0.0
N1;7;1234567;0.0;427140;0.0
N1;7;1234567;0.0;427527;0.0
N1;7;1234567;0.0;427916;0.0
N1;7;1234567;0.0;428307;0.0
N1;7;1234567;0.0;428697;0.0
N1;7;1234567;0.0;429085;0.0
N1;7;1234567;0.0;429474;0.0
N1;7;1234567;0.0;429863;0.0
N1;7;1234567;0.0;430252;0.0
N1;7;1234567;0.0;430642;0.0
N1;7;1234567;0.0;431028;0.0
N1;7;1234567;0.0;431416;0.0
N1;7;1234567;0.0;431806;0.0
N1;7;1234567;0.0;432195;0.0
N1;7;1234567;0.0;432585;0.0
N1;7;1234567;0.0;432976;0.0
N1;7;1234567;0.0;433365;0.0
N1;7;1234567;0.0;433756;0.0
N1;7;1234567;0.0;434145;0.0
N1;7;1234567;0.0;434535;0.0
N1;7;1234567;0.0;434924;0.0
N1;7;1234567;0.0;435312;0.0
N1;7;1234567;0.0;435699;0.0
N1;7;1234567;0.0;436087;0.0
N1;7;1234567;0.0;436476;0.0
N1;7;1234567;0.0;436871;0.0
N1;7;1234567;0.0;437266;0.0
N1;7;1234567;0.0;437660;0.0
N1;7;1234567;0.0;438056;0.0
N1;7;1234567;0.0;438452;0.0
N1;7;1234567;0.0;438844;0.0
N1;7;1234567;0.0;439234;0.0
N1;7;1234567;0.0;439621;0.0
N1;7;1234567;0.0;440007;0.0
N1;7;1234567;0.0;440392;0.0
N1;7;1234567;0.0;440777;0.0
N1;7;1234567;0.0;441162;0.0
N1;7;1234567;0.0;441548;0.0
N1;7;1234567;0.0;441929;0.0
N1;7;1234567;0.0;442313;0.0
N1;7;1234567;0.0;442704;0.0
N1;7;1234567;0.0;443099;0.0
N1;7;1234567;0.0;443494;0.0
N1;7;1234567;0.0;443891;0.0
N1;7;1234567;0.0;444283;0.0
N1;7;1234567;0.0;444674;0.0
N1;7;1234567;0.0;445072;0.0
N1;7;1234567;0.0;445471;0.0
N1;7;1234567;0.0;445870;0.0
N1;7;1234567;0.0;446269;0.0
N1;7;1234567;0.0;446666;0.0
N1;7;1234567;0.0;447064;0.0
N1;7;1234567;0.0;447461;0.0
N1;7;1234567;0.0;447859;0.0
N1;7;1234567;0.0;448256;0.0
N1;7;1234567;0.0;448653;0.0
N1;7;1234567;0.0;449052;0.0
N1;7;1234567;0.0;449451;0.0
N1;7;1234567;0.0;449853;0.0
N1;7;1234567;0.0;450256;0.0
N1;7;1234567;0.0;450660;0.0
N1;7;1234567;0.0;451064;0.0
N1;7;1234567;0.0;451467;0.0
N1;7;1234567;0.0;451870;0.0
N1;7;1234567;0.0;452273;0.0
N1;7;1234567;0.0;452672;0.0
N1;7;1234567;0.0;453070;0.0
N1;7;1234567;0.0;453468;0.0
N1;7;1234567;0.0;453866;0.0
N1;7;1234567;0.0;454267;0.0
N1;7;1234567;0.0;454666;0.0
N1;7;1234567;0.0;455065;0.0
N1;7;1234567;0.0;455467;0.0
N1;7;1234567;0.0;455874;0.0
N1;7;1234567;0.0;456279;0.0
N1;7;1234567;0.0;456683;0.0
N1;7;1234567;0.0;457085;0.0
N1;7;1234567;0.0;457485;0.0
N1;7;1234567;0.0;457884;0.0
N1;7;1234567;0.0;458283;0.0
N1;7;1234567;0.0;458681;0.0
N1;7;1234567;0.0;459080;0.0
N1;7;1234567;0.0;459479;0.0
N1;7;1234567;0.0;459876;0.0
N1;7;1234567;0.0;460272;0.0
N1;7;1234567;0.0;460669;0.0
N1;7;1234567;0.0;461068;0.0
N1;7;1234567;0.0;461463;0.0
N1;7;1234567;0.0;461857;0.0
N1;7;1234567;0.0;462248;0.0
N1;7;1234567;0.0;462638;0.0
N1;7;1234567;0.0;463027;0.0
N1;7;1234567;0.0;463414;0.0
N1;7;1234567;0.0;463804;0.0
N1;7;1234567;0.0;464200;0.0
N1;7;1234567;0.0;464598;0.0
N1;7;1234567;0.0;464995;0.0
N1;7;1234567;0.0;465393;0.0
N1;7;1234567;0.0;465794;0.0
N1;7;1234567;0.0;466190;0.0
N1;7;1234567;0.0;466593;0.0
N1;7;1234567;0.0;466999;0.0
N1;7;1234567;0.0;467401;0.0
N1;7;1234567;0.0;467808;0.0
N1;7;1234567;0.0;468221;0.0
N1;7;1234567;0.0;468634;0.0
N1;7;1234567;0.0;469044;0.0
N1;7;1234567;0.0;469456;0.0
N1;7;1234567;0.0;469866;0.0
N1;7;1234567;0.0;470276;0.0
N1;7;1234567;0.0;470690;0.0
N1;7;1234567;0.0;471104;0.0
N1;7;1234567;0.0;471518;0.0
N1;7;1234567;0.0;471931;0.0
N1;7;1234567;0.0;472343;0.0
N1;7;1234567;0.0;472756;0.0
N1;7;1234567;0.0;473172;0.0
N1;7;1234567;0.0;473587;0.0
N1;7;1234567;0.0;474005;0.0
N1;7;1234567;0.0;474422;0.0
N1;7;1234567;0.0;474836;0.0
N1;7;1234567;0.0;475250;0.0
N1;7;1234567;0.0;475658;0.0
N1;7;1234567;0.0;476068;0.0
N1;7;1234567;0.0;476473;0.0
N1;7;1234567;0.0;476877;0.0
N1;7;1234567;0.0;477280;0.0
N1;7;1234567;0.0;477684;0.0
N1;7;1234567;0.0;478094;0.0
N1;7;1234567;0.0;478500;0.0
N1;7;1234567;0.0;478910;0.0
N1;7;1234567;0.0;479323;0.0
N1;7;1234567;0.0;479735;0.0
N1;7;1234567;0.0;480148;0.0
N1;7;1234567;0.0;480561;0.0
N1;7;1234567;0.0;480974;0.0
N1;7;1234567;0.0;481389;0.0
N1;7;1234567;0.0;481806;0.0
N1;7;1234567;0.0;482225;0.0
N1;7;1234567;0.0;482641;0.0
N1;7;1234567;0.0;483053;0.0
N1;7;1234567;0.0;483466;0.0
N1;7;1234567;0.0;483878;0.0
N1;7;1234567;0.0;484289;0.0
N1;7;1234567;0.0;484697;0.0
N1;7;1234567;0.0;485106;0.0
N1;7;1234567;0.0;485515;0.0
N1;7;1234567;0.0;485923;0.0
N1;7;1234567;0.0;486333;0.0
N1;7;1234567;0.0;486740;0.0
N1;7;1234567;0.0;487153;0.0
N1;7;1234567;0.0;487568;0.0
N1;7;1234567;0.0;487986;0.0
N1;7;1234567;0.0;488409;0.0
N1;7;1234567;0.0;488833;0.0
N1;7;1234567;0.0;489257;0.0
N1;7;1234567;0.0;489681;0.0
N1;7;1234567;0.0;490102;0.0
N1;7;1234567;0.0;490521;0.0
N1;7;1234567;0.0;490938;0.0
N1;7;1234567;0.0;491354;0.0
N1;7;1234567;0.0;491773;0.0
N1;7;1234567;0.0;492188;0.0
N1;7;1234567;0.0;492607;0.0
N1;7;1234567;0.0;493026;0.0
N1;7;1234567;0.0;493447;0.0
N1;7;1234567;0.0;493864;0.0
N1;7;1234567;0.0;494279;0.0
N1;7;1234567;0.0;494695;0.0
N1;7;1234567;0.0;495108;0.0
N1;7;1234567;0.0;495525;0.0
N1;7;1234567;0.0;495946;0.0
N1;7;1234567;0.0;496366;0.0
N1;7;1234567;0.0;496787;0.0
N1;7;1234567;0.0;497210;0.0
N1;7;1234567;0.0;497634;0.0
N1;7;1234567;0.0;498061;0.0
N1;7;1234567;0.0;498486;0.0
N1;7;1234567;0.0;498908;0.0
N1;7;1234567;0.0;499328;0.0
N1;7;1234567;0.0;499749;0.0
N1;7;1234567;0.0;500174;0.0
N1;7;1234567;0.0;500598;0.0
N1;7;1234567;0.0;501019;0.0
N1;7;1234567;0.0;501438;0.0
N1;7;1234567;0.0;501855;0.0
N1;7;1234567;0.0;502275;0.0
N1;7;1234567;0.0;502693;0.0
N1;7;1234567;0.0;503113;0.0
N1;7;1234567;0.0;503532;0.0
N1;7;1234567;0.0;503951;0.0
N1;7;1234567;0.0;504373;0.0
N1;7;1234567;0.0;504795;0.0
N1;7;1234567;0.0;505218;0.0
N1;7;1234567;0.0;505642;0.0
N1;7;1234567;0.0;506069;0.0
N1;7;1234567;0.0;506492;0.0
N1;7;1234567;0.0;506916;0.0
N1;7;1234567;0.0;507342;0.0
N1;7;1234567;0.0;507764;0.0
N1;7;1234567;0.0;508186;0.0
N1;7;1234567;0.0;508610;0.0
N1;7;1234567;0.0;509035;0.0
N1;7;1234567;0.0;509458;0.0
N1;7;1234567;0.0;509879;0.0
N1;7;1234567;0.0;510305;0.0
N1;7;1234567;0.0;510735;0.0
N1;7;1234567;0.0;511163;0.0
N1;7;1234567;0.0;511594;0.0
N1;7;1234567;0.0;512026;0.0
N1;7;1234567;0.0;512455;0.0
N1;7;1234567;0.0;512880;0.0
N1;7;1234567;0.0;513303;0.0
N1;7;1234567;0.0;513726;0.0
N1;7;1234567;0.0;514150;0.0
N1;7;1234567;0.0;514572;0.0
N1;7;1234567;0.0;514997;0.0
N1;7;1234567;0.0;515422;0.0
N1;7;1234567;0.0;515849;0.0
N1;7;1234567;0.0;516276;0.0
N1;7;1234567;0.0;516706;0.0
N1;7;1234567;0.0;517136;0.0
N1;7;1234567;0.0;517567;0.0
N1;7;1234567;0.0;517997;0.0
N1;7;1234567;0.0;518429;0.0
N1;7;1234567;0.0;518861;0.0
N1;7;1234567;0.0;519299;0.0
N1;7;1234567;0.0;519741;0.0
N1;7;1234567;0.0;520185;0.0
N1;7;1234567;0.0;520632;0.0
N1;7;1234567;0.0;521079;0.0
N1;7;1234567;0.0;521526;0.0
N1;7;1234567;0.0;521970;0.0
N1;7;1234567;0.0;522415;0.0
N1;7;1234567;0.0;522860;0.0
N1;7;1234567;0.0;523305;0.0
N1;7;1234567;0.0;523751;0.0
N1;7;1234567;0.0;524198;0.0
N1;7;1234567;0.0;524649;0.0
N1;7;1234567;0.0;525101;0.0
N1;7;1234567;0.0;525549;0.0
N1;7;1234567;0.0;525997;0.0
N1;7;1234567;0.0;526444;0.0
N1;7;1234567;0.0;526895;0.0
N1;7;1234567;0.0;527344;0.0
N1;7;1234567;0.0;527790;0.0
N1;7;1234567;0.0;528238;0.0
N1;7;1234567;0.0;528688;0.0
N1;7;1234567;0.0;529145;0.0
N1;7;1234567;0.0;529603;0.0
N1;7;1234567;0.0;530057;0.0
N1;7;1234567;0.0;530507;0.0
N1;7;1234567;0.0;530957;0.0
N1;7;1234567;0.0;531408;0.0
N1;7;1234567;0.0;531861;0.0
N1;7;1234567;0.0;532319;0.0
N1;7;1234567;0.0;532771;0.0
N1;7;1234567;0.0;533220;0.0
N1;7;1234567;0.0;533671;0.0
N1;7;1234567;0.0;534119;0.0
N1;7;1234567;0.0;534570;0.0
N1;7;1234567;0.0;535017;0.0
N1;7;1234567;0.0;535459;0.0
N1;7;1234567;0.0;535902;0.0
N1;7;1234567;0.0;536352;0.0
N1;7;1234567;0.0;536799;0.0
N1;7;1234567;0.0;537250;0.0
N1;7;1234567;0.0;537699;0.0
N1;7;1234567;0.0;538147;0.0
N1;7;1234567;0.0;538595;0.0
N1;7;1234567;0.0;539038;0.0
N1;7;1234567;0.0;539487;0.0
N1;7;1234567;0.0;539934;0.0
N1;7;1234567;0.0;540376;0.0
N1;7;1234567;0.0;540815;0.0
N1;7;1234567;0.0;541256;0.0
N1;7;1234567;0.0;541699;0.0
N1;7;1234567;0.0;542141;0.0
N1;7;1234567;0.0;542586;0.0
N1;7;1234567;0.0;543028;0.0
N1;7;1234567;0.0;543469;0.0
N1;7;1234567;0.0;543913;0.0
N1;7;1234567;0.0;544355;0.0
N1;7;1234567;0.0;544797;0.0
N1;7;1234567;0.0;545237;0.0
N1;7;1234567;0.0;545676;0.0
N1;7;1234567;0.0;546116;0.0
N1;7;1234567;0.0;546558;0.0
N1;7;1234567;0.0;547004;0.0
N1;7;1234567;0.0;547449;0.0
N1;7;1234567;0.0;547894;0.0
N1;7;1234567;0.0;548341;0.0
N1;7;1234567;0.0;548786;0.0
N1;7;1234567;0.0;549227;0.0
N1;7;1234567;0.0;549670;0.0
N1;7;1234567;0.0;550113;0.0
N1;7;1234567;0.0;550555;0.0
N1;7;1234567;0.0;550994;0.0
N1;7;1234567;0.0;551430;0.0
N1;7;1234567;0.0;551869;0.0
N1;7;1234567;0.0;552309;0.0
N1;7;1234567;0.0;552750;0.0
N1;7;1234567;0.0;553190;0.0
N1;7;1234567;0.0;553636;0.0
N1;7;1234567;0.0;554081;0.0
N1;7;1234567;0.0;554525;0.0
N1;7;1234567;0.0;554971;0.0
N1;7;1234567;0.0;555417;0.0
N1;7;1234567;0.0;555864;0.0
N1;7;1234567;0.0;556311;0.0
N1;7;1234567;0.0;556761;0.0
N1;7;1234567;0.0;557215;0.0
N1;7;1234567;0.0;557666;0.0
N1;7;1234567;0.0;558113;0.0
N1;7;1234567;0.0;558564;0.0
N1;7;1234567;0.0;559015;0.0
N1;7;1234567;0.0;559465;0.0
N1;7;1234567;0.0;559913;0.0
N1;7;1234567;0.0;560361;0.0
N1;7;1234567;0.0;560809;0.0
N1;7;1234567;0.0;561257;0.0
N1;7;1234567;0.0;561707;0.0
N1;7;1234567;0.0;562154;0.0
N1;7;1234567;0.0;562604;0.0
N1;7;1234567;0.0;563053;0.0
N1;7;1234567;0.0;563500;0.0
N1;7;1234567;0.0;563949;0.0
N1;7;1234567;0.0;564399;0.0
N1;7;1234567;0.0;564848;0.0
N1;7;1234567;0.0;565293;0.0
N1;7;1234567;0.0;565742;0.0
N1;7;1234567;0.0;566190;0.0
N1;7;1234567;0.0;566637;0.0
N1;7;1234567;0.0;567086;0.0
N1;7;1234567;0.0;567537;0.0
N1;7;1234567;0.0;567990;0.0
N1;7;1234567;0.0;568445;0.0
N1;7;1234567;0.0;568901;0.0
N1;7;1234567;0.0;569361;0.0
N1;7;1234567;0.0;569818;0.0
N1;7;1234567;0.0;570274;0.0
N1;7;1234567;0.0;570731;0.0
N1;7;1234567;0.0;571187;0.0
N1;7;1234567;0.0;571639;0.0
N1;7;1234567;0.0;572087;0.0
N1;7;1234567;0.0;572536;0.0
N1;7;1234567;0.0;572989;0.0
N1;7;1234567;0.0;573440;0.0
N1;7;1234567;0.0;573895;0.0
